ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1969,1969-09-14,1,22.056,BUF,,NYJ,L 19-33,*,3,12,25.00,74,0,1,18.1,0,0,6.17,2.42,1,6,6.00,0,0,0
2,1969,1969-09-28,3,22.070,BUF,,DEN,W 41-28,,2,4,50.00,17,0,0,61.5,0,0,4.25,4.25,2,11,5.50,0,0,0
3,1969,1969-10-11,5,22.083,BUF,,BOS,W 23-16,,2,4,50.00,23,0,0,67.7,0,0,5.75,5.75,3,2,0.67,0,0,0
4,1969,1969-10-19,6,22.091,BUF,@,OAK,L 21-50,,8,16,50.00,156,1,0,105.2,0,0,9.75,11.00,4,6,1.50,0,0,0
5,1970,1970-10-11,4,23.083,BUF,@,PIT,L 10-23,,4,9,44.44,52,0,2,23.6,0,0,5.78,-4.22,1,1,1.00,0,0,0
6,1970,1970-11-01,7,23.104,BUF,@,BOS,W 45-10,,2,3,66.67,30,1,0,138.9,0,0,10.00,16.67,0,0,,0,0,0
7,1970,1970-11-08,8,23.111,BUF,,CIN,L 14-43,,4,8,50.00,39,0,1,24.5,0,0,4.88,-0.75,0,0,,0,0,0
8,1970,1970-11-22,10,23.125,BUF,@,CHI,L 13-31,,1,4,25.00,5,0,0,39.6,0,0,1.25,1.25,1,-4,-4.00,0,0,0
9,1970,1970-11-29,11,23.132,BUF,,BOS,L 10-14,,3,6,50.00,92,1,0,135.4,0,0,15.33,18.67,0,0,,0,0,0
10,1970,1970-12-06,12,23.139,BUF,@,NYG,L 6-20,,1,3,33.33,11,0,0,45.1,0,0,3.67,3.67,1,-5,-5.00,0,0,0
11,1970,1970-12-20,14,23.153,BUF,@,MIA,L 7-45,,9,17,52.94,109,1,1,68.0,0,0,6.41,4.94,0,0,,0,0,0
12,1971,1971-10-10,4,24.082,BUF,,BAL,L 0-43,,8,12,66.67,91,0,1,54.5,0,0,7.58,3.83,1,10,10.00,0,0,0
13,1971,1971-10-17,5,24.089,BUF,@,NYJ,L 17-28,,0,3,0.00,0,0,1,0.0,0,0,0.00,-15.00,0,0,,0,0,0
14,1971,1971-10-23,6,24.095,BUF,@,SDG,L 3-20,,4,8,50.00,36,0,1,22.9,0,0,4.50,-1.13,1,13,13.00,0,0,0
15,1971,1971-11-07,8,24.110,BUF,@,MIA,L 0-34,*,18,30,60.00,165,0,2,47.2,0,0,5.50,2.50,3,15,5.00,0,0,0
16,1971,1971-11-14,9,24.117,BUF,@,NWE,L 33-38,*,13,32,40.63,160,1,0,67.2,0,0,5.00,5.63,0,0,,0,0,0
17,1971,1971-11-21,10,24.124,BUF,,NYJ,L 7-20,,6,15,40.00,41,0,1,20.1,0,0,2.73,-0.27,1,4,4.00,0,0,0
18,1971,1971-12-05,12,24.138,BUF,@,BAL,L 0-24,,2,3,66.67,19,0,0,84.0,0,0,6.33,6.33,0,0,,0,0,0
19,1973,1973-09-23,2,26.065,RAM,,ATL,W 31-0,,,,,,,,,,,,,,,,,,
20,1973,1973-09-30,3,26.072,RAM,@,SFO,W 40-20,,,,,,,,,,,,,,,,,,
21,1973,1973-10-21,6,26.093,RAM,,GNB,W 24-7,,,,,,,,,,,,,,,,,,
22,1973,1973-11-11,9,26.114,RAM,,NOR,W 29-7,,,,,,,,,,,,,,,,,,
23,1973,1973-11-18,10,26.121,RAM,,SFO,W 31-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,1,1.00,0,0,0
24,1973,1973-12-02,12,26.135,RAM,@,CHI,W 26-0,,,,,,,,,,,,,,,,,,
25,1973,1973-12-10,13,26.143,RAM,,NYG,W 40-6,,6,6,100.00,64,0,0,111.1,0,0,10.67,10.67,2,19,9.50,0,0,0
26,1973,1973-12-16,14,26.149,RAM,,CLE,W 30-17,,1,4,25.00,4,0,0,39.6,0,0,1.00,1.00,1,9,9.00,0,0,0
27,1974,1974-09-22,2,27.064,RAM,,NOR,W 24-0,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-2,-2.00,0,0,0
28,1974,1974-10-13,5,27.085,RAM,@,GNB,L 6-17,,3,12,25.00,50,0,2,4.9,0,0,4.17,-3.33,1,-2,-2.00,0,0,0
29,1974,1974-10-20,6,27.092,RAM,,SFO,W 37-14,*,12,15,80.00,276,3,0,158.3,0,0,18.40,22.40,9,23,2.56,1,1,6
30,1974,1974-10-27,7,27.099,RAM,@,NYJ,W 20-13,*,6,15,40.00,49,0,1,21.3,0,0,3.27,0.27,5,46,9.20,1,1,6
31,1974,1974-11-04,8,27.107,RAM,@,SFO,W 15-13,*,12,20,60.00,150,1,0,100.0,0,0,7.50,8.50,5,9,1.80,0,0,0
32,1974,1974-11-10,9,27.113,RAM,,ATL,W 21-0,*,5,13,38.46,130,2,1,83.3,0,0,10.00,9.62,4,8,2.00,0,0,0
33,1974,1974-11-17,10,27.120,RAM,@,NOR,L 7-20,*,21,38,55.26,230,1,1,71.2,0,0,6.05,5.39,5,18,3.60,0,0,0
34,1974,1974-11-24,11,27.127,RAM,,MIN,W 20-17,*,24,37,64.86,249,1,0,93.2,0,0,6.73,7.27,6,7,1.17,2,2,12
35,1974,1974-12-01,12,27.134,RAM,@,ATL,W 30-7,*,9,17,52.94,174,1,0,108.5,0,0,10.24,11.41,1,3,3.00,0,0,0
36,1974,1974-12-09,13,27.142,RAM,,WAS,L 17-23,*,5,13,38.46,66,1,1,48.9,0,0,5.08,3.15,3,0,0.00,0,0,0
37,1974,1974-12-15,14,27.148,RAM,,BUF,W 19-14,*,9,17,52.94,170,1,0,107.5,0,0,10.00,11.18,2,2,1.00,1,1,6
38,1975,1975-09-21,1,28.063,RAM,@,DAL,L 7-18,*,1,10,10.00,5,0,3,0.0,0,0,0.50,-13.00,1,3,3.00,0,0,0
39,1975,1975-09-28,2,28.070,RAM,@,SFO,W 23-14,*,15,26,57.69,193,1,1,77.9,0,0,7.42,6.46,1,0,0.00,0,0,0
