ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
23,2013,2013-12-22,15,22.099,DEN,@,HOU,W 37-13,,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2013,2013-12-29,16,22.106,DEN,@,OAK,W 34-14,,12,30,2.50,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
25,2014,2014-09-21,3,23.007,DEN,@,SEA,L 20-26,,2,2,1.00,0,3,1,7,7.00,0,33.3%,2.33,0,0,0.0,0,0
26,2014,2014-10-05,4,23.021,DEN,,ARI,W 41-20,,15,64,4.27,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
27,2014,2014-10-12,5,23.028,DEN,@,NYJ,W 31-17,*,24,100,4.17,0,5,3,16,5.33,0,60.0%,3.20,0,0,0.0,0,0
28,2014,2014-10-19,6,23.035,DEN,,SFO,W 42-17,*,14,74,5.29,2,4,4,29,7.25,0,100.0%,7.25,2,12,0.0,0,0
29,2014,2014-10-23,7,23.039,DEN,,SDG,W 35-21,,20,109,5.45,0,4,3,29,9.67,0,75.0%,7.25,0,0,0.0,0,0
30,2014,2014-11-02,8,23.049,DEN,@,NWE,L 21-43,*,10,16,1.60,1,10,7,47,6.71,1,70.0%,4.70,2,12,0.0,0,0
31,2014,2014-11-09,9,23.056,DEN,@,OAK,W 41-17,*,6,13,2.17,0,5,2,9,4.50,0,40.0%,1.80,0,0,0.0,1,0
32,2014,2014-12-28,16,23.105,DEN,,OAK,W 47-14,,15,56,3.73,0,2,1,2,2.00,0,50.0%,1.00,0,0,0.0,0,0
33,2015,2015-09-13,1,23.364,DEN,,BAL,W 19-13,,12,41,3.42,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
34,2015,2015-09-17,2,24.003,DEN,@,KAN,W 31-24,,9,34,3.78,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
35,2015,2015-09-27,3,24.013,DEN,@,DET,W 24-12,,7,13,1.86,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,0,0
36,2015,2015-10-04,4,24.020,DEN,,MIN,W 23-20,,11,103,9.36,1,1,1,5,5.00,0,100.0%,5.00,1,6,0.0,0,0
37,2015,2015-10-11,5,24.027,DEN,@,OAK,W 16-10,*,7,21,3.00,0,2,1,5,5.00,0,50.0%,2.50,0,0,0.0,0,0
38,2015,2015-10-18,6,24.034,DEN,@,CLE,W 26-23,,20,111,5.55,0,5,3,4,1.33,0,60.0%,0.80,0,0,0.0,0,0
39,2015,2015-11-01,7,24.048,DEN,,GNB,W 29-10,*,19,60,3.16,2,2,1,-5,-5.00,0,50.0%,-2.50,2,12,0.0,0,0
40,2015,2015-11-08,8,24.055,DEN,@,IND,L 24-27,*,7,1,0.14,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
41,2015,2015-11-15,9,24.062,DEN,,KAN,L 13-29,*,11,42,3.82,1,4,2,9,4.50,0,50.0%,2.25,1,6,0.0,0,0
42,2015,2015-11-22,10,24.069,DEN,@,CHI,W 17-15,*,21,102,4.86,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
43,2015,2015-11-29,11,24.076,DEN,,NWE,W 30-24,*,14,59,4.21,1,1,1,0,0.00,0,100.0%,0.00,1,6,0.0,0,0
44,2015,2015-12-06,12,24.083,DEN,@,SDG,W 17-3,*,19,56,2.95,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
45,2015,2015-12-13,13,24.090,DEN,,OAK,L 12-15,*,12,20,1.67,0,9,7,41,5.86,0,77.8%,4.56,0,0,0.0,0,0
46,2015,2015-12-20,14,24.097,DEN,@,PIT,L 27-34,*,14,48,3.43,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
47,2015,2015-12-28,15,24.105,DEN,,CIN,W 20-17,*,9,35,3.89,0,4,4,37,9.25,0,100.0%,9.25,0,0,0.0,0,0
48,2015,2016-01-03,16,24.111,DEN,,SDG,W 27-20,*,15,117,7.80,1,3,2,10,5.00,0,66.7%,3.33,1,6,0.0,0,0
49,2016,2016-10-23,6,25.039,MIN,@,PHI,L 10-21,,1,-6,-6.00,0,1,1,2,2.00,0,100.0%,2.00,0,0,0.0,0,0
50,2016,2016-10-31,7,25.047,MIN,@,CHI,L 10-20,,4,15,3.75,0,5,2,9,4.50,0,40.0%,1.80,0,0,0.0,0,0
51,2016,2016-11-06,8,25.053,MIN,,DET,L 16-22,,7,30,4.29,0,1,1,32,32.00,0,100.0%,32.00,0,0,0.0,0,0
52,2016,2016-11-13,9,25.060,MIN,@,WAS,L 20-26,,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
53,2016,2016-11-20,10,25.067,MIN,,ARI,W 30-24,,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
54,2016,2016-12-18,14,25.095,SDG,,OAK,L 16-19,,7,34,4.86,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
55,2016,2016-12-24,15,25.101,SDG,@,CLE,L 17-20,,9,6,0.67,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
56,2016,2017-01-01,16,25.109,SDG,,KAN,L 27-37,*,7,41,5.86,0,6,3,50,16.67,0,50.0%,8.33,0,0,0.0,0,0
