ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1977,1977-12-18,14,23.255,OAK,,KAN,W 21-20,,,,,,,,,,
2,1978,1978-09-03,1,24.149,OAK,@,DEN,L 6-14,,,,,,,,,,
3,1978,1978-09-10,2,24.156,OAK,@,SDG,W 21-20,,,,,,,,,,
4,1978,1978-09-17,3,24.163,OAK,@,GNB,W 28-3,,,,,,,,,,
5,1978,1978-09-24,4,24.170,OAK,,NWE,L 14-21,,,,,,,,,,
6,1978,1978-10-01,5,24.177,OAK,@,CHI,W 25-19,,,,,,,,,,
7,1978,1978-10-08,6,24.184,OAK,,HOU,W 21-17,,,,,,,,,,
8,1978,1978-10-15,7,24.191,OAK,,KAN,W 28-6,,,,,,,,,,
9,1978,1978-10-22,8,24.198,OAK,@,SEA,L 7-27,,,,,,,,,,
10,1978,1978-11-05,10,24.212,OAK,@,KAN,W 20-10,,,,,,,,,,
11,1978,1978-11-13,11,24.220,OAK,@,CIN,W 34-21,,,,,,,,,,
12,1978,1978-11-19,12,24.226,OAK,,DET,W 29-17,,,,,,,,,,
13,1978,1978-11-26,13,24.233,OAK,,SEA,L 16-17,,,,,,,,,,
14,1978,1978-12-03,14,24.240,OAK,,DEN,L 6-21,,,,,,,,,,
15,1978,1978-12-10,15,24.247,OAK,@,MIA,L 6-23,,,,,,,,,,
16,1978,1978-12-17,16,24.254,OAK,,MIN,W 27-20,,,,,,,,,,
17,1979,1979-09-02,1,25.148,OAK,@,RAM,W 24-17,,,,,,,,,,
18,1979,1979-09-09,2,25.155,OAK,@,SDG,L 10-30,,,,,,,,,,
19,1979,1979-09-16,3,25.162,OAK,@,SEA,L 10-27,,,,,,,,,,
20,1979,1979-09-23,4,25.169,OAK,@,KAN,L 7-35,,,,,,,,,,
21,1979,1979-09-30,5,25.176,OAK,,DEN,W 27-3,,,,,,,,,,
22,1979,1979-10-08,6,25.184,OAK,,MIA,W 13-3,,,,,,,,,,
23,1979,1979-10-14,7,25.190,OAK,,ATL,W 50-19,,,,,,,,,,
24,1979,1979-10-21,8,25.197,OAK,@,NYJ,L 19-28,,,,,,,,,,
25,1979,1979-10-25,9,25.201,OAK,,SDG,W 45-22,,,,,,,,,,
26,1979,1979-11-04,10,25.211,OAK,,SFO,W 23-10,,,,,,,,,,
27,1979,1979-11-11,11,25.218,OAK,@,HOU,L 17-31,,,,,,,,,,
28,1979,1979-11-18,12,25.225,OAK,,KAN,L 21-24,,,,,,,,,,
29,1979,1979-11-25,13,25.232,OAK,@,DEN,W 14-10,,,,,,,,,,
30,1979,1979-12-03,14,25.240,OAK,@,NOR,W 42-35,,,,,,,,,,
31,1979,1979-12-09,15,25.246,OAK,,CLE,W 19-14,,,,,,,,,,
32,1979,1979-12-16,16,25.253,OAK,,SEA,L 24-29,,,,,,,,,,
33,1980,1980-09-07,1,26.153,OAK,@,KAN,W 27-14,,,,,,,,,,
34,1980,1980-09-14,2,26.160,OAK,@,SDG,L 24-30,,,,,,,,,,
35,1980,1980-09-21,3,26.167,OAK,,WAS,W 24-21,,,,,,,,,,
36,1980,1980-09-28,4,26.174,OAK,@,BUF,L 7-24,,,,,,,,,,
37,1980,1980-10-05,5,26.181,OAK,,KAN,L 17-31,,,,,,,,,,
38,1980,1980-10-12,6,26.188,OAK,,SDG,W 38-24,,,,,,,,,,
39,1980,1980-10-20,7,26.196,OAK,@,PIT,W 45-34,,,,,,,,,,
40,1980,1980-10-26,8,26.202,OAK,,SEA,W 33-14,,,,,,,,,,
41,1980,1980-11-02,9,26.209,OAK,,MIA,W 16-10,,,,,,,,,,
42,1980,1980-11-09,10,26.216,OAK,,CIN,W 28-17,0,0,,0,0,0,0.0,1,15,0
43,1980,1980-11-17,11,26.224,OAK,@,SEA,W 19-17,,,,,,,,,,
44,1980,1980-11-23,12,26.230,OAK,@,PHI,L 7-10,,,,,,,,,,
45,1980,1980-12-01,13,26.238,OAK,,DEN,W 9-3,0,0,,0,0,0,0.0,1,0,0
46,1980,1980-12-07,14,26.244,OAK,,DAL,L 13-19,,,,,,,,,,
47,1980,1980-12-14,15,26.251,OAK,@,DEN,W 24-21,,,,,,,,,,
48,1980,1980-12-21,16,26.258,OAK,@,NYG,W 33-17,,,,,,,,,,
49,1981,1981-09-06,1,27.152,OAK,@,DEN,L 7-9,,,,,,,,,,
50,1981,1981-09-14,2,27.160,OAK,@,MIN,W 36-10,,,,,,,,,,
51,1981,1981-09-20,3,27.166,OAK,,SEA,W 20-10,,,,,,,,,,
52,1981,1981-09-27,4,27.173,OAK,@,DET,L 0-16,,,,,,,,,,
53,1981,1981-10-04,5,27.180,OAK,,DEN,L 0-17,,,,,,,,,,
54,1981,1981-10-11,6,27.187,OAK,@,KAN,L 0-27,,,,,,,,,,
55,1981,1981-10-18,7,27.194,OAK,,TAM,W 18-16,,,,,,,,,,
56,1981,1981-10-25,8,27.201,OAK,,KAN,L 17-28,,,,,,,,,,
57,1981,1981-11-01,9,27.208,OAK,,NWE,W 27-17,,,,,,,,,,
58,1981,1981-11-08,10,27.215,OAK,@,HOU,L 16-17,,,,,,,,,,
59,1981,1981-11-15,11,27.222,OAK,@,MIA,W 33-17,0,0,,0,0,0,0.0,1,7,0
60,1981,1981-11-22,12,27.229,OAK,,SDG,L 21-55,,,,,,,,,,
61,1981,1981-11-29,13,27.236,OAK,@,SEA,W 32-31,,,,,,,,,,
62,1981,1981-12-07,14,27.244,OAK,,PIT,W 30-27,,,,,,,,,,
63,1981,1981-12-13,15,27.250,OAK,,CHI,L 6-23,,,,,,,,,,
64,1981,1981-12-21,16,27.258,OAK,@,SDG,L 10-23,,,,,,,,,,
65,1982,1982-09-12,1,28.158,RAI,@,SFO,W 23-17,,,,,,,,,,
