ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1995,1995-09-03,1,23.096,HOU,@,JAX,W 10-3,,2.0
2,1995,1995-09-10,2,23.103,HOU,,PIT,L 17-34,,
3,1995,1995-09-17,3,23.110,HOU,,CLE,L 7-14,,
4,1995,1995-10-08,6,23.131,HOU,@,MIN,L 17-23,,
5,1995,1995-10-22,7,23.145,HOU,@,CHI,L 32-35,,
6,1995,1995-10-29,8,23.152,HOU,,TAM,W 19-7,,1.0
7,1995,1995-11-05,9,23.159,HOU,@,CLE,W 37-10,,
8,1995,1995-11-12,10,23.166,HOU,,CIN,L 25-32,,
9,1995,1995-12-17,15,23.201,HOU,,NYJ,W 23-6,,
10,1995,1995-12-24,16,23.208,HOU,@,BUF,W 28-17,,1.5
11,1996,1996-09-01,1,24.094,HOU,,KAN,L 19-20,,
12,1996,1996-10-06,5,24.129,HOU,@,CIN,W 30-27,,1.0
13,1996,1996-10-13,6,24.136,HOU,@,ATL,W 23-13,,
14,1996,1996-10-20,7,24.143,HOU,,PIT,W 23-13,,
15,1996,1996-10-27,8,24.150,HOU,,SFO,L 9-10,,1.0
16,1996,1996-11-03,9,24.157,HOU,@,SEA,L 16-23,,
17,1996,1996-11-10,10,24.164,HOU,@,NOR,W 31-14,,
18,1996,1996-11-17,11,24.171,HOU,,MIA,L 20-23,,
19,1996,1996-11-24,12,24.178,HOU,,CAR,L 6-31,,
20,1996,1996-12-01,13,24.185,HOU,@,NYJ,W 35-10,,1.0
21,1996,1996-12-08,14,24.192,HOU,,JAX,L 17-23,,2.0
22,1996,1996-12-15,15,24.199,HOU,,CIN,L 13-21,,2.5
23,1997,1997-08-31,1,25.093,TEN,,OAK,W 24-21,,
24,1997,1997-09-07,2,25.100,TEN,@,MIA,L 13-16,,
25,1997,1997-09-21,4,25.114,BUF,,IND,W 37-35,,
26,1997,1997-09-28,4,25.121,TEN,@,PIT,L 24-37,,
27,1997,1997-10-05,5,25.128,TEN,@,SEA,L 13-16,,
28,1997,1997-10-12,6,25.135,TEN,,CIN,W 30-7,,
29,1997,1997-10-19,7,25.142,TEN,,WAS,W 28-14,,
30,1997,1997-10-26,8,25.149,TEN,@,ARI,W 41-14,,
31,1997,1997-11-02,9,25.156,TEN,,JAX,L 24-30,,
32,1997,1997-11-09,10,25.163,TEN,,NYG,W 10-6,,
33,1997,1997-11-16,11,25.170,TEN,@,JAX,L 9-17,,
34,1997,1997-11-23,12,25.177,TEN,,BUF,W 31-14,,
35,1997,1997-11-27,13,25.181,TEN,@,DAL,W 27-14,,
36,1997,1997-12-04,14,25.188,TEN,@,CIN,L 14-41,,
37,1997,1997-12-14,15,25.198,MIA,@,IND,L 0-41,,
38,1997,1997-12-21,16,25.205,TEN,,PIT,W 16-6,,
39,1998,1998-10-11,5,26.134,TEN,@,BAL,W 12-8,,1.0
40,1998,1998-12-06,13,26.190,TEN,,BAL,W 16-14,,1.0
41,1999,1999-09-12,1,27.105,WAS,,DAL,L 35-41,,
42,1999,1999-09-19,2,27.112,WAS,@,NYG,W 50-21,,
43,1999,1999-09-26,3,27.119,WAS,@,NYJ,W 27-20,,
44,1999,1999-10-03,4,27.126,WAS,,CAR,W 38-36,,
45,1999,1999-10-17,5,27.140,WAS,@,ARI,W 24-10,,
46,1999,1999-10-24,6,27.147,WAS,@,DAL,L 20-38,,
47,1999,1999-10-31,7,27.154,WAS,,CHI,W 48-22,,
48,1999,1999-11-07,8,27.161,WAS,,BUF,L 17-34,,
49,1999,1999-11-14,9,27.168,WAS,@,PHI,L 28-35,,
50,1999,1999-11-21,10,27.175,WAS,,NYG,W 23-13,*,
51,1999,1999-11-28,11,27.182,WAS,,PHI,W 20-17,*,0.5
52,1999,1999-12-05,12,27.189,WAS,@,DET,L 17-33,*,1.5
53,1999,1999-12-12,13,27.196,WAS,,ARI,W 28-3,*,1.0
54,1999,1999-12-19,14,27.203,WAS,@,IND,L 21-24,*,
55,1999,1999-12-26,15,27.210,WAS,@,SFO,W 26-20,*,
56,1999,2000-01-02,16,27.217,WAS,,MIA,W 21-10,*,
