ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,23.007,HOU,,RAI,L 14-24,2,41,20.50,0,0,0,0
2,1984,1984-09-09,2,23.014,HOU,,IND,L 21-35,2,43,21.50,0,0,0,0
3,1984,1984-09-16,3,23.021,HOU,@,SDG,L 14-31,2,39,19.50,0,0,0,0
4,1984,1984-09-23,4,23.028,HOU,@,ATL,L 10-42,2,39,19.50,0,0,0,0
5,1984,1984-09-30,5,23.035,HOU,,NOR,L 10-27,0,0,,0,,,
6,1984,1984-10-07,6,23.042,HOU,@,CIN,L 3-13,0,0,,0,,,
7,1984,1984-10-14,7,23.049,HOU,@,MIA,L 10-28,0,0,,0,,,
8,1984,1984-10-21,8,23.056,HOU,,SFO,L 21-34,0,0,,0,,,
9,1984,1984-10-28,9,23.063,HOU,,CIN,L 13-31,0,0,,0,,,
10,1984,1984-11-04,10,23.070,HOU,@,PIT,L 7-35,0,0,,0,,,
11,1984,1984-11-11,11,23.077,HOU,@,KAN,W 17-16,0,0,,0,,,
12,1984,1984-11-18,12,23.084,HOU,,NYJ,W 31-20,0,0,,0,,,
13,1984,1984-11-25,13,23.091,HOU,@,CLE,L 10-27,3,48,16.00,0,0,0,0
14,1984,1984-12-02,14,23.098,HOU,,PIT,W 23-20,0,0,,0,,,
15,1984,1984-12-09,15,23.105,HOU,@,RAM,L 16-27,0,0,,0,,,
16,1984,1984-12-16,16,23.112,HOU,,CLE,L 20-27,0,0,,0,1,2,0
17,1985,1985-09-08,1,24.013,HOU,,MIA,W 26-23,,,,,,,
18,1985,1985-09-15,2,24.020,HOU,@,WAS,L 13-16,,,,,,,
19,1985,1985-09-22,3,24.027,HOU,@,PIT,L 0-20,,,,,,,
20,1985,1985-09-29,4,24.034,HOU,,DAL,L 10-17,,,,,,,
21,1985,1985-10-06,5,24.041,HOU,@,DEN,L 20-31,,,,,,,
22,1985,1985-10-13,6,24.048,HOU,,CLE,L 6-21,,,,,,,
23,1985,1985-10-20,7,24.055,HOU,,CIN,W 44-27,,,,,,,
24,1985,1985-10-27,8,24.062,HOU,@,STL,W 20-10,,,,,,,
25,1985,1985-11-03,9,24.069,HOU,,KAN,W 23-20,,,,,,,
26,1985,1985-11-10,10,24.076,HOU,@,BUF,L 0-20,,,,,,,
27,1985,1985-11-17,11,24.083,HOU,,PIT,L 7-30,,,,,,,
28,1985,1985-11-24,12,24.090,HOU,,SDG,W 37-35,,,,,,,
29,1985,1985-12-01,13,24.097,HOU,@,CIN,L 27-45,,,,,,,
30,1985,1985-12-08,14,24.104,HOU,,NYG,L 14-35,,,,,,,
31,1985,1985-12-15,15,24.111,HOU,@,CLE,L 21-28,,,,,,,
32,1985,1985-12-22,16,24.118,HOU,@,IND,L 16-34,,,,,,,
33,1986,1986-09-07,1,25.012,HOU,@,GNB,W 31-3,0,0,,0,1,0,0
34,1986,1986-09-14,2,25.019,HOU,,CLE,L 20-23,,,,,,,
35,1986,1986-09-21,3,25.026,HOU,@,KAN,L 13-27,,,,,,,
36,1986,1986-09-28,4,25.033,HOU,,PIT,L 16-22,,,,,,,
