ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1955,1955-09-26,1,22.099,CRD,@,PIT,L 7-14,1,0,0.00,0,0,0,,0,,,,,0,
2,1955,1955-10-02,2,22.105,CRD,,NYG,W 28-17,12,40,3.33,0,1,1,1.00,0,,,,,0,
3,1955,1955-10-09,3,22.112,CRD,@,WAS,W 24-10,15,60,4.00,1,1,0,0.00,0,,,,,1,
4,1955,1955-10-16,4,22.119,CRD,@,NYG,L 0-10,4,4,1.00,0,1,-6,-6.00,0,,,,,0,
5,1955,1955-11-13,8,22.147,CRD,@,GNB,L 14-31,4,1,0.25,1,1,10,10.00,0,,,,,1,
6,1955,1955-11-20,9,22.154,CRD,,WAS,L 0-31,5,27,5.40,0,1,8,8.00,0,,,,,0,
7,1955,1955-12-11,12,22.175,CRD,@,CLE,L 24-35,3,10,3.33,0,0,0,,0,,,,,0,
8,1957,1957-09-29,1,24.102,CRD,@,SFO,W 20-10,1,2,2.00,0,0,0,,0,,,,,0,
9,1957,1957-10-13,3,24.116,CRD,@,PIT,L 20-29,5,42,8.40,0,0,0,,0,,,,,0,
10,1957,1957-10-20,4,24.123,CRD,@,WAS,W 44-14,5,33,6.60,0,0,0,,0,,,,,0,
11,1957,1957-11-10,7,24.144,CRD,@,NYG,L 14-27,4,10,2.50,0,0,0,,0,,,,,0,
12,1957,1957-11-24,8,24.158,CRD,,NYG,L 21-28,2,-2,-1.00,0,0,0,,0,,,,,0,
13,1957,1957-12-14,11,24.178,CRD,@,PHI,W 31-27,9,52,5.78,0,0,0,,0,,,,,0,
14,1957,1957-12-22,12,24.186,CRD,,PIT,L 2-27,4,21,5.25,0,1,14,14.00,0,,,,,0,
15,1958,1958-09-28,1,25.101,CRD,,NYG,L 7-37,6,36,6.00,0,1,-14,-14.00,0,,,,,0,
16,1958,1958-10-04,2,25.107,CRD,,WAS,W 37-10,3,10,3.33,0,1,13,13.00,0,,,,,0,
17,1958,1958-11-02,6,25.136,CRD,,PHI,T 21-21,3,14,4.67,0,0,10,,0,,,,,0,
18,1958,1958-11-09,7,25.143,CRD,@,WAS,L 31-45,13,46,3.54,0,1,2,2.00,0,,,,,0,
19,1958,1958-11-16,8,25.150,CRD,@,PHI,L 21-49,8,15,1.88,1,0,0,,0,,,,,1,
20,1958,1958-11-23,9,25.157,CRD,,PIT,L 20-27,1,0,0.00,0,0,0,,0,,,,,0,
21,1958,1958-12-07,11,25.171,CRD,@,CHI,L 14-30,1,0,0.00,0,0,0,,0,,,,,0,
22,1959,1959-09-27,1,26.100,CRD,,WAS,W 49-21,3,5,1.67,0,1,13,13.00,0,,,,,0,
23,1959,1959-10-04,2,26.107,CRD,,CLE,L 7-34,5,26,5.20,0,0,5,,0,,,,,0,
24,1959,1959-10-11,3,26.114,CRD,@,WAS,L 14-23,17,92,5.41,0,0,0,,0,,,,,0,
25,1959,1959-11-29,10,26.163,CRD,,CHI,L 7-31,12,63,5.25,0,0,0,,0,,,,,0,
26,1959,1959-12-06,11,26.170,CRD,@,DET,L 21-45,8,28,3.50,0,2,36,18.00,0,,,,,0,
27,1959,1959-12-13,12,26.177,CRD,@,PIT,L 20-35,4,23,5.75,0,1,15,15.00,0,,,,,0,
28,1960,1960-09-23,1,27.096,STL,@,RAM,W 43-21,13,65,5.00,0,0,0,,0,0,0,,0,0,0
29,1960,1960-10-02,2,27.105,STL,,NYG,L 14-35,10,34,3.40,0,1,5,5.00,0,0,0,,0,0,0
30,1960,1960-10-09,3,27.112,STL,@,PHI,L 27-31,19,54,2.84,1,1,3,3.00,0,0,0,,0,1,6
31,1960,1960-10-16,4,27.119,STL,@,PIT,L 14-27,9,28,3.11,0,0,0,,0,0,0,,0,0,0
32,1960,1960-10-23,5,27.126,STL,,DAL,W 12-10,1,5,5.00,0,0,0,,0,0,0,,0,0,0
33,1960,1960-11-06,7,27.140,STL,,WAS,W 44-7,5,21,4.20,0,0,0,,0,0,0,,0,0,0
34,1960,1960-11-20,9,27.154,STL,@,WAS,W 26-14,4,19,4.75,0,1,26,26.00,0,0,0,,0,0,0
35,1960,1960-11-27,10,27.161,STL,,CLE,T 17-17,17,80,4.71,0,0,0,,0,0,0,,0,0,0
36,1960,1960-12-04,11,27.168,STL,,PHI,L 6-20,15,38,2.53,1,1,2,2.00,0,2,23,11.50,0,1,6
37,1960,1960-12-18,12,27.182,STL,,PIT,W 38-7,3,3,1.00,0,0,0,,0,0,0,,0,0,0
38,1961,1961-09-17,1,28.090,STL,@,NYG,W 21-10,9,68,7.56,1,1,14,14.00,0,0,0,,0,1,6
39,1961,1961-11-05,8,28.139,STL,@,DAL,W 31-17,0,0,,0,0,0,,0,1,8,8.00,0,0,0
40,1961,1961-11-12,9,28.146,STL,,DET,L 14-45,0,0,,0,2,33,16.50,0,0,0,,0,0,0
