ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2001,2002-01-06,16,23.049,PIT,,CLE,W 28-7,
2,2002,2002-09-09,1,23.295,PIT,@,NWE,L 14-30,
3,2002,2002-09-15,2,23.301,PIT,,OAK,L 17-30,
4,2002,2002-09-29,3,23.315,PIT,,CLE,W 16-13,
5,2002,2002-10-06,4,23.322,PIT,@,NOR,L 29-32,
6,2002,2002-10-13,5,23.329,PIT,@,CIN,W 34-7,
7,2002,2002-10-21,6,23.337,PIT,,IND,W 28-10,
8,2002,2002-10-27,7,23.343,PIT,@,BAL,W 31-18,*
9,2002,2002-11-03,8,23.350,PIT,@,CLE,W 23-20,*
10,2002,2002-11-10,9,23.357,PIT,,ATL,T 34-34,
11,2002,2002-11-17,10,23.364,PIT,@,TEN,L 23-31,
12,2002,2002-11-24,11,24.006,PIT,,CIN,W 29-21,*
13,2002,2002-12-01,12,24.013,PIT,@,JAX,W 25-23,*
14,2002,2002-12-08,13,24.020,PIT,,HOU,L 6-24,*
15,2003,2003-09-07,1,24.293,PIT,,BAL,W 34-15,
16,2003,2003-09-14,2,24.300,PIT,@,KAN,L 20-41,
17,2003,2003-09-21,3,24.307,PIT,@,CIN,W 17-10,
18,2003,2003-09-28,4,24.314,PIT,,TEN,L 13-30,
19,2003,2003-10-05,5,24.321,PIT,,CLE,L 13-33,
20,2003,2003-10-12,6,24.328,PIT,@,DEN,L 14-17,
21,2003,2003-10-26,7,24.342,PIT,,STL,L 21-33,
22,2003,2003-11-02,8,24.349,PIT,@,SEA,L 16-23,
23,2003,2003-11-09,9,24.356,PIT,,ARI,W 28-15,
24,2003,2003-11-17,10,24.364,PIT,@,SFO,L 14-30,
25,2003,2003-11-23,11,25.005,PIT,@,CLE,W 13-6,
26,2003,2003-11-30,12,25.012,PIT,,CIN,L 20-24,
27,2003,2003-12-07,13,25.019,PIT,,OAK,W 27-7,
28,2003,2003-12-14,14,25.026,PIT,@,NYJ,L 0-6,
29,2003,2003-12-21,15,25.033,PIT,,SDG,W 40-24,
30,2003,2003-12-28,16,25.040,PIT,@,BAL,L 10-13,
31,2004,2004-09-12,1,25.299,PIT,,OAK,W 24-21,
32,2004,2004-09-19,2,25.306,PIT,@,BAL,L 13-30,
33,2004,2004-09-26,3,25.313,PIT,@,MIA,W 13-3,
34,2004,2004-10-03,4,25.320,PIT,,CIN,W 28-17,
35,2004,2004-10-10,5,25.327,PIT,,CLE,W 34-23,
36,2004,2004-10-17,6,25.334,PIT,@,DAL,W 24-20,
37,2004,2004-10-31,7,25.348,PIT,,NWE,W 34-20,
38,2004,2004-11-07,8,25.355,PIT,,PHI,W 27-3,
39,2004,2004-11-14,9,25.362,PIT,@,CLE,W 24-10,
40,2004,2004-11-21,10,26.003,PIT,@,CIN,W 19-14,
41,2004,2004-11-28,11,26.010,PIT,,WAS,W 16-7,
42,2004,2004-12-05,12,26.017,PIT,@,JAX,W 17-16,
43,2004,2004-12-12,13,26.024,PIT,,NYJ,W 17-6,
44,2004,2004-12-18,14,26.030,PIT,@,NYG,W 33-30,
45,2004,2004-12-26,15,26.038,PIT,,BAL,W 20-7,
46,2004,2005-01-02,16,26.045,PIT,@,BUF,W 29-24,
47,2005,2005-09-11,1,26.297,PIT,,TEN,W 34-7,
48,2005,2005-09-18,2,26.304,PIT,@,HOU,W 27-7,
49,2005,2005-09-25,3,26.311,PIT,,NWE,L 20-23,
50,2005,2005-10-10,4,26.326,PIT,@,SDG,W 24-22,
51,2005,2005-10-16,5,26.332,PIT,,JAX,L 17-23,
52,2005,2005-10-23,6,26.339,PIT,@,CIN,W 27-13,
53,2005,2005-10-31,7,26.347,PIT,,BAL,W 20-19,
54,2005,2005-11-06,8,26.353,PIT,@,GNB,W 20-10,
55,2005,2005-11-13,9,26.360,PIT,,CLE,W 34-21,
56,2005,2005-11-20,10,27.002,PIT,@,BAL,L 13-16,
57,2005,2005-11-28,11,27.010,PIT,@,IND,L 7-26,
58,2005,2005-12-04,12,27.016,PIT,,CIN,L 31-38,
59,2005,2005-12-11,13,27.023,PIT,,CHI,W 21-9,
60,2005,2005-12-18,14,27.030,PIT,@,MIN,W 18-3,
61,2005,2005-12-24,15,27.036,PIT,@,CLE,W 41-0,
62,2005,2006-01-01,16,27.044,PIT,,DET,W 35-21,
63,2006,2006-09-07,1,27.293,PIT,,MIA,W 28-17,
64,2006,2006-09-24,3,27.310,PIT,,CIN,L 20-28,
65,2006,2006-10-08,4,27.324,PIT,@,SDG,L 13-23,
66,2006,2006-10-15,5,27.331,PIT,,KAN,W 45-7,
67,2006,2006-10-22,6,27.338,PIT,@,ATL,L 38-41,
68,2006,2006-10-29,7,27.345,PIT,@,OAK,L 13-20,
69,2006,2006-11-05,8,27.352,PIT,,DEN,L 20-31,*
70,2006,2006-11-12,9,27.359,PIT,,NOR,W 38-31,*
71,2006,2006-11-19,10,28.001,PIT,@,CLE,W 24-20,
72,2006,2006-11-26,11,28.008,PIT,@,BAL,L 0-27,
73,2006,2006-12-03,12,28.015,PIT,,TAM,W 20-3,
74,2006,2006-12-07,13,28.019,PIT,,CLE,W 27-7,
75,2006,2006-12-17,14,28.029,PIT,@,CAR,W 37-3,
76,2006,2006-12-24,15,28.036,PIT,,BAL,L 7-31,
77,2006,2006-12-31,16,28.043,PIT,@,CIN,W 23-17,
