ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1987,1987-10-04,3,23.277,IND,@,BUF,W 47-6,17,58,3.41,0,1,4,4.00,0
2,1987,1987-10-11,4,23.284,IND,,NYJ,W 6-0,0,0,,0,1,5,5.00,0
3,1987,1987-12-06,12,23.340,RAI,,BUF,W 34-21,,,,,,,,
4,1987,1987-12-13,13,23.347,RAI,@,KAN,L 10-16,,,,,,,,
5,1987,1987-12-20,14,23.354,RAI,,CLE,L 17-24,,,,,,,,
6,1988,1988-10-30,9,24.304,RAI,,KAN,W 17-10,,,,,,,,
7,1988,1988-11-06,10,24.311,RAI,@,SDG,W 13-3,,,,,,,,
8,1988,1988-11-13,11,24.318,RAI,@,SFO,W 9-3,,,,,,,,
9,1988,1988-11-20,12,24.325,RAI,,ATL,L 6-12,,,,,,,,
10,1988,1988-11-28,13,24.333,RAI,@,SEA,L 27-35,,,,,,,,
11,1988,1988-12-04,14,24.339,RAI,,DEN,W 21-20,,,,,,,,
12,1988,1988-12-11,15,24.346,RAI,@,BUF,L 21-37,,,,,,,,
