ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-10-11,5,23.173,CIN,@,BAL,W 17-14,,,,,,
2,2009,2009-10-18,6,23.180,CIN,,HOU,L 17-28,,,,,,
3,2009,2009-11-15,9,23.208,CIN,@,PIT,W 18-12,,0,0,0.0,0,1
4,2009,2009-11-22,10,23.215,CIN,@,OAK,L 17-20,,0,0,0.0,0,0
5,2009,2009-11-29,11,23.222,CIN,,CLE,W 16-7,,,,,,
6,2009,2009-12-20,14,23.243,CIN,@,SDG,L 24-27,,0,0,0.0,0,0
7,2009,2009-12-27,15,23.250,CIN,,KAN,W 17-10,,,,,,
8,2009,2010-01-03,16,23.257,CIN,@,NYJ,L 0-37,,0,0,0.0,0,1
9,2010,2010-09-12,1,24.144,CIN,@,NWE,L 24-38,,,,,,
10,2010,2010-09-19,2,24.151,CIN,,BAL,W 15-10,,0,0,0.0,0,1
11,2010,2010-09-26,3,24.158,CIN,@,CAR,W 20-7,,,,,,
12,2010,2010-10-03,4,24.165,CIN,@,CLE,L 20-23,,,,,,
13,2010,2010-10-10,5,24.172,CIN,,TAM,L 21-24,,0,0,0.0,0,0
14,2010,2010-10-24,6,24.186,CIN,@,ATL,L 32-39,,0,0,0.0,0,0
15,2010,2010-10-31,7,24.193,CIN,,MIA,L 14-22,,,,,,
16,2010,2010-11-08,8,24.201,CIN,,PIT,L 21-27,,,,,,
17,2010,2010-11-14,9,24.207,CIN,@,IND,L 17-23,,0,0,0.0,0,1
18,2010,2010-11-21,10,24.214,CIN,,BUF,L 31-49,,0,0,0.0,0,0
19,2010,2010-11-25,11,24.218,CIN,@,NYJ,L 10-26,,,,,,
20,2010,2010-12-05,12,24.228,CIN,,NOR,L 30-34,*,0,0,0.0,0,1
21,2010,2010-12-12,13,24.235,CIN,@,PIT,L 7-23,,0,0,0.0,0,0
22,2010,2010-12-19,14,24.242,CIN,,CLE,W 19-17,,,,,,
23,2010,2010-12-26,15,24.249,CIN,,SDG,W 34-20,,0,0,0.0,0,2
24,2010,2011-01-02,16,24.256,CIN,@,BAL,L 7-13,,0,0,0.0,0,0
25,2011,2011-09-11,1,25.143,CIN,@,CLE,W 27-17,,,,,,
26,2011,2011-09-18,2,25.150,CIN,@,DEN,L 22-24,,,,,,
27,2011,2011-09-25,3,25.157,CIN,,SFO,L 8-13,,0,0,0.5,1,3
28,2011,2011-10-02,4,25.164,CIN,,BUF,W 23-20,,,,,,
29,2011,2011-10-09,5,25.171,CIN,@,JAX,W 30-20,,,,,,
30,2011,2011-10-16,6,25.178,CIN,,IND,W 27-17,*,0,0,0.0,2,3
31,2011,2011-10-30,7,25.192,CIN,@,SEA,W 34-12,*,0,0,0.0,0,2
32,2011,2011-11-06,8,25.199,CIN,@,TEN,W 24-17,*,0,0,0.0,3,1
