ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1983,1983-09-04,1,24.081,BAL,@,NWE,W 29-23,2,2,100.0,3,3,100.0,0,11
2,1983,1983-09-11,2,24.088,BAL,,DEN,L 10-17,1,1,100.0,1,1,100.0,0,4
3,1983,1983-09-18,3,24.095,BAL,@,BUF,L 23-28,2,2,100.0,3,3,100.0,0,11
4,1983,1983-09-25,4,24.102,BAL,,CHI,W 22-19,1,2,50.0,3,4,75.0,0,10
5,1983,1983-10-02,5,24.109,BAL,@,CIN,W 34-31,4,4,100.0,2,2,100.0,0,10
6,1983,1983-10-09,6,24.116,BAL,,NWE,W 12-7,1,1,100.0,1,1,100.0,0,4
7,1983,1983-10-16,7,24.123,BAL,,BUF,L 7-30,1,1,100.0,,1,0.0,0,1
8,1983,1983-10-23,8,24.130,BAL,,MIA,L 7-21,1,1,100.0,,,,0,1
9,1983,1983-10-30,9,24.137,BAL,@,PHI,W 22-21,1,1,100.0,5,6,83.3,0,16
10,1983,1983-11-06,10,24.144,BAL,@,NYJ,W 17-14,2,2,100.0,1,1,100.0,0,5
11,1983,1983-11-13,11,24.151,BAL,,PIT,L 13-24,1,1,100.0,2,3,66.7,0,7
12,1983,1983-11-20,12,24.158,BAL,@,MIA,L 0-37,,,,,,,,
13,1983,1983-11-27,13,24.165,BAL,@,CLE,L 23-41,2,3,66.7,1,1,100.0,0,5
14,1983,1983-12-04,14,24.172,BAL,,NYJ,L 6-10,,,,2,2,100.0,0,6
15,1983,1983-12-11,15,24.179,BAL,@,DEN,L 19-21,1,1,100.0,4,5,80.0,0,13
16,1983,1983-12-18,16,24.186,BAL,,HOU,W 20-10,2,2,100.0,2,2,100.0,0,8
17,1984,1984-09-02,1,25.079,IND,,NYJ,L 14-23,2,2,100.0,,,,0,2
18,1984,1984-10-07,6,25.114,IND,,WAS,L 7-35,1,1,100.0,,,,0,1
19,1984,1984-10-14,7,25.121,IND,@,PHI,L 7-16,1,1,100.0,,1,0.0,0,1
20,1984,1984-10-21,8,25.128,IND,,PIT,W 17-16,2,2,100.0,1,1,100.0,0,5
21,1984,1984-10-28,9,25.135,IND,@,DAL,L 3-22,,,,1,1,100.0,0,3
22,1984,1984-11-04,10,25.142,IND,,SDG,L 10-38,1,1,100.0,1,2,50.0,0,4
23,1984,1984-11-11,11,25.149,IND,@,NYJ,W 9-5,,,,3,5,60.0,0,9
24,1984,1984-11-18,12,25.156,IND,,NWE,L 17-50,2,2,100.0,1,2,50.0,0,5
25,1984,1984-11-25,13,25.163,IND,@,RAI,L 7-21,1,1,100.0,,,,0,1
26,1984,1984-12-02,14,25.170,IND,@,BUF,L 15-21,1,1,100.0,2,2,100.0,0,7
27,1984,1984-12-09,15,25.177,IND,,MIA,L 17-35,2,2,100.0,1,2,50.0,0,5
28,1984,1984-12-16,16,25.184,IND,@,NWE,L 10-16,1,1,100.0,1,2,50.0,0,4
29,1985,1985-09-08,1,26.085,IND,@,PIT,L 3-45,,,,1,1,100.0,0,3
30,1985,1985-09-15,2,26.092,IND,@,MIA,L 13-30,1,2,50.0,,1,0.0,0,1
31,1985,1985-09-22,3,26.099,IND,,DET,W 14-6,2,2,100.0,,2,0.0,0,2
32,1985,1985-09-29,4,26.106,IND,@,NYJ,L 20-25,2,2,100.0,2,2,100.0,0,8
33,1985,1985-10-06,5,26.113,IND,,BUF,W 49-17,7,7,100.0,,,,0,7
34,1985,1985-10-13,6,26.120,IND,,DEN,L 10-15,1,1,100.0,1,2,50.0,0,4
35,1985,1985-10-20,7,26.127,IND,@,BUF,L 9-21,,,,3,3,100.0,0,9
36,1985,1985-10-27,8,26.134,IND,,GNB,W 37-10,4,4,100.0,3,5,60.0,0,13
37,1985,1985-11-03,9,26.141,IND,,NYJ,L 17-35,2,2,100.0,1,1,100.0,0,5
38,1985,1985-11-10,10,26.148,IND,@,NWE,L 15-34,1,2,50.0,,,,0,1
39,1985,1985-11-17,11,26.155,IND,,MIA,L 20-34,2,2,100.0,2,2,100.0,0,8
40,1985,1985-11-24,12,26.162,IND,@,KAN,L 7-20,1,1,100.0,,1,0.0,0,1
41,1985,1985-12-01,13,26.169,IND,,NWE,L 31-38,4,4,100.0,1,1,100.0,0,7
42,1985,1985-12-08,14,26.176,IND,@,CHI,L 10-17,1,1,100.0,1,3,33.3,0,4
43,1985,1985-12-15,15,26.183,IND,@,TAM,W 31-23,4,4,100.0,1,2,50.0,0,7
44,1985,1985-12-22,16,26.190,IND,,HOU,W 34-16,4,5,80.0,,,,0,4
45,1986,1986-09-28,4,27.105,NYG,,NOR,W 20-17,2,2,100.0,2,2,100.0,0,8
46,1986,1986-10-05,5,27.112,NYG,@,STL,W 13-6,1,1,100.0,2,2,100.0,0,7
47,1986,1986-10-12,6,27.119,NYG,,PHI,W 35-3,5,5,100.0,,1,0.0,0,5
48,1986,1986-10-19,7,27.126,NYG,@,SEA,L 12-17,,,,2,3,66.7,0,6
49,1986,1986-10-27,8,27.134,NYG,,WAS,W 27-20,3,3,100.0,2,3,66.7,0,9
50,1986,1986-11-02,9,27.140,NYG,,DAL,W 17-14,2,2,100.0,1,2,50.0,0,5
51,1986,1986-11-09,10,27.147,NYG,@,PHI,W 17-14,2,2,100.0,1,2,50.0,0,5
52,1986,1986-11-16,11,27.154,NYG,@,MIN,W 22-20,1,1,100.0,5,6,83.3,0,16
53,1986,1986-11-23,12,27.161,NYG,,DEN,W 19-16,1,1,100.0,4,4,100.0,0,13
54,1986,1986-12-01,13,27.169,NYG,@,SFO,W 21-17,3,3,100.0,,2,0.0,0,3
55,1986,1986-12-07,14,27.175,NYG,@,WAS,W 24-14,3,3,100.0,1,1,100.0,0,6
56,1986,1986-12-14,15,27.182,NYG,,STL,W 27-7,3,3,100.0,2,2,100.0,0,9
57,1986,1986-12-20,16,27.188,NYG,,GNB,W 55-24,7,7,100.0,2,2,100.0,0,13
58,1987,1987-09-14,1,28.091,NYG,@,CHI,L 19-34,1,2,50.0,,,,0,1
59,1987,1987-09-20,2,28.097,NYG,,DAL,L 14-16,2,2,100.0,,1,0.0,0,2
60,1987,1987-10-25,6,28.132,NYG,,STL,W 30-7,3,3,100.0,3,3,100.0,0,12
61,1987,1987-11-02,7,28.140,NYG,@,DAL,L 24-33,3,3,100.0,1,1,100.0,0,6
62,1987,1987-11-08,8,28.146,NYG,,NWE,W 17-10,2,2,100.0,1,2,50.0,0,5
63,1987,1987-11-15,9,28.153,NYG,@,PHI,W 20-17,2,2,100.0,2,4,50.0,0,8
64,1987,1987-11-22,10,28.160,NYG,@,NOR,L 14-23,2,2,100.0,,1,0.0,0,2
65,1987,1987-11-29,11,28.167,NYG,@,WAS,L 19-23,1,1,100.0,4,4,100.0,0,13
66,1987,1987-12-06,12,28.174,NYG,,PHI,W 23-20,2,2,100.0,3,5,60.0,0,11
67,1987,1987-12-13,13,28.181,NYG,@,STL,L 24-27,3,3,100.0,1,2,50.0,0,6
68,1987,1987-12-19,14,28.187,NYG,,GNB,W 20-10,2,2,100.0,,,,0,2
69,1987,1987-12-27,15,28.195,NYG,,NYJ,W 20-7,2,2,100.0,2,4,50.0,0,8
70,1988,1988-09-05,1,29.082,NYG,,WAS,W 27-20,3,3,100.0,2,2,100.0,0,9
71,1988,1988-09-11,2,29.088,NYG,,SFO,L 17-20,2,2,100.0,1,2,50.0,0,5
72,1988,1988-09-18,3,29.095,NYG,@,DAL,W 12-10,1,1,100.0,1,1,100.0,0,4
73,1988,1988-09-25,4,29.102,NYG,,RAM,L 31-45,4,4,100.0,1,1,100.0,0,7
74,1988,1988-10-10,6,29.117,NYG,@,PHI,L 13-24,1,1,100.0,2,2,100.0,0,7
75,1988,1988-10-16,7,29.123,NYG,,DET,W 30-10,3,3,100.0,3,3,100.0,0,12
76,1989,1989-09-11,1,30.088,NYG,@,WAS,W 27-24,3,3,100.0,2,3,66.7,0,9
77,1989,1989-09-17,2,30.094,NYG,,DET,W 24-14,3,3,100.0,1,2,50.0,0,6
78,1989,1989-09-24,3,30.101,NYG,,PHO,W 35-7,3,3,100.0,4,5,80.0,0,15
79,1989,1989-10-01,4,30.108,NYG,@,DAL,W 30-13,3,3,100.0,3,3,100.0,0,12
80,1989,1989-10-08,5,30.115,NYG,@,PHI,L 19-21,1,1,100.0,4,5,80.0,0,13
81,1989,1989-10-15,6,30.122,NYG,,WAS,W 20-17,2,2,100.0,2,2,100.0,0,8
82,1989,1989-10-22,7,30.129,NYG,@,SDG,W 20-13,2,2,100.0,2,3,66.7,0,8
83,1989,1989-10-30,8,30.137,NYG,,MIN,W 24-14,3,3,100.0,1,1,100.0,0,6
84,1989,1989-11-05,9,30.143,NYG,@,PHO,W 20-13,2,3,66.7,,1,0.0,0,2
85,1989,1989-11-12,10,30.150,NYG,@,RAM,L 10-31,1,1,100.0,1,1,100.0,0,4
86,1990,1990-09-09,1,31.086,NYG,,PHI,W 27-20,3,3,100.0,2,2,100.0,0,9
87,1990,1990-09-16,2,31.093,NYG,@,DAL,W 28-7,4,4,100.0,,,,0,4
88,1990,1990-09-23,3,31.100,NYG,,MIA,W 20-3,2,2,100.0,2,3,66.7,0,8
89,1991,1991-10-27,8,32.134,NYG,,WAS,L 13-17,1,1,100.0,2,2,100.0,0,7
90,1991,1991-11-04,9,32.142,NYG,@,PHI,L 7-30,1,1,100.0,,,,0,1
91,1991,1991-11-10,10,32.148,NYG,@,PHO,W 21-14,3,3,100.0,,,,0,3
92,1991,1991-12-22,16,32.190,NYJ,@,MIA,W 23-20,2,2,100.0,3,4,75.0,0,11
