ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1990,1990-12-16,14,23.076,ATL,@,CLE,L 10-13,1,9,9.00,0,0,0,,0
2,1990,1990-12-23,15,23.083,ATL,,RAM,W 20-13,0,0,,0,1,14,14.00,0
3,1990,1990-12-30,16,23.090,ATL,,DAL,W 26-7,1,0,0.00,0,0,0,,0
