ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,25.083,BUF,,MIN,W 13-10,,,,
2,1988,1988-09-18,3,25.097,BUF,@,NWE,W 16-14,1.0,0,0,0
3,1988,1988-09-25,4,25.104,BUF,,PIT,W 36-28,2.0,0,0,0
4,1988,1988-10-02,5,25.111,BUF,@,CHI,L 3-24,,,,
5,1988,1988-10-09,6,25.118,BUF,,IND,W 34-23,,,,
6,1988,1988-10-17,7,25.126,BUF,@,NYJ,W 37-14,,,,
7,1988,1988-10-23,8,25.132,BUF,,NWE,W 23-20,,,,
8,1988,1988-10-30,9,25.139,BUF,,GNB,W 28-0,1.0,0,0,0
9,1988,1988-11-06,10,25.146,BUF,@,SEA,W 13-3,,,,
10,1988,1988-11-14,11,25.154,BUF,@,MIA,W 31-6,,,,
11,1988,1988-11-20,12,25.160,BUF,,NYJ,W 9-6,,,,
12,1988,1988-11-27,13,25.167,BUF,@,CIN,L 21-35,,,,
13,1988,1988-12-04,14,25.174,BUF,@,TAM,L 5-10,,,,
14,1988,1988-12-11,15,25.181,BUF,,RAI,W 37-21,,,,
15,1988,1988-12-18,16,25.188,BUF,@,IND,L 14-17,1.0,0,0,0
16,1989,1989-09-10,1,26.089,BUF,@,MIA,W 27-24,,,,
17,1989,1989-09-24,3,26.103,BUF,@,HOU,W 47-41,1.0,0,0,0
18,1989,1989-10-01,4,26.110,BUF,,NWE,W 31-10,,,,
19,1989,1989-10-08,5,26.117,BUF,@,IND,L 14-37,1.0,0,0,0
20,1989,1989-10-16,6,26.125,BUF,,RAM,W 23-20,,,,
21,1989,1989-10-22,7,26.131,BUF,,NYJ,W 34-3,,,,
22,1989,1989-10-29,8,26.138,BUF,,MIA,W 31-17,1.0,0,0,0
23,1989,1989-11-05,9,26.145,BUF,@,ATL,L 28-30,,,,
24,1989,1989-11-12,10,26.152,BUF,,IND,W 30-7,,,,
25,1989,1989-11-19,11,26.159,BUF,@,NWE,L 24-33,0.0,1,0,0
26,1989,1989-11-26,12,26.166,BUF,,CIN,W 24-7,,,,
27,1989,1989-12-04,13,26.174,BUF,@,SEA,L 16-17,,,,
28,1989,1989-12-10,14,26.180,BUF,,NOR,L 19-22,,,,
29,1989,1989-12-17,15,26.187,BUF,@,SFO,L 10-21,,,,
30,1989,1989-12-23,16,26.193,BUF,@,NYJ,W 37-0,,,,
31,1990,1990-09-09,1,27.088,BUF,,IND,W 26-10,1.0,0,0,0
32,1990,1990-09-16,2,27.095,BUF,@,MIA,L 7-30,,,,
33,1990,1990-09-24,3,27.103,BUF,@,NYJ,W 30-7,,,,
34,1990,1990-09-30,4,27.109,BUF,,DEN,W 29-28,,,,
35,1990,1990-10-07,5,27.116,BUF,,RAI,W 38-24,,,,
36,1990,1990-10-21,6,27.130,BUF,,NYJ,W 30-27,,,,
37,1990,1990-10-28,7,27.137,BUF,@,NWE,W 27-10,,,,
38,1990,1990-11-04,8,27.144,BUF,@,CLE,W 42-0,,,,
39,1990,1990-11-11,9,27.151,BUF,,PHO,W 45-14,1.0,0,0,0
40,1990,1990-11-18,10,27.158,BUF,,NWE,W 14-0,1.0,0,0,0
41,1990,1990-11-26,11,27.166,BUF,@,HOU,L 24-27,1.0,0,0,0
42,1990,1990-12-02,12,27.172,BUF,,PHI,W 30-23,,,,
43,1990,1990-12-09,13,27.179,BUF,@,IND,W 31-7,,,,
44,1990,1990-12-15,14,27.185,BUF,@,NYG,W 17-13,,,,
45,1990,1990-12-23,15,27.193,BUF,,MIA,W 24-14,1.0,0,0,0
46,1990,1990-12-30,16,27.200,BUF,@,WAS,L 14-29,,,,
47,1991,1991-09-01,1,28.080,BUF,,MIA,W 35-31,1.0,0,0,0
48,1991,1991-11-03,9,28.143,BUF,,NWE,W 22-17,1.0,0,0,0
49,1991,1991-11-10,10,28.150,BUF,@,GNB,W 34-24,1.0,0,0,0
