ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1973,1973-11-04,8,22.208,PHI,,NWE,W 24-23,,,
2,1973,1973-11-11,9,22.215,PHI,,ATL,L 27-44,,,
3,1973,1973-11-18,10,22.222,PHI,@,DAL,L 10-31,,,
4,1973,1973-11-25,11,22.229,PHI,,NYG,W 20-16,,,
5,1973,1973-12-02,12,22.236,PHI,@,SFO,L 28-38,,,
6,1973,1973-12-09,13,22.243,PHI,,NYJ,W 24-23,,,
7,1973,1973-12-16,14,22.250,PHI,@,WAS,L 20-38,,,
8,1974,1974-09-15,1,23.158,PHI,@,STL,L 3-7,,,
9,1974,1974-09-23,2,23.166,PHI,,DAL,W 13-10,,,
10,1974,1974-09-29,3,23.172,PHI,,BAL,W 30-10,,,
11,1974,1974-10-06,4,23.179,PHI,@,SDG,W 13-7,,,
12,1974,1974-10-13,5,23.186,PHI,,NYG,W 35-7,,,
13,1974,1974-10-20,6,23.193,PHI,@,DAL,L 24-31,,,
14,1974,1974-10-27,7,23.200,PHI,@,NOR,L 10-14,,,
15,1974,1974-11-03,8,23.207,PHI,@,PIT,L 0-27,,,
16,1974,1974-11-10,9,23.214,PHI,,WAS,L 20-27,,,
17,1974,1974-11-17,10,23.221,PHI,,STL,L 3-13,,,
18,1974,1974-11-24,11,23.228,PHI,@,WAS,L 7-26,,,
19,1974,1974-12-01,12,23.235,PHI,,GNB,W 36-14,,,
20,1974,1974-12-08,13,23.242,PHI,@,NYG,W 20-7,,,
21,1974,1974-12-15,14,23.249,PHI,,DET,W 28-17,,,
22,1975,1975-12-01,11,24.235,NWE,@,MIA,L 7-20,,,
23,1975,1975-12-07,12,24.241,NWE,,NYJ,L 28-30,,,
24,1975,1975-12-14,13,24.248,NWE,,BUF,L 14-34,1,54,0
25,1975,1975-12-21,14,24.255,NWE,@,BAL,L 21-34,,,
