ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2014,2014-09-07,1,22.299,JAX,@,PHI,L 17-34,*,9,4,110,27.50,2,44.4%,12.22,2,12
2,2014,2014-09-14,2,22.306,JAX,@,WAS,L 10-41,*,6,2,13,6.50,0,33.3%,2.17,0,0
3,2014,2014-09-21,3,22.313,JAX,,IND,L 17-44,,3,1,63,63.00,1,33.3%,21.00,1,6
4,2014,2014-09-28,4,22.320,JAX,@,SDG,L 14-33,*,6,5,68,13.60,0,83.3%,11.33,0,0
5,2014,2014-10-05,5,22.327,JAX,,PIT,L 9-17,*,11,4,26,6.50,0,36.4%,2.36,0,0
6,2014,2014-10-12,6,22.334,JAX,@,TEN,L 14-16,,4,2,18,9.00,0,50.0%,4.50,0,0
7,2014,2014-10-19,7,22.341,JAX,,CLE,W 24-6,*,2,1,7,7.00,0,50.0%,3.50,0,0
8,2014,2014-10-26,8,22.348,JAX,,MIA,L 13-27,,4,3,49,16.33,0,75.0%,12.25,0,0
9,2014,2014-11-02,9,22.355,JAX,@,CIN,L 23-33,,9,7,112,16.00,2,77.8%,12.44,2,12
10,2014,2014-11-09,10,22.362,JAX,,DAL,L 17-31,,2,1,9,9.00,0,50.0%,4.50,0,0
11,2014,2014-11-23,11,23.011,JAX,@,IND,L 3-23,*,4,1,13,13.00,0,25.0%,3.25,0,0
12,2014,2014-11-30,12,23.018,JAX,,NYG,W 25-24,*,8,4,42,10.50,0,50.0%,5.25,0,0
13,2014,2014-12-07,13,23.025,JAX,,HOU,L 13-27,,10,5,36,7.20,1,50.0%,3.60,1,6
14,2014,2014-12-14,14,23.032,JAX,@,BAL,L 12-20,,9,6,70,11.67,0,66.7%,7.78,0,0
15,2014,2014-12-18,15,23.036,JAX,,TEN,W 21-13,,6,3,26,8.67,0,50.0%,4.33,0,0
16,2014,2014-12-28,16,23.046,JAX,@,HOU,L 17-23,*,4,2,15,7.50,0,50.0%,3.75,0,0
17,2015,2015-09-13,1,23.305,JAX,,CAR,L 9-20,*,7,5,60,12.00,0,71.4%,8.57,0,0
18,2015,2015-09-20,2,23.312,JAX,,MIA,W 23-20,*,4,4,68,17.00,0,100.0%,17.00,0,0
19,2015,2015-09-27,3,23.319,JAX,@,NWE,L 17-51,*,4,2,70,35.00,1,50.0%,17.50,1,6
20,2015,2015-10-04,4,23.326,JAX,@,IND,L 13-16,*,15,11,116,10.55,1,73.3%,7.73,1,6
21,2015,2015-10-11,5,23.333,JAX,@,TAM,L 31-38,*,6,5,116,23.20,1,83.3%,19.33,1,6
22,2015,2015-10-18,6,23.340,JAX,,HOU,L 20-31,,7,2,30,15.00,1,28.6%,4.29,1,6
23,2015,2015-10-25,7,23.347,JAX,,BUF,W 34-31,*,8,2,53,26.50,1,25.0%,6.63,1,6
24,2015,2015-11-08,8,23.361,JAX,@,NYJ,L 23-28,*,8,5,122,24.40,1,62.5%,15.25,1,6
25,2015,2015-11-15,9,24.003,JAX,@,BAL,W 22-20,*,9,5,62,12.40,1,55.6%,6.89,1,6
26,2015,2015-11-19,10,24.007,JAX,,TEN,W 19-13,*,4,3,19,6.33,0,75.0%,4.75,0,0
27,2015,2015-11-29,11,24.017,JAX,,SDG,L 25-31,*,9,4,42,10.50,0,44.4%,4.67,0,0
28,2015,2015-12-13,13,24.031,JAX,,IND,W 51-16,*,4,3,105,35.00,1,75.0%,26.25,1,6
29,2015,2015-12-20,14,24.038,JAX,,ATL,L 17-23,*,5,2,44,22.00,0,40.0%,8.80,0,0
30,2015,2015-12-27,15,24.045,JAX,@,NOR,L 27-38,*,10,8,107,13.38,2,80.0%,10.70,2,12
31,2015,2016-01-03,16,24.052,JAX,@,HOU,L 6-30,*,5,3,17,5.67,0,60.0%,3.40,0,0
32,2016,2016-09-11,1,24.304,JAX,,GNB,L 23-27,*,5,4,75,18.75,0,80.0%,15.00,0,0
33,2016,2016-09-18,2,24.311,JAX,@,SDG,L 14-38,*,10,5,64,12.80,0,50.0%,6.40,0,0
34,2016,2016-09-25,3,24.318,JAX,,BAL,L 17-19,*,8,4,40,10.00,0,50.0%,5.00,0,0
35,2016,2016-10-02,4,24.325,JAX,,IND,W 30-27,*,4,2,47,23.50,1,50.0%,11.75,1,6
36,2016,2016-10-16,5,24.339,JAX,@,CHI,W 17-16,*,11,5,74,14.80,0,45.5%,6.73,0,0
37,2016,2016-10-23,6,24.346,JAX,,OAK,L 16-33,*,7,4,45,11.25,0,57.1%,6.43,0,0
38,2016,2016-10-27,7,24.350,JAX,@,TEN,L 22-36,*,11,7,98,14.00,1,63.6%,8.91,1,6
39,2016,2016-11-06,8,24.360,JAX,@,KAN,L 14-19,*,4,0,0,,0,0.0%,0.00,0,0
40,2016,2016-11-13,9,25.001,JAX,,HOU,L 21-24,*,7,2,13,6.50,0,28.6%,1.86,0,0
