ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2002,2002-09-08,1,23.195,OAK,,SEA,W 31-17,,0,0,0.5,,,0,0,0
2,2002,2002-09-15,2,23.202,OAK,@,PIT,W 30-17,*,,,,,,,,
3,2002,2002-09-29,3,23.216,OAK,,TEN,W 52-25,*,,,,,,,,
4,2002,2002-10-06,4,23.223,OAK,@,BUF,W 49-31,*,,,,,,,,
5,2002,2002-10-13,5,23.230,OAK,@,STL,L 13-28,*,,,,,,,,
6,2002,2002-10-20,6,23.237,OAK,,SDG,L 21-27,*,,,,,,,,
7,2002,2002-10-27,7,23.244,OAK,@,KAN,L 10-20,*,,,,,,,,
8,2002,2002-11-03,8,23.251,OAK,,SFO,L 20-23,*,,,,,,,,
9,2002,2002-11-11,9,23.259,OAK,@,DEN,W 34-10,*,,,,,,,,
10,2002,2002-11-17,10,23.265,OAK,,NWE,W 27-20,,,,,,,,,
11,2002,2002-12-02,12,23.280,OAK,,NYJ,W 26-20,*,,,,,,,,
12,2002,2002-12-08,13,23.286,OAK,@,SDG,W 27-7,*,,,,,,,,
13,2002,2002-12-15,14,23.293,OAK,@,MIA,L 17-23,*,,,,,,,,
14,2002,2002-12-22,15,23.300,OAK,,DEN,W 28-16,*,,,,,,,,
15,2002,2002-12-28,16,23.306,OAK,,KAN,W 24-0,*,,,,,,,,
16,2003,2003-09-07,1,24.194,OAK,@,TEN,L 20-25,*,,,,,,,,
17,2003,2003-09-14,2,24.201,OAK,,CIN,W 23-20,*,0,0,1.0,,,0,0,0
18,2003,2003-09-22,3,24.209,OAK,@,DEN,L 10-31,*,,,,,,,,
19,2003,2003-09-28,4,24.215,OAK,,SDG,W 34-31,*,,,,,,,,
20,2003,2003-10-05,5,24.222,OAK,@,CHI,L 21-24,*,,,,,,,,
21,2003,2003-10-12,6,24.229,OAK,@,CLE,L 7-13,*,,,,,,,,
22,2003,2003-10-20,7,24.237,OAK,,KAN,L 10-17,*,,,,,,,,
23,2003,2003-11-02,8,24.250,OAK,@,DET,L 13-23,*,,,,,,,,
24,2003,2003-11-09,9,24.257,OAK,,NYJ,L 24-27,*,,,,,,,,
25,2003,2003-11-16,10,24.264,OAK,,MIN,W 28-18,*,0,0,1.0,,,0,0,0
26,2003,2003-11-23,11,24.271,OAK,@,KAN,L 24-27,*,,,,,,,,
27,2003,2003-11-30,12,24.278,OAK,,DEN,L 8-22,*,,,,,,,,
28,2003,2003-12-07,13,24.285,OAK,@,PIT,L 7-27,*,,,,,,,,
29,2003,2003-12-14,14,24.292,OAK,,BAL,W 20-12,*,,,,,,,,
30,2003,2003-12-22,15,24.300,OAK,,GNB,L 7-41,*,,,,,,,,
31,2003,2003-12-28,16,24.306,OAK,@,SDG,L 14-21,*,,,,,,,,
32,2004,2004-09-26,3,25.214,OAK,,TAM,W 30-20,,,,,,,,,
33,2004,2004-10-03,4,25.221,OAK,@,HOU,L 17-30,,,,,,,,,
34,2004,2004-10-10,5,25.228,OAK,@,IND,L 14-35,*,,,,,,,,
35,2004,2004-10-17,6,25.235,OAK,,DEN,L 3-31,*,,,,,,,,
36,2004,2004-10-24,7,25.242,OAK,,NOR,L 26-31,*,,,,,,,,
37,2004,2004-10-31,8,25.249,OAK,@,SDG,L 14-42,*,,,,,,,,
38,2004,2004-11-07,9,25.256,OAK,@,CAR,W 27-24,*,,,,,,,,
39,2004,2004-11-21,10,25.270,OAK,,SDG,L 17-23,,,,,,,,,
40,2004,2004-11-28,11,25.277,OAK,@,DEN,W 25-24,,,,,,,,,
41,2004,2004-12-05,12,25.284,OAK,,KAN,L 27-34,*,,,,,,,,
42,2004,2004-12-12,13,25.291,OAK,@,ATL,L 10-35,*,,,,,,,,
43,2004,2004-12-19,14,25.298,OAK,,TEN,W 40-35,*,,,,,,,,
44,2004,2004-12-25,15,25.304,OAK,@,KAN,L 30-31,,,,,,,,,
45,2004,2005-01-02,16,25.312,OAK,,JAX,L 6-13,*,,,,,,,,
46,2005,2005-09-11,1,26.198,MIN,,TAM,L 13-24,*,,,,,,,,
47,2005,2005-09-18,2,26.205,MIN,@,CIN,L 8-37,,,,,,,,,
48,2005,2005-09-25,3,26.212,MIN,,NOR,W 33-16,*,,,,,,,,
49,2005,2005-10-02,4,26.219,MIN,@,ATL,L 10-30,*,,,,,,,,
50,2005,2005-10-16,5,26.233,MIN,@,CHI,L 3-28,,0,0,1.0,,,0,0,0
51,2005,2005-10-23,6,26.240,MIN,,GNB,W 23-20,,,,,,,,,
52,2005,2005-10-30,7,26.247,MIN,@,CAR,L 13-38,,,,,,,,,
53,2005,2005-11-06,8,26.254,MIN,,DET,W 27-14,,,,,,,,,
54,2005,2005-11-13,9,26.261,MIN,@,NYG,W 24-21,,,,,,,,,
55,2005,2005-11-21,10,26.269,MIN,@,GNB,W 20-17,,,,,,,,,
56,2005,2005-11-27,11,26.275,MIN,,CLE,W 24-12,,,,,,,,,
57,2005,2005-12-11,13,26.289,MIN,,STL,W 27-13,,,,,,,,,
58,2005,2005-12-18,14,26.296,MIN,,PIT,L 3-18,,,,,,,,,
59,2005,2005-12-25,15,26.303,MIN,@,BAL,L 23-30,,,,,,,,,
60,2005,2006-01-01,16,26.310,MIN,,CHI,W 34-10,,,,,,,,,
61,2006,2006-09-11,1,27.198,MIN,@,WAS,W 19-16,*,,,,,,,,
62,2006,2006-09-17,2,27.204,MIN,,CAR,W 16-13,*,0,0,1.0,,,0,0,0
63,2006,2006-09-24,3,27.211,MIN,,CHI,L 16-19,*,,,,,,,,
64,2006,2006-10-01,4,27.218,MIN,@,BUF,L 12-17,*,,,,,,,,
65,2006,2006-10-08,5,27.225,MIN,,DET,W 26-17,*,0,0,0.0,,,1,2,0
66,2006,2006-10-22,6,27.239,MIN,@,SEA,W 31-13,*,0,0,0.5,,,0,0,0
67,2006,2006-10-30,7,27.247,MIN,,NWE,L 7-31,*,,,,,,,,
68,2006,2006-11-19,10,27.267,MIN,@,MIA,L 20-24,*,,,,,,,,
69,2006,2006-11-26,11,27.274,MIN,,ARI,W 31-26,*,,,,,,,,
70,2006,2006-12-03,12,27.281,MIN,@,CHI,L 13-23,*,0,0,0.0,,,1,11,0
71,2006,2006-12-10,13,27.288,MIN,@,DET,W 30-20,*,,,,,,,,
72,2006,2006-12-17,14,27.295,MIN,,NYJ,L 13-26,*,0,0,1.0,,,1,7,0
73,2006,2006-12-21,15,27.299,MIN,@,GNB,L 7-9,*,,,,,,,,
74,2006,2006-12-31,16,27.309,MIN,,STL,L 21-41,*,,,,,,,,
75,2007,2007-09-09,1,28.196,KAN,@,HOU,L 3-20,*,,,,,,,,
76,2007,2007-09-16,2,28.203,KAN,@,CHI,L 10-20,,0,0,1.0,,,1,4,0
77,2007,2007-09-23,3,28.210,KAN,,MIN,W 13-10,,,,,,,,,
78,2007,2007-09-30,4,28.217,KAN,@,SDG,W 30-16,,,,,,,,,
79,2007,2007-10-07,5,28.224,KAN,,JAX,L 7-17,,0,0,0.5,,,0,0,0
80,2007,2007-10-14,6,28.231,KAN,,CIN,W 27-20,,,,,,,,,
81,2007,2007-10-21,7,28.238,KAN,@,OAK,W 12-10,,,,,,,,,
82,2007,2007-11-04,8,28.252,KAN,,GNB,L 22-33,,,,,,,,,
83,2007,2007-11-11,9,28.259,KAN,,DEN,L 11-27,,,,,,,,,
84,2007,2007-11-18,10,28.266,KAN,@,IND,L 10-13,,,,,,,,,
85,2007,2007-11-25,11,28.273,KAN,,OAK,L 17-20,,,,,,,,,
86,2007,2007-12-02,12,28.280,KAN,,SDG,L 10-24,,,,,,,,,
87,2007,2007-12-09,13,28.287,KAN,@,DEN,L 7-41,,,,,,,,,
