ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1989,1989-09-10,1,23.122,TAM,@,GNB,W 23-21,,0,0,,0,0,0,,,,,,0,0,,0,0,0,3,103,34.33,0
2,1989,1989-09-17,2,23.129,TAM,,SFO,L 16-20,,0,0,,0,0,0,,,,,,0,0,,0,0,0,8,343,42.88,0
3,1989,1989-09-24,3,23.136,TAM,,NOR,W 20-10,,0,0,,0,0,0,,,,,,0,0,,0,0,0,1,58,58.00,0
4,1989,1989-10-01,4,23.143,TAM,@,MIN,L 3-17,,0,0,,0,0,0,,,,,,0,0,,0,0,0,9,365,40.56,0
5,1989,1989-10-08,5,23.150,TAM,,CHI,W 42-35,,0,0,,0,0,0,,,,,,0,0,,0,0,1,5,208,41.60,0
6,1989,1989-10-15,6,23.157,TAM,,DET,L 16-17,,0,0,,0,0,0,,,,,,0,0,,0,0,0,6,222,37.00,0
7,1989,1989-10-22,7,23.164,TAM,@,WAS,L 28-32,,0,0,,0,0,0,,,,,,0,0,,0,0,0,5,187,37.40,0
8,1989,1989-10-29,8,23.171,TAM,@,CIN,L 23-56,,0,0,,0,0,0,,,,,,0,0,,0,0,0,3,107,35.67,0
9,1989,1989-11-05,9,23.178,TAM,,CLE,L 31-42,,0,0,,0,0,0,,,,,,0,0,,0,0,0,2,80,40.00,0
10,1989,1989-11-12,10,23.185,TAM,,MIN,L 10-24,,0,0,,0,0,0,,,,,,0,0,,0,0,0,5,228,45.60,0
11,1989,1989-11-19,11,23.192,TAM,@,CHI,W 32-31,,0,0,,0,0,0,,,,,,0,0,,0,0,0,7,241,34.43,0
