ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
17,1997,1997-08-31,1,23.341,TEN,,OAK,W 24-21,,35,216,6.17,1,0,0,0,,0,0.0%,,1,6
18,1997,1997-09-07,2,23.348,TEN,@,MIA,L 13-16,,23,106,4.61,1,1,0,0,,0,0.0%,0.00,1,6
19,1997,1997-09-21,3,23.362,TEN,,BAL,L 10-36,,10,40,4.00,0,3,1,3,3.00,0,33.3%,1.00,0,0
20,1997,1997-09-28,4,24.004,TEN,@,PIT,L 24-37,,12,29,2.42,0,0,0,0,,0,0.0%,,0,0
21,1997,1997-10-05,5,24.011,TEN,@,SEA,L 13-16,,26,116,4.46,0,3,2,15,7.50,1,66.7%,5.00,1,6
22,1997,1997-10-12,6,24.018,TEN,,CIN,W 30-7,,30,106,3.53,0,1,1,5,5.00,0,100.0%,5.00,0,0
23,1997,1997-10-19,7,24.025,TEN,,WAS,W 28-14,,31,125,4.03,2,0,0,0,,0,0.0%,,2,12
24,1997,1997-10-26,8,24.032,TEN,@,ARI,W 41-14,,17,71,4.18,0,1,1,7,7.00,0,100.0%,7.00,0,0
25,1997,1997-11-02,9,24.039,TEN,,JAX,L 24-30,,17,51,3.00,1,0,0,0,,0,0.0%,,1,6
26,1997,1997-11-09,10,24.046,TEN,,NYG,W 10-6,,32,122,3.81,1,0,0,0,,0,0.0%,,1,6
27,1997,1997-11-16,11,24.053,TEN,@,JAX,L 9-17,,18,49,2.72,0,0,0,0,,0,0.0%,,0,0
28,1997,1997-11-23,12,24.060,TEN,,BUF,W 31-14,,25,93,3.72,0,1,1,15,15.00,0,100.0%,15.00,0,0
29,1997,1997-11-27,13,24.064,TEN,@,DAL,W 27-14,,34,110,3.24,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0
30,1997,1997-12-04,14,24.071,TEN,@,CIN,L 14-41,,5,11,2.20,0,0,0,0,,0,0.0%,,0,0
31,1997,1997-12-14,15,24.081,TEN,@,BAL,L 19-21,,26,129,4.96,0,0,0,0,,0,0.0%,,0,0
32,1997,1997-12-21,16,24.088,TEN,,PIT,W 16-6,,16,25,1.56,0,1,0,0,,0,0.0%,0.00,0,0
33,1998,1998-09-06,1,24.347,TEN,@,CIN,W 23-14,,25,86,3.44,1,3,2,15,7.50,0,66.7%,5.00,1,6
34,1998,1998-09-13,2,24.354,TEN,,SDG,L 7-13,,15,11,0.73,0,3,2,8,4.00,0,66.7%,2.67,0,0
35,1998,1998-09-20,3,24.361,TEN,@,NWE,L 16-27,,23,100,4.35,0,4,4,60,15.00,1,100.0%,15.00,1,6
36,1998,1998-09-27,4,25.003,TEN,,JAX,L 22-27,,14,25,1.79,0,1,1,10,10.00,0,100.0%,10.00,0,0
37,1998,1998-10-11,5,25.017,TEN,@,BAL,W 12-8,,30,121,4.03,0,2,2,9,4.50,0,100.0%,4.50,0,0
38,1998,1998-10-18,6,25.024,TEN,,CIN,W 44-14,,25,107,4.28,0,0,0,0,,0,0.0%,,0,0
39,1998,1998-10-25,7,25.031,TEN,,CHI,L 20-23,,21,137,6.52,0,3,3,22,7.33,0,100.0%,7.33,0,0
40,1998,1998-11-01,8,25.038,TEN,@,PIT,W 41-31,,34,153,4.50,1,1,1,14,14.00,0,100.0%,14.00,1,6
41,1998,1998-11-08,9,25.045,TEN,@,TAM,W 31-22,,27,134,4.96,1,2,1,0,0.00,0,50.0%,0.00,1,6
42,1998,1998-11-15,10,25.052,TEN,,PIT,W 23-14,,25,79,3.16,0,3,1,1,1.00,0,33.3%,0.33,0,0
43,1998,1998-11-22,11,25.059,TEN,,NYJ,L 3-24,,20,72,3.60,0,3,3,18,6.00,0,100.0%,6.00,0,0
44,1998,1998-11-29,12,25.066,TEN,@,SEA,L 18-20,,19,76,4.00,0,6,5,64,12.80,0,83.3%,10.67,0,0
45,1998,1998-12-06,13,25.073,TEN,,BAL,W 16-14,,27,63,2.33,1,5,4,19,4.75,0,80.0%,3.80,1,6
46,1998,1998-12-13,14,25.080,TEN,@,JAX,W 16-13,,14,46,3.29,0,5,5,57,11.40,0,100.0%,11.40,0,0
47,1998,1998-12-20,15,25.087,TEN,@,GNB,L 22-30,,15,30,2.00,0,6,2,2,1.00,0,33.3%,0.33,0,0
48,1998,1998-12-26,16,25.093,TEN,,MIN,L 16-26,,14,54,3.86,1,2,1,11,11.00,0,50.0%,5.50,1,6
49,1999,1999-09-12,1,25.353,TEN,,CIN,W 36-35,*,12,42,3.50,0,4,3,37,12.33,1,75.0%,9.25,1,6
50,1999,1999-09-19,2,25.360,TEN,,CLE,W 26-9,*,31,97,3.13,2,4,4,27,6.75,0,100.0%,6.75,2,12
51,1999,1999-09-26,3,26.002,TEN,@,JAX,W 20-19,*,18,57,3.17,0,4,4,36,9.00,1,100.0%,9.00,1,6
52,1999,1999-10-03,4,26.009,TEN,@,SFO,L 22-24,*,15,26,1.73,0,6,3,81,27.00,1,50.0%,13.50,1,6
53,1999,1999-10-10,5,26.016,TEN,,BAL,W 14-11,*,20,55,2.75,0,5,5,23,4.60,0,100.0%,4.60,0,0
54,1999,1999-10-17,6,26.023,TEN,@,NOR,W 24-21,*,28,155,5.54,0,2,1,12,12.00,0,50.0%,6.00,0,0
55,1999,1999-10-31,7,26.037,TEN,,STL,W 24-21,*,17,68,4.00,0,4,3,35,11.67,1,75.0%,8.75,1,6
56,1999,1999-11-07,8,26.044,TEN,@,MIA,L 0-17,*,14,65,4.64,0,3,2,20,10.00,0,66.7%,6.67,0,0
57,1999,1999-11-14,9,26.051,TEN,@,CIN,W 24-14,*,29,123,4.24,2,1,0,0,,0,0.0%,0.00,2,12
58,1999,1999-11-21,10,26.058,TEN,,PIT,W 16-10,*,21,83,3.95,0,1,1,9,9.00,0,100.0%,9.00,0,0
59,1999,1999-11-28,11,26.065,TEN,@,CLE,W 33-21,*,26,113,4.35,2,5,3,21,7.00,0,60.0%,4.20,2,12
60,1999,1999-12-05,12,26.072,TEN,@,BAL,L 14-41,*,8,32,4.00,1,8,5,44,8.80,0,62.5%,5.50,1,6
61,1999,1999-12-09,13,26.076,TEN,,OAK,W 21-14,*,28,199,7.11,2,8,6,50,8.33,0,75.0%,6.25,2,12
62,1999,1999-12-19,14,26.086,TEN,,ATL,W 30-17,*,19,55,2.89,0,5,4,26,6.50,0,80.0%,5.20,0,0
63,1999,1999-12-26,15,26.093,TEN,,JAX,W 41-14,*,26,102,3.92,0,5,3,37,12.33,0,60.0%,7.40,0,0
64,1999,2000-01-02,16,26.100,TEN,@,PIT,W 47-36,*,8,32,4.00,0,0,0,0,,0,0.0%,,0,0
65,2000,2000-09-03,1,26.345,TEN,@,BUF,L 13-16,*,17,37,2.18,1,8,6,44,7.33,0,75.0%,5.50,1,6
66,2000,2000-09-10,2,26.352,TEN,,KAN,W 17-14,*,21,80,3.81,0,4,3,17,5.67,0,75.0%,4.25,0,0
67,2000,2000-09-24,3,27.000,TEN,@,PIT,W 23-20,*,27,74,2.74,1,2,1,2,2.00,0,50.0%,1.00,1,6
68,2000,2000-10-01,4,27.007,TEN,,NYG,W 28-14,*,35,125,3.57,1,5,4,52,13.00,0,80.0%,10.40,1,6
69,2000,2000-10-08,5,27.014,TEN,@,CIN,W 23-14,,36,181,5.03,1,3,3,33,11.00,0,100.0%,11.00,1,6
70,2000,2000-10-16,6,27.022,TEN,,JAX,W 27-13,*,29,167,5.76,1,6,3,42,14.00,0,50.0%,7.00,1,6
71,2000,2000-10-22,7,27.028,TEN,@,BAL,W 14-6,*,1,4,4.00,0,0,0,0,,0,0.0%,,0,0
72,2000,2000-10-30,8,27.036,TEN,@,WAS,W 27-21,*,22,71,3.23,0,5,5,42,8.40,0,100.0%,8.40,0,0
73,2000,2000-11-05,9,27.042,TEN,,PIT,W 9-7,,34,98,2.88,0,2,1,3,3.00,0,50.0%,1.50,0,0
74,2000,2000-11-12,10,27.049,TEN,,BAL,L 23-24,*,12,28,2.33,0,6,5,36,7.20,0,83.3%,6.00,0,0
75,2000,2000-11-19,11,27.056,TEN,,CLE,W 24-10,*,36,134,3.72,3,2,2,15,7.50,0,100.0%,7.50,3,18
76,2000,2000-11-26,12,27.063,TEN,@,JAX,L 13-16,*,24,69,2.88,1,9,7,109,15.57,0,77.8%,12.11,1,6
77,2000,2000-12-03,13,27.070,TEN,@,PHI,W 15-13,,32,101,3.16,0,5,4,24,6.00,0,80.0%,4.80,0,0
78,2000,2000-12-10,14,27.077,TEN,,CIN,W 35-3,*,24,81,3.38,1,5,4,20,5.00,2,80.0%,4.00,3,18
79,2000,2000-12-17,15,27.084,TEN,@,CLE,W 24-0,*,34,176,5.18,3,1,1,0,0.00,0,100.0%,0.00,3,18
80,2000,2000-12-25,16,27.092,TEN,,DAL,W 31-0,*,19,83,4.37,1,2,1,14,14.00,0,50.0%,7.00,1,6
81,2001,2001-09-09,1,27.350,TEN,,MIA,L 23-31,*,18,49,2.72,0,4,2,18,9.00,0,50.0%,4.50,0,0
82,2001,2001-09-23,2,27.364,TEN,@,JAX,L 6-13,*,20,79,3.95,0,3,3,17,5.67,0,100.0%,5.67,0,0
83,2001,2001-10-07,3,28.013,TEN,@,BAL,L 7-26,*,13,26,2.00,0,6,5,25,5.00,0,83.3%,4.17,0,0
84,2001,2001-10-14,4,28.020,TEN,,TAM,W 31-28,*,29,85,2.93,1,3,3,47,15.67,0,100.0%,15.67,1,6
85,2001,2001-10-21,5,28.027,TEN,@,DET,W 27-24,*,26,51,1.96,0,2,1,9,9.00,0,50.0%,4.50,0,0
86,2001,2001-10-29,6,28.035,TEN,@,PIT,L 7-34,*,10,13,1.30,0,2,2,14,7.00,0,100.0%,7.00,0,0
87,2001,2001-11-04,7,28.041,TEN,,JAX,W 28-24,*,22,70,3.18,0,7,6,45,7.50,0,85.7%,6.43,0,0
88,2001,2001-11-12,8,28.049,TEN,,BAL,L 10-16,*,22,71,3.23,0,4,3,21,7.00,0,75.0%,5.25,0,0
89,2001,2001-11-18,9,28.055,TEN,@,CIN,W 20-7,*,23,61,2.65,0,2,1,4,4.00,0,50.0%,2.00,0,0
90,2001,2001-11-25,10,28.062,TEN,,PIT,L 24-34,*,15,58,3.87,0,4,2,16,8.00,0,50.0%,4.00,0,0
91,2001,2001-12-02,11,28.069,TEN,@,CLE,W 31-15,*,23,51,2.22,1,0,0,0,,0,0.0%,,1,6
92,2001,2001-12-09,12,28.076,TEN,@,MIN,L 24-42,*,21,96,4.57,1,2,1,0,0.00,0,50.0%,0.00,1,6
93,2001,2001-12-16,13,28.083,TEN,,GNB,W 26-20,*,15,26,1.73,0,4,3,10,3.33,0,75.0%,2.50,0,0
94,2001,2001-12-22,14,28.089,TEN,@,OAK,W 13-10,*,11,23,2.09,0,3,2,15,7.50,0,66.7%,5.00,0,0
95,2001,2001-12-30,15,28.097,TEN,,CLE,L 38-41,*,26,130,5.00,2,2,2,20,10.00,0,100.0%,10.00,2,12
96,2001,2002-01-06,16,28.104,TEN,,CIN,L 21-23,*,21,50,2.38,0,3,1,18,18.00,0,33.3%,6.00,0,0
97,2002,2002-09-08,1,28.349,TEN,,PHI,W 27-24,*,18,42,2.33,1,4,4,38,9.50,1,100.0%,9.50,2,12
98,2002,2002-09-15,2,28.356,TEN,@,DAL,L 13-21,*,19,65,3.42,0,4,3,21,7.00,0,75.0%,5.25,0,0
99,2002,2002-09-22,3,28.363,TEN,,CLE,L 28-31,*,23,59,2.57,1,7,5,35,7.00,0,71.4%,5.00,1,6
100,2002,2002-09-29,4,29.005,TEN,@,OAK,L 25-52,*,11,26,2.36,1,2,2,13,6.50,0,100.0%,6.50,1,6
101,2002,2002-10-06,5,29.012,TEN,,WAS,L 14-31,*,10,26,2.60,0,4,3,14,4.67,0,75.0%,3.50,0,0
102,2002,2002-10-13,6,29.019,TEN,,JAX,W 23-14,*,31,113,3.65,1,3,3,27,9.00,1,100.0%,9.00,2,12
103,2002,2002-10-27,7,29.033,TEN,@,CIN,W 30-24,*,21,106,5.05,0,1,1,6,6.00,0,100.0%,6.00,0,0
104,2002,2002-11-03,8,29.040,TEN,@,IND,W 23-15,*,22,95,4.32,0,3,3,16,5.33,0,100.0%,5.33,0,0
105,2002,2002-11-10,9,29.047,TEN,,HOU,W 17-10,*,25,86,3.44,0,1,0,0,,0,0.0%,0.00,0,0
106,2002,2002-11-17,10,29.054,TEN,,PIT,W 31-23,*,28,79,2.82,2,2,1,14,14.00,0,50.0%,7.00,2,12
107,2002,2002-11-24,11,29.061,TEN,@,BAL,L 12-13,*,16,61,3.81,0,4,2,11,5.50,0,50.0%,2.75,0,0
108,2002,2002-12-01,12,29.068,TEN,@,NYG,W 32-29,*,20,64,3.20,1,2,2,19,9.50,0,100.0%,9.50,1,6
109,2002,2002-12-08,13,29.075,TEN,,IND,W 27-17,*,22,51,2.32,2,3,2,8,4.00,0,66.7%,2.67,2,12
110,2002,2002-12-16,14,29.083,TEN,,NWE,W 24-7,*,31,101,3.26,0,3,2,16,8.00,0,66.7%,5.33,0,0
111,2002,2002-12-22,15,29.089,TEN,@,JAX,W 28-10,*,21,89,4.24,2,1,1,-1,-1.00,0,100.0%,-1.00,2,12
112,2002,2002-12-29,16,29.096,TEN,@,HOU,W 13-3,*,25,102,4.08,1,2,2,18,9.00,0,100.0%,9.00,1,6
113,2003,2003-09-07,1,29.348,TEN,,OAK,W 25-20,*,20,42,2.10,0,3,3,23,7.67,0,100.0%,7.67,0,0
114,2003,2003-09-14,2,29.355,TEN,@,IND,L 7-33,*,15,46,3.07,0,0,0,0,,0,0.0%,,0,0
115,2003,2003-09-21,3,29.362,TEN,,NOR,W 27-12,*,29,100,3.45,1,2,1,4,4.00,0,50.0%,2.00,1,6
116,2003,2003-09-28,4,30.004,TEN,@,PIT,W 30-13,*,11,21,1.91,0,1,1,-3,-3.00,0,100.0%,-3.00,0,0
117,2003,2003-10-05,5,30.011,TEN,@,NWE,L 30-38,*,15,35,2.33,0,2,2,13,6.50,0,100.0%,6.50,0,0
118,2003,2003-10-12,6,30.018,TEN,,HOU,W 38-17,*,19,60,3.16,0,1,1,22,22.00,0,100.0%,22.00,0,0
119,2003,2003-10-19,7,30.025,TEN,@,CAR,W 37-17,*,18,51,2.83,0,0,0,0,,0,0.0%,,0,0
120,2003,2003-10-26,8,30.032,TEN,@,JAX,W 30-17,*,27,88,3.26,2,3,3,13,4.33,0,100.0%,4.33,2,12
121,2003,2003-11-09,9,30.046,TEN,,MIA,W 31-7,*,15,43,2.87,1,1,1,3,3.00,0,100.0%,3.00,1,6
122,2003,2003-11-16,10,30.053,TEN,,JAX,W 10-3,*,20,73,3.65,0,1,0,0,,0,0.0%,0.00,0,0
123,2003,2003-11-23,11,30.060,TEN,@,ATL,W 38-31,*,26,115,4.42,1,2,2,7,3.50,0,100.0%,3.50,1,6
124,2003,2003-12-01,12,30.068,TEN,@,NYJ,L 17-24,*,18,73,4.06,0,3,1,6,6.00,0,33.3%,2.00,0,0
125,2003,2003-12-07,13,30.074,TEN,,IND,L 27-29,*,11,51,4.64,0,3,1,5,5.00,0,33.3%,1.67,0,0
126,2003,2003-12-14,14,30.081,TEN,,BUF,W 28-26,*,23,67,2.91,0,1,1,19,19.00,0,100.0%,19.00,0,0
127,2003,2003-12-21,15,30.088,TEN,@,HOU,W 27-24,*,19,79,4.16,0,2,1,6,6.00,0,50.0%,3.00,0,0
128,2003,2003-12-28,16,30.095,TEN,,TAM,W 33-13,*,26,87,3.35,0,6,4,45,11.25,0,66.7%,7.50,0,0
129,2004,2004-09-12,1,30.354,DAL,@,MIN,L 17-35,*,8,25,3.13,0,0,0,0,,0,0.0%,,0,0
130,2004,2004-09-19,2,30.361,DAL,,CLE,W 19-12,*,18,62,3.44,1,4,2,17,8.50,0,50.0%,4.25,1,6
131,2004,2004-09-27,3,31.003,DAL,@,WAS,W 21-18,,11,19,1.73,1,0,0,0,,0,0.0%,,1,6
132,2004,2004-10-10,4,31.016,DAL,,NYG,L 10-26,*,15,75,5.00,0,0,0,0,,0,0.0%,,0,0
133,2004,2004-10-17,5,31.023,DAL,,PIT,L 20-24,*,10,28,2.80,0,1,1,4,4.00,0,100.0%,4.00,0,0
134,2004,2004-10-24,6,31.030,DAL,@,GNB,L 20-41,*,10,41,4.10,1,1,1,10,10.00,0,100.0%,10.00,1,6
135,2004,2004-10-31,7,31.037,DAL,,DET,W 31-21,*,31,99,3.19,0,2,2,14,7.00,0,100.0%,7.00,0,0
136,2004,2004-11-07,8,31.044,DAL,@,CIN,L 3-26,*,8,23,2.88,0,2,1,3,3.00,0,50.0%,1.50,0,0
137,2004,2004-11-15,9,31.052,DAL,,PHI,L 21-49,*,11,39,3.55,1,2,2,35,17.50,0,100.0%,17.50,1,6
138,2004,2004-11-21,10,31.058,DAL,@,BAL,L 10-30,,3,5,1.67,0,0,0,0,,0,0.0%,,0,0
139,2004,2004-11-25,11,31.062,DAL,,CHI,W 21-7,,3,8,2.67,0,0,0,0,,0,0.0%,,0,0
140,2004,2004-12-26,15,31.093,DAL,,WAS,W 13-10,,3,6,2.00,0,1,0,0,,0,0.0%,0.00,0,0
141,2004,2005-01-02,16,31.100,DAL,@,NYG,L 24-28,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0
