ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2004,2004-09-12,1,27.255,ATL,@,SFO,W 21-19,
2,2004,2004-12-19,14,27.353,NOR,@,TAM,W 21-17,
3,2004,2004-12-26,15,27.360,NOR,,ATL,W 26-13,
4,2005,2005-09-11,1,28.253,NOR,@,CAR,W 23-20,
5,2005,2005-09-19,2,28.261,NOR,,NYG,L 10-27,
6,2005,2005-10-02,4,28.274,NOR,,BUF,W 19-7,
7,2005,2005-10-09,5,28.281,NOR,@,GNB,L 3-52,
8,2005,2005-10-16,6,28.288,NOR,,ATL,L 31-34,
9,2005,2005-10-23,7,28.295,NOR,@,STL,L 17-28,
10,2005,2005-10-30,8,28.302,NOR,,MIA,L 6-21,
11,2005,2005-11-06,9,28.309,NOR,,CHI,L 17-20,
12,2005,2005-11-20,10,28.323,NOR,@,NWE,L 17-24,
13,2005,2005-11-27,11,28.330,NOR,@,NYJ,W 21-19,
14,2005,2005-12-04,12,28.337,NOR,,TAM,L 3-10,
15,2005,2005-12-12,13,28.345,NOR,@,ATL,L 17-36,
16,2005,2005-12-18,14,28.351,NOR,,CAR,L 10-27,
17,2005,2005-12-24,15,28.357,NOR,,DET,L 12-13,*
18,2005,2006-01-01,16,29.000,NOR,@,TAM,L 13-27,*
19,2006,2006-09-10,1,29.252,NOR,@,CLE,W 19-14,
20,2006,2006-09-17,2,29.259,NOR,@,GNB,W 34-27,
21,2006,2006-09-25,3,29.267,NOR,,ATL,W 23-3,
22,2006,2006-10-01,4,29.273,NOR,@,CAR,L 18-21,
23,2006,2006-10-08,5,29.280,NOR,,TAM,W 24-21,
24,2006,2006-10-15,6,29.287,NOR,,PHI,W 27-24,
25,2006,2006-10-29,7,29.301,NOR,,BAL,L 22-35,
26,2006,2006-11-05,8,29.308,NOR,@,TAM,W 31-14,
27,2006,2006-11-12,9,29.315,NOR,@,PIT,L 31-38,
28,2006,2006-11-19,10,29.322,NOR,,CIN,L 16-31,
29,2006,2006-11-26,11,29.329,NOR,@,ATL,W 31-13,
30,2006,2006-12-03,12,29.336,NOR,,SFO,W 34-10,
31,2006,2006-12-10,13,29.343,NOR,@,DAL,W 42-17,
32,2006,2006-12-17,14,29.350,NOR,,WAS,L 10-16,
33,2006,2006-12-24,15,29.357,NOR,@,NYG,W 30-7,
34,2006,2006-12-31,16,29.364,NOR,,CAR,L 21-31,
