ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1975,1975-09-21,1,22.059,NWE,,HOU,L 0-7,,2,6,33.33,21,0,1,4.9,0,0,3.50,-4.00,1,10,10.00,0,0,0,,0,0,0
2,1975,1975-09-28,2,22.066,NWE,,MIA,L 14-22,,1,2,50.00,1,0,0,56.2,0,0,0.50,0.50,0,0,,0,0,0,,0,0,0
3,1975,1975-10-05,3,22.073,NWE,@,NYJ,L 7-36,,5,11,45.45,109,1,0,111.6,0,0,9.91,11.73,1,8,8.00,0,0,0,,0,0,0
4,1975,1975-10-12,4,22.080,NWE,@,CIN,L 10-27,,,,,,,,,,,,,,,,,,,,,,
5,1975,1975-10-19,5,22.087,NWE,,BAL,W 21-10,,,,,,,,,,,,,,,,,,,,,,
6,1975,1975-10-26,6,22.094,NWE,,SFO,W 24-16,,12,20,60.00,128,2,0,112.1,0,0,6.40,8.40,4,13,3.25,0,0,0,,0,0,0
7,1975,1975-11-02,7,22.101,NWE,@,STL,L 17-24,*,14,34,41.18,173,1,2,42.9,0,0,5.09,3.03,3,21,7.00,0,0,0,,0,0,0
8,1975,1975-11-09,8,22.108,NWE,@,SDG,W 33-19,*,17,28,60.71,245,1,1,86.2,0,0,8.75,7.86,4,1,0.25,0,0,0,,0,0,0
9,1975,1975-11-23,10,22.122,NWE,@,BUF,L 31-45,*,25,46,54.35,365,2,3,67.8,0,0,7.93,5.87,5,22,4.40,0,0,0,,0,0,0
10,1975,1975-12-01,11,22.130,NWE,@,MIA,L 7-20,*,15,32,46.88,188,0,0,65.6,0,0,5.88,5.88,5,24,4.80,1,0,0,,0,1,6
11,1975,1975-12-07,12,22.136,NWE,,NYJ,L 28-30,*,15,30,50.00,273,2,4,64.3,0,0,9.10,4.43,2,1,0.50,1,0,0,,0,1,6
12,1975,1975-12-14,13,22.143,NWE,,BUF,L 14-34,*,17,30,56.67,272,1,2,70.4,0,0,9.07,6.73,3,7,2.33,0,0,0,,0,0,0
13,1975,1975-12-21,14,22.150,NWE,@,BAL,L 21-34,*,16,35,45.71,201,1,5,34.0,0,0,5.74,-0.11,2,3,1.50,1,0,0,,0,1,6
14,1976,1976-09-12,1,23.050,NWE,,BAL,L 13-27,*,12,22,54.55,179,0,4,41.9,0,0,8.14,-0.05,2,14,7.00,0,0,0,,0,0,0
15,1976,1976-09-19,2,23.057,NWE,,MIA,W 30-14,*,16,27,59.26,166,3,0,114.1,0,0,6.15,8.37,9,76,8.44,1,0,0,,0,1,6
16,1976,1976-09-26,3,23.064,NWE,@,PIT,W 30-27,*,13,32,40.63,257,2,2,64.2,0,0,8.03,6.47,4,33,8.25,1,0,0,,0,1,6
17,1976,1976-10-03,4,23.071,NWE,,OAK,W 48-17,*,10,14,71.43,165,3,1,120.5,0,0,11.79,12.86,5,56,11.20,2,0,0,,0,2,12
18,1976,1976-10-10,5,23.078,NWE,@,DET,L 10-30,*,11,25,44.00,131,1,5,34.3,0,0,5.24,-2.96,1,3,3.00,0,0,0,,0,0,0
19,1976,1976-10-18,6,23.086,NWE,,NYJ,W 41-7,*,14,23,60.87,182,1,1,82.2,0,0,7.91,6.83,7,103,14.71,1,0,0,,0,1,6
20,1976,1976-10-24,7,23.092,NWE,@,BUF,W 26-22,*,8,21,38.10,122,1,1,54.1,0,0,5.81,4.62,6,29,4.83,1,0,0,,0,1,6
