ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-10-09,4,23.283,CHI,@,CLE,L 10-20,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
2,2005,2005-10-16,5,23.290,CHI,,MIN,W 28-3,,0,0,,0,0,,,,,,,4,4,100.0,,,,0,4,,,,
3,2005,2005-10-23,6,23.297,CHI,,BAL,W 10-6,,0,0,,0,0,0,,,,,,1,1,100.0,1,2,50.0,0,4,0,0,,0
4,2005,2005-10-30,7,23.304,CHI,@,DET,W 19-13,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
5,2005,2005-11-06,8,23.311,CHI,@,NOR,W 20-17,,0,0,,0,0,0,,,,,,2,2,100.0,2,3,66.7,0,8,0,0,,0
6,2005,2005-11-13,9,23.318,CHI,,SFO,W 17-9,,0,0,,0,0,0,,,,,,2,2,100.0,1,2,50.0,0,5,0,0,,0
7,2005,2005-11-20,10,23.325,CHI,,CAR,W 13-3,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
8,2005,2005-11-27,11,23.332,CHI,@,TAM,W 13-10,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
9,2005,2005-12-04,12,23.339,CHI,,GNB,W 19-7,,0,0,,0,0,0,,,,,,1,1,100.0,4,5,80.0,0,13,0,0,,0
10,2005,2005-12-11,13,23.346,CHI,@,PIT,L 9-21,,0,0,,0,0,0,,,,,,,1,0.0,1,1,100.0,0,3,1,28,28.00,0
11,2005,2005-12-18,14,23.353,CHI,,ATL,W 16-3,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
12,2005,2005-12-25,15,23.360,CHI,@,GNB,W 24-17,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
13,2005,2006-01-01,16,24.002,CHI,@,MIN,L 10-34,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
14,2006,2006-09-10,1,24.254,CHI,@,GNB,W 26-0,,0,0,,0,0,0,,,,,,2,2,100.0,4,4,100.0,0,14,0,0,,0
15,2006,2006-09-17,2,24.261,CHI,,DET,W 34-7,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,0,0,,0
16,2006,2006-09-24,3,24.268,CHI,@,MIN,W 19-16,,0,0,,0,0,0,,,,,,1,1,100.0,4,4,100.0,0,13,0,0,,0
17,2006,2006-10-01,4,24.275,CHI,,SEA,W 37-6,,0,0,,0,0,0,,,,,,4,4,100.0,3,3,100.0,0,13,0,0,,0
18,2006,2006-10-08,5,24.282,CHI,,BUF,W 40-7,,0,0,,0,0,0,,,,,,4,4,100.0,4,4,100.0,0,16,0,0,,0
19,2006,2006-10-16,6,24.290,CHI,@,ARI,W 24-23,,0,0,,0,0,0,,,,,,3,3,100.0,1,1,100.0,0,6,0,0,,0
20,2006,2006-10-29,7,24.303,CHI,,SFO,W 41-10,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
21,2006,2006-11-05,8,24.310,CHI,,MIA,L 13-31,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
22,2006,2006-11-12,9,24.317,CHI,@,NYG,W 38-20,,0,0,,0,0,0,,,,,,5,5,100.0,1,1,100.0,0,8,0,0,,0
23,2006,2006-11-19,10,24.324,CHI,@,NYJ,W 10-0,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
24,2006,2006-11-26,11,24.331,CHI,@,NWE,L 13-17,,0,0,,0,0,0,,,,,,1,1,100.0,2,3,66.7,0,7,0,0,,0
25,2006,2006-12-03,12,24.338,CHI,,MIN,W 23-13,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
26,2006,2006-12-11,13,24.346,CHI,@,STL,W 42-27,,0,0,,0,0,0,,,,,,6,6,100.0,,2,0.0,0,6,0,0,,0
