ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-03,1,21.342,PHI,@,SFO,W 22-17,,,,,,
2,1983,1983-09-11,2,21.350,PHI,,WAS,L 13-23,,,,,,
3,1983,1983-09-18,3,21.357,PHI,@,DEN,W 13-10,,,,,,
4,1983,1983-09-25,4,21.364,PHI,,STL,L 11-14,,,,,,
5,1983,1983-10-02,5,22.006,PHI,@,ATL,W 28-24,,,,,,
6,1983,1983-10-09,6,22.013,PHI,@,NYG,W 17-13,,,,,,
7,1983,1983-10-16,7,22.020,PHI,@,DAL,L 7-37,,,,,,
8,1983,1983-11-06,10,22.041,PHI,,DAL,L 20-27,,,,,,
9,1983,1983-11-13,11,22.048,PHI,@,CHI,L 14-17,0,0,1.0,0,0,0
10,1983,1983-11-20,12,22.055,PHI,,NYG,L 0-23,,,,,,
11,1983,1983-11-27,13,22.062,PHI,@,WAS,L 24-28,,,,,,
12,1983,1983-12-04,14,22.069,PHI,,RAM,W 13-9,,,,,,
13,1983,1983-12-11,15,22.076,PHI,,NOR,L 17-20,,,,,,
14,1983,1983-12-18,16,22.083,PHI,@,STL,L 7-31,,,,,,
15,1984,1984-09-02,1,22.342,PHI,@,NYG,L 27-28,,,,,,
16,1984,1984-09-09,2,22.349,PHI,,MIN,W 19-17,,,,,,
17,1984,1984-09-16,3,22.356,PHI,@,DAL,L 17-23,,,,,,
18,1984,1984-09-23,4,22.363,PHI,,SFO,L 9-21,,,,,,
19,1984,1984-09-30,5,23.004,PHI,@,WAS,L 0-20,0,0,0.0,1,21,0
20,1984,1984-10-07,6,23.011,PHI,@,BUF,W 27-17,,,,,,
21,1984,1984-10-14,7,23.018,PHI,,IND,W 16-7,,,,,,
22,1984,1984-10-21,8,23.025,PHI,,NYG,W 24-10,,,,,,
23,1984,1984-10-28,9,23.032,PHI,,STL,L 14-34,0,0,0.0,1,33,0
24,1984,1984-11-04,10,23.039,PHI,@,DET,T 23-23,0,0,1.0,0,0,0
25,1984,1984-11-11,11,23.046,PHI,@,MIA,L 23-24,,,,,,
26,1984,1984-11-18,12,23.053,PHI,,WAS,W 16-10,,,,,,
27,1984,1984-11-25,13,23.060,PHI,@,STL,L 16-17,,,,,,
28,1984,1984-12-02,14,23.067,PHI,,DAL,L 10-26,0,0,0.5,2,26,0
29,1984,1984-12-09,15,23.074,PHI,,NWE,W 27-17,0,0,0.0,1,27,0
30,1984,1984-12-16,16,23.081,PHI,@,ATL,L 10-26,,,,,,
31,1985,1985-09-08,1,23.347,PHI,@,NYG,L 0-21,0,0,0.0,1,6,0
32,1985,1985-09-15,2,23.354,PHI,,RAM,L 6-17,,,,,,
33,1985,1985-09-22,3,23.361,PHI,@,WAS,W 19-6,,,,,,
34,1985,1985-09-29,4,24.003,PHI,,NYG,L 10-16,,,,,,
35,1985,1985-10-06,5,24.010,PHI,@,NOR,L 21-23,0,0,1.0,0,0,0
36,1985,1985-10-13,6,24.017,PHI,,STL,W 30-7,0,0,1.0,0,0,0
37,1985,1985-10-20,7,24.024,PHI,,DAL,W 16-14,0,0,0.0,2,6,0
38,1985,1985-10-27,8,24.031,PHI,,BUF,W 21-17,1,6,0.0,1,24,1
39,1985,1985-11-03,9,24.038,PHI,@,SFO,L 13-24,0,0,0.0,1,0,0
40,1985,1985-11-10,10,24.045,PHI,,ATL,W 23-17,,,,,,
41,1985,1985-11-17,11,24.052,PHI,@,STL,W 24-14,,,,,,
42,1985,1985-11-24,12,24.059,PHI,@,DAL,L 17-34,0,0,0.0,1,0,0
43,1985,1985-12-08,14,24.073,PHI,,WAS,L 12-17,,,,,,
44,1985,1985-12-15,15,24.080,PHI,@,SDG,L 14-20,,,,,,
