ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1972,1972-09-17,1,23.024,NWE,,CIN,L 7-31,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,1972,1972-09-24,2,23.031,NWE,,ATL,W 21-20,6,28,4.67,1,1,17,17.00,0,2,40,20.00,0,1,6
3,1972,1972-10-01,3,23.038,NWE,,WAS,W 24-23,23,108,4.70,1,1,24,24.00,1,2,47,23.50,0,2,12
4,1972,1972-10-08,4,23.045,NWE,@,BUF,L 14-38,13,45,3.46,1,1,5,5.00,0,2,50,25.00,0,1,6
5,1972,1972-10-15,5,23.052,NWE,,NYJ,L 13-41,6,12,2.00,0,6,51,8.50,0,1,18,18.00,0,0,0
6,1972,1972-10-22,6,23.059,NWE,@,PIT,L 3-33,1,9,9.00,0,3,33,11.00,0,2,37,18.50,0,0,0
7,1972,1972-10-29,7,23.066,NWE,@,NYJ,L 10-34,7,18,2.57,0,1,6,6.00,0,0,0,,0,0,0
8,1972,1972-11-06,8,23.074,NWE,,BAL,L 17-24,3,10,3.33,0,1,7,7.00,0,1,31,31.00,0,0,0
9,1972,1972-11-12,9,23.080,NWE,@,MIA,L 0-52,2,8,4.00,0,0,0,,0,1,20,20.00,0,0,0
10,1972,1972-11-19,10,23.087,NWE,,BUF,L 24-27,24,66,2.75,0,0,0,,0,2,46,23.00,0,0,0
11,1972,1972-11-26,11,23.094,NWE,@,BAL,L 0-31,20,87,4.35,0,0,0,,0,1,20,20.00,0,0,0
12,1972,1972-12-03,12,23.101,NWE,,MIA,L 21-37,7,60,8.57,0,4,21,5.25,0,0,0,,0,0,0
13,1972,1972-12-10,13,23.108,NWE,@,NOR,W 17-10,9,51,5.67,0,3,21,7.00,0,0,0,,0,0,0
14,1972,1972-12-17,14,23.115,NWE,@,DEN,L 21-45,7,44,6.29,0,1,22,22.00,0,0,0,,0,0,0
15,1973,1973-09-16,1,24.023,NWE,,BUF,L 13-31,9,33,3.67,0,2,55,27.50,0,0,0,,0,0,0
16,1973,1973-09-23,2,24.030,NWE,,KAN,L 7-10,6,14,2.33,0,2,9,4.50,0,0,0,,0,0,0
17,1973,1973-09-30,3,24.037,NWE,@,MIA,L 23-44,13,65,5.00,0,0,0,,0,0,0,,0,0,0
18,1973,1973-10-07,4,24.044,NWE,,BAL,W 24-16,15,45,3.00,0,1,14,14.00,0,0,0,,0,0,0
19,1973,1973-10-14,5,24.051,NWE,,NYJ,L 7-9,8,41,5.13,0,0,0,,0,0,0,,0,0,0
20,1973,1973-10-21,6,24.058,NWE,@,CHI,W 13-10,6,10,1.67,0,0,0,,0,0,0,,0,0,0
21,1973,1973-10-28,7,24.065,NWE,,MIA,L 14-30,7,17,2.43,0,3,19,6.33,0,0,0,,0,0,0
22,1973,1973-11-04,8,24.072,NWE,@,PHI,L 23-24,19,60,3.16,0,2,18,9.00,0,0,0,,0,0,0
23,1973,1973-11-11,9,24.079,NWE,@,NYJ,L 13-33,2,5,2.50,0,0,0,,0,0,0,,0,0,0
24,1973,1973-11-25,11,24.093,NWE,@,HOU,W 32-0,7,14,2.00,0,1,-2,-2.00,0,0,0,,0,0,0
25,1973,1973-12-02,12,24.100,NWE,,SDG,W 30-14,1,1,1.00,0,0,0,,0,0,0,,0,0,0
26,1973,1973-12-09,13,24.107,NWE,@,BUF,L 13-37,,,,,,,,,,,,,,
27,1974,1974-09-15,1,25.022,NWE,,MIA,W 34-24,,,,,,,,,,,,,,
28,1974,1974-09-22,2,25.029,NWE,@,NYG,W 28-20,2,2,1.00,0,0,0,,0,0,0,,0,0,0
29,1974,1974-09-29,3,25.036,NWE,,RAM,W 20-14,3,6,2.00,0,0,0,,0,0,0,,0,0,0
30,1974,1974-10-06,4,25.043,NWE,,BAL,W 42-3,6,40,6.67,0,0,0,,0,0,0,,0,0,0
31,1974,1974-10-13,5,25.050,NWE,@,NYJ,W 24-0,11,44,4.00,0,0,0,,0,0,0,,0,0,0
32,1974,1974-10-20,6,25.057,NWE,@,BUF,L 28-30,2,5,2.50,0,0,0,,0,0,0,,0,0,0
33,1974,1974-10-27,7,25.064,NWE,@,MIN,W 17-14,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0
34,1974,1974-11-03,8,25.071,NWE,,BUF,L 28-29,,,,,,,,,,,,,,
35,1974,1974-11-10,9,25.078,NWE,,CLE,L 14-21,,,,,,,,,,,,,,
36,1974,1974-11-17,10,25.085,NWE,,NYJ,L 16-21,,,,,,,,,,,,,,
37,1974,1974-11-24,11,25.092,NWE,@,BAL,W 27-17,1,3,3.00,0,0,0,,0,0,0,,0,0,0
38,1974,1974-12-01,12,25.099,NWE,@,OAK,L 26-41,,,,,,,,,,,,,,
39,1975,1975-12-14,13,26.112,STL,@,CHI,W 34-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0
40,1975,1975-12-21,14,26.119,STL,@,DET,W 24-13,9,41,4.56,0,0,0,,0,0,0,,0,0,0
