ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1976,1976-09-12,1,23.322,OAK,,PIT,W 31-28,,,,
2,1976,1976-09-20,2,23.330,OAK,@,KAN,W 24-21,,,,
3,1976,1976-09-26,3,23.336,OAK,@,HOU,W 14-13,1,7,7.00,0
4,1976,1976-10-03,4,23.343,OAK,@,NWE,L 17-48,3,26,8.67,0
5,1976,1976-10-10,5,23.350,OAK,@,SDG,W 27-17,,,,
6,1976,1976-10-17,6,23.357,OAK,@,DEN,W 17-10,,,,
7,1976,1976-10-24,7,23.364,OAK,,GNB,W 18-14,,,,
