ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-10-04,3,23.123,HOU,@,DEN,W 40-10,1,6,0.0,1,73,1
2,1987,1987-10-11,4,23.130,HOU,@,CLE,W 15-10,,,,,,
3,1987,1987-10-18,5,23.137,HOU,,NWE,L 7-21,0,0,1.0,0,0,0
4,1987,1987-11-01,7,23.151,HOU,@,CIN,W 31-29,,,,,,
5,1987,1987-11-29,11,23.179,HOU,@,IND,L 27-51,,,,,,
6,1987,1987-12-06,12,23.186,HOU,,SDG,W 33-18,,,,,,
7,1987,1987-12-13,13,23.193,HOU,@,NOR,L 10-24,,,,,,
8,1987,1987-12-20,14,23.200,HOU,,PIT,W 24-16,,,,,,
9,1987,1987-12-27,15,23.207,HOU,,CIN,W 21-17,,,,,,
10,1988,1988-09-04,1,24.093,HOU,@,IND,W 17-14,,,,,,
11,1988,1988-09-11,2,24.100,HOU,,RAI,W 38-35,,,,,,
12,1988,1988-09-18,3,24.107,HOU,@,NYJ,L 3-45,,,,,,
13,1988,1988-09-25,4,24.114,HOU,,NWE,W 31-6,,,,,,
14,1988,1988-10-02,5,24.121,HOU,@,PHI,L 23-32,,,,,,
15,1988,1988-10-09,6,24.128,HOU,,KAN,W 7-6,,,,,,
16,1988,1988-10-16,7,24.135,HOU,@,PIT,W 34-14,,,,,,
17,1988,1988-10-23,8,24.142,HOU,@,CIN,L 21-44,,,,,,
18,1988,1988-10-30,9,24.149,HOU,,WAS,W 41-17,,,,,,
19,1988,1988-11-07,10,24.157,HOU,,CLE,W 24-17,0,0,1.0,0,0,0
20,1988,1988-11-13,11,24.163,HOU,@,SEA,L 24-27,,,,,,
21,1988,1988-11-20,12,24.170,HOU,,PHO,W 38-20,,,,,,
22,1988,1988-11-24,13,24.174,HOU,@,DAL,W 25-17,,,,,,
23,1988,1988-12-04,14,24.184,HOU,,PIT,L 34-37,,,,,,
24,1988,1988-12-11,15,24.191,HOU,,CIN,W 41-6,0,0,0.0,1,46,0
25,1988,1988-12-18,16,24.198,HOU,@,CLE,L 23-28,,,,,,
26,1989,1989-09-10,1,25.099,HOU,@,MIN,L 7-38,,,,,,
27,1989,1989-09-17,2,25.106,HOU,@,SDG,W 34-27,,,,,,
28,1989,1989-09-24,3,25.113,HOU,,BUF,L 41-47,,,,,,
29,1989,1989-10-01,4,25.120,HOU,,MIA,W 39-7,,,,,,
30,1989,1989-10-08,5,25.127,HOU,@,NWE,L 13-23,,,,,,
31,1989,1989-10-22,7,25.141,HOU,,PIT,W 27-0,,,,,,
