ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-04,3,23.112,DET,,TAM,L 27-31,12,46,3.83,0
2,1987,1987-10-11,4,23.119,DET,@,GNB,W 19-16,19,50,2.63,0
3,1987,1987-10-18,5,23.126,DET,,SEA,L 14-37,2,17,8.50,0
