ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1975,1975-09-21,1,26.089,SDG,,PIT,L 0-37,1,2,2.00,0,2,16,8.00,0,0,0
2,1975,1975-09-28,2,26.096,SDG,@,HOU,L 17-33,,,,,,,,,,
3,1975,1975-10-05,3,26.103,SDG,,OAK,L 0-6,,,,,,,,,,
4,1975,1975-10-12,4,26.110,SDG,,RAM,L 10-13,3,1,0.33,0,2,16,8.00,0,0,0
5,1975,1975-10-19,5,26.117,SDG,,KAN,L 10-12,4,14,3.50,0,2,11,5.50,1,1,6
6,1975,1975-10-26,6,26.124,SDG,@,OAK,L 0-25,0,0,,0,2,-2,-1.00,0,0,0
7,1975,1975-11-01,7,26.130,SDG,@,NYG,L 24-35,1,6,6.00,0,2,11,5.50,0,0,0
8,1975,1975-11-09,8,26.138,SDG,,NWE,L 19-33,1,1,1.00,0,2,16,8.00,0,0,0
9,1975,1975-11-16,9,26.145,SDG,,DEN,L 17-27,,,,,,,,,,
10,1975,1975-11-30,11,26.159,SDG,@,DEN,L 10-13,,,,,,,,,,
11,1975,1975-12-07,12,26.166,SDG,@,KAN,W 28-20,5,44,8.80,1,0,0,,0,1,6
12,1976,1976-09-12,1,27.080,SDG,@,KAN,W 30-16,12,68,5.67,1,0,0,,0,1,6
13,1976,1976-09-19,2,27.087,SDG,@,TAM,W 23-0,1,6,6.00,0,0,0,,0,0,0
14,1976,1976-09-26,3,27.094,SDG,,STL,W 43-24,6,20,3.33,0,0,0,,0,0,0
15,1976,1976-10-03,4,27.101,SDG,@,DEN,L 0-26,1,4,4.00,0,0,0,,0,0,0
16,1976,1976-10-10,5,27.108,SDG,,OAK,L 17-27,5,26,5.20,0,1,5,5.00,0,0,0
17,1976,1976-10-17,6,27.115,SDG,,HOU,W 30-27,17,78,4.59,0,3,21,7.00,0,0,0
18,1976,1976-10-24,7,27.122,SDG,@,CLE,L 17-21,4,9,2.25,0,3,21,7.00,1,1,6
19,1976,1976-10-31,8,27.129,SDG,@,PIT,L 0-23,8,11,1.38,0,0,0,,0,0,0
20,1976,1976-11-07,9,27.136,SDG,,BAL,L 21-37,0,0,,0,1,13,13.00,0,0,0
21,1976,1976-11-14,10,27.143,SDG,,DEN,L 0-17,,,,,,,,,,
22,1976,1976-11-21,11,27.150,SDG,@,BUF,W 34-13,,,,,,,,,,
23,1976,1976-11-28,12,27.157,SDG,,KAN,L 20-23,,,,,,,,,,
24,1976,1976-12-05,13,27.164,SDG,,SFO,W 13-7,2,2,1.00,0,1,5,5.00,0,0,0
25,1976,1976-12-12,14,27.171,SDG,@,OAK,L 0-24,5,12,2.40,0,5,31,6.20,0,0,0
