ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,21.085,BUF,@,CHI,W 23-20,*,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,0.0,0,0
2,2014,2014-09-14,2,21.092,BUF,,MIA,W 29-10,*,11,8,117,14.63,1,72.7%,10.64,0,0,,0,1,6,0.0,0,0
3,2014,2014-09-21,3,21.099,BUF,,SDG,L 10-22,*,8,2,19,9.50,0,25.0%,2.38,0,0,,0,0,0,0.0,0,0
4,2014,2014-09-28,4,21.106,BUF,@,HOU,L 17-23,*,9,4,30,7.50,1,44.4%,3.33,0,0,,0,1,6,0.0,0,0
5,2014,2014-10-05,5,21.113,BUF,@,DET,W 17-14,*,12,7,87,12.43,0,58.3%,7.25,0,0,,0,0,0,0.0,0,0
6,2014,2014-10-12,6,21.120,BUF,,NWE,L 22-37,*,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-19,7,21.127,BUF,,MIN,W 17-16,*,14,9,122,13.56,2,64.3%,8.71,0,0,,0,2,12,0.0,0,0
8,2014,2014-10-26,8,21.134,BUF,@,NYJ,W 43-23,*,6,3,157,52.33,1,50.0%,26.17,0,0,,0,1,6,0.0,0,0
9,2014,2014-11-09,9,21.148,BUF,,KAN,L 13-17,*,10,4,27,6.75,0,40.0%,2.70,0,0,,0,0,0,0.0,0,0
10,2014,2014-11-13,10,21.152,BUF,@,MIA,L 9-22,*,7,3,32,10.67,0,42.9%,4.57,1,3,3.00,0,0,0,0.0,0,0
11,2014,2014-11-24,11,21.163,BUF,,NYJ,W 38-3,*,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,0.0,0,0
12,2014,2014-11-30,12,21.169,BUF,,CLE,W 26-10,*,9,3,11,3.67,0,33.3%,1.22,0,0,,0,0,0,0.0,1,0
13,2014,2014-12-07,13,21.176,BUF,@,DEN,L 17-24,*,12,7,127,18.14,0,58.3%,10.58,0,0,,0,0,0,0.0,1,0
14,2014,2014-12-14,14,21.183,BUF,,GNB,W 21-13,*,6,1,28,28.00,0,16.7%,4.67,0,0,,0,0,0,0.0,1,0
15,2014,2014-12-21,15,21.190,BUF,@,OAK,L 24-26,*,7,3,75,25.00,1,42.9%,10.71,0,0,,0,1,6,0.0,0,0
16,2014,2014-12-28,16,21.197,BUF,@,NWE,W 17-9,*,5,3,57,19.00,0,60.0%,11.40,1,5,5.00,0,0,0,0.0,0,0
17,2015,2015-09-13,1,22.091,BUF,,IND,W 27-14,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
18,2015,2015-09-20,2,22.098,BUF,,NWE,L 32-40,*,8,6,60,10.00,1,75.0%,7.50,0,0,,0,1,6,0.0,0,0
19,2015,2015-09-27,3,22.105,BUF,@,MIA,W 41-14,*,2,1,39,39.00,0,50.0%,19.50,0,0,,0,0,0,0.0,0,0
20,2015,2015-10-18,6,22.126,BUF,,CIN,L 21-34,*,5,4,48,12.00,1,80.0%,9.60,0,0,,0,1,6,0.0,0,0
21,2015,2015-11-08,8,22.147,BUF,,MIA,W 33-17,*,8,8,168,21.00,1,100.0%,21.00,0,0,,0,1,6,0.0,0,0
22,2015,2015-11-12,9,22.151,BUF,@,NYJ,W 22-17,*,7,3,14,4.67,0,42.9%,2.00,0,0,,0,0,0,0.0,0,0
23,2015,2015-11-23,10,22.162,BUF,@,NWE,L 13-20,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,0,0
24,2015,2015-11-29,11,22.168,BUF,@,KAN,L 22-30,*,10,6,158,26.33,2,60.0%,15.80,0,0,,0,2,12,0.0,0,0
25,2015,2015-12-06,12,22.175,BUF,,HOU,W 30-21,*,4,3,109,36.33,1,75.0%,27.25,0,0,,0,1,6,0.0,0,0
26,2015,2015-12-13,13,22.182,BUF,@,PHI,L 20-23,*,12,5,81,16.20,1,41.7%,6.75,1,1,1.00,0,1,6,0.0,0,0
