ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-09-13,1,22.232,HOU,,NYJ,L 7-24,*,,0,0,0.0,5,3,0,0,0
2,2009,2009-09-20,2,22.239,HOU,@,TEN,W 34-31,*,,0,0,0.0,7,3,0,0,0
3,2009,2009-09-27,3,22.246,HOU,,JAX,L 24-31,*,,0,0,0.0,2,6,0,0,0
4,2009,2009-10-04,4,22.253,HOU,,OAK,W 29-6,*,1,0,2,0.0,5,2,0,0,0
5,2009,2009-10-11,5,22.260,HOU,@,ARI,L 21-28,*,,0,0,0.5,3,3,0,0,0
6,2009,2009-10-18,6,22.267,HOU,@,CIN,W 28-17,*,,0,0,0.0,6,3,1,0,0
7,2009,2009-10-25,7,22.274,HOU,,SFO,W 24-21,*,,0,0,0.0,5,3,0,0,0
8,2009,2009-11-01,8,22.281,HOU,@,BUF,W 31-10,*,,0,0,1.0,3,7,1,0,0
9,2009,2009-11-08,9,22.288,HOU,@,IND,L 17-20,*,,0,0,0.0,10,2,0,0,0
10,2009,2009-11-23,10,22.303,HOU,,TEN,L 17-20,*,,0,0,0.0,8,2,0,0,0
11,2009,2009-11-29,11,22.309,HOU,,IND,L 27-35,*,,0,0,0.0,7,4,1,20,0
12,2009,2009-12-06,12,22.316,HOU,@,JAX,L 18-23,*,,0,0,0.0,3,0,0,0,0
13,2009,2009-12-13,13,22.323,HOU,,SEA,W 34-7,*,,0,0,1.0,6,4,0,0,0
14,2009,2009-12-20,14,22.330,HOU,@,STL,W 16-13,*,,0,0,0.5,3,4,0,0,0
15,2009,2009-12-27,15,22.337,HOU,@,MIA,W 27-20,*,,0,0,1.0,9,0,1,6,0
16,2009,2010-01-03,16,22.344,HOU,,NWE,W 34-27,*,,0,0,0.0,4,1,0,0,0
17,2010,2010-10-10,5,23.259,HOU,,NYG,L 10-34,*,,0,0,0.0,4,5,0,0,0
