ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2015,2015-09-10,1,26.353,PIT,@,NWE,L 21-28,
2,2015,2015-09-20,2,26.363,PIT,,SFO,W 43-18,
3,2015,2015-09-27,3,27.005,PIT,@,STL,W 12-6,
4,2015,2015-10-01,4,27.009,PIT,,BAL,L 20-23,
5,2015,2015-10-12,5,27.020,PIT,@,SDG,W 24-20,
6,2015,2015-10-18,6,27.026,PIT,,ARI,W 25-13,
7,2015,2015-10-25,7,27.033,PIT,@,KAN,L 13-23,*
8,2015,2015-11-01,8,27.040,PIT,,CIN,L 10-16,*
9,2015,2015-11-08,9,27.047,PIT,,OAK,W 38-35,*
10,2015,2015-11-15,10,27.054,PIT,,CLE,W 30-9,*
11,2015,2015-11-29,11,27.068,PIT,@,SEA,L 30-39,*
12,2015,2015-12-06,12,27.075,PIT,,IND,W 45-10,*
13,2015,2015-12-13,13,27.082,PIT,@,CIN,W 33-20,*
14,2015,2015-12-20,14,27.089,PIT,,DEN,W 34-27,*
15,2015,2015-12-27,15,27.096,PIT,@,BAL,L 17-20,*
16,2015,2016-01-03,16,27.103,PIT,@,CLE,W 28-12,*
17,2016,2016-09-12,1,27.356,PIT,@,WAS,W 38-16,*
18,2016,2016-09-18,2,27.362,PIT,,CIN,W 24-16,*
19,2016,2016-09-25,3,28.003,PIT,@,PHI,L 3-34,*
20,2016,2016-10-02,4,28.010,PIT,,KAN,W 43-14,*
21,2016,2016-10-09,5,28.017,PIT,,NYJ,W 31-13,*
22,2016,2016-10-16,6,28.024,PIT,@,MIA,L 15-30,*
23,2016,2016-10-23,7,28.031,PIT,,NWE,L 16-27,*
24,2016,2016-11-06,8,28.045,PIT,@,BAL,L 14-21,*
25,2016,2016-11-13,9,28.052,PIT,,DAL,L 30-35,*
26,2016,2016-11-20,10,28.059,PIT,@,CLE,W 24-9,*
27,2016,2016-11-24,11,28.063,PIT,@,IND,W 28-7,*
28,2016,2016-12-04,12,28.073,PIT,,NYG,W 24-14,*
29,2016,2016-12-11,13,28.080,PIT,@,BUF,W 27-20,*
30,2016,2016-12-18,14,28.087,PIT,@,CIN,W 24-20,*
31,2016,2016-12-25,15,28.094,PIT,,BAL,W 31-27,*
32,2016,2017-01-01,16,28.101,PIT,,CLE,W 27-24,*
33,2017,2017-09-10,1,28.353,PIT,@,CLE,W 21-18,*
34,2017,2017-09-17,2,28.360,PIT,,MIN,W 26-9,*
35,2017,2017-09-24,3,29.002,PIT,@,CHI,L 17-23,*
36,2017,2017-10-01,4,29.009,PIT,@,BAL,W 26-9,*
37,2017,2017-10-08,5,29.016,PIT,,JAX,L 9-30,*
38,2017,2017-10-15,6,29.023,PIT,@,KAN,W 19-13,*
39,2017,2017-10-22,7,29.030,PIT,,CIN,W 29-14,*
40,2017,2017-10-29,8,29.037,PIT,@,DET,W 20-15,*
41,2017,2017-11-12,9,29.051,PIT,@,IND,W 20-17,*
42,2017,2017-11-16,10,29.055,PIT,,TEN,W 40-17,*
43,2017,2017-11-26,11,29.065,PIT,,GNB,W 31-28,*
44,2017,2017-12-04,12,29.073,PIT,@,CIN,W 23-20,*
45,2017,2017-12-10,13,29.079,PIT,,BAL,W 39-38,*
46,2017,2017-12-17,14,29.086,PIT,,NWE,L 24-27,*
47,2017,2017-12-25,15,29.094,PIT,@,HOU,W 34-6,*
48,2017,2017-12-31,16,29.100,PIT,,CLE,W 28-24,*
49,2018,2018-09-09,1,29.352,PIT,@,CLE,T 21-21,*
50,2018,2018-09-16,2,29.359,PIT,,KAN,L 37-42,*
51,2018,2018-09-24,3,30.002,PIT,@,TAM,W 30-27,*
