ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1997,1997-09-07,2,22.270,JAX,,NYG,W 40-13,,,,
2,1997,1997-09-22,3,22.285,JAX,,PIT,W 30-21,,,,
3,1997,1997-09-28,4,22.291,JAX,@,WAS,L 12-24,,,,
4,1997,1997-10-05,5,22.298,JAX,,CIN,W 21-13,,,,
5,1997,1997-10-12,6,22.305,JAX,,PHI,W 38-21,,,,
6,1997,1997-10-19,7,22.312,JAX,@,DAL,L 22-26,,,,
7,1997,1997-10-26,8,22.319,JAX,@,PIT,L 17-23,,,,
8,1997,1997-11-02,9,22.326,JAX,@,TEN,W 30-24,,,,
9,1997,1997-11-09,10,22.333,JAX,,KAN,W 24-10,,,,
10,1997,1997-11-16,11,22.340,JAX,,TEN,W 17-9,,,,
11,1997,1997-11-23,12,22.347,JAX,@,CIN,L 26-31,,,,
12,1997,1997-12-21,16,23.010,JAX,@,OAK,W 20-9,,,,
13,1998,1998-09-27,4,23.290,JAX,@,TEN,W 27-22,,,,
14,1998,1998-10-18,6,23.311,JAX,@,BUF,L 16-17,,,,
15,1998,1998-12-20,15,24.009,JAX,@,MIN,L 10-50,,,,
16,1998,1998-12-28,16,24.017,JAX,,PIT,W 21-3,,1,0,0
17,1999,1999-09-12,1,24.275,MIN,@,ATL,W 17-14,,,,
18,1999,1999-09-19,2,24.282,MIN,,OAK,L 17-22,,,,
