ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1967,1967-10-01,3,23.058,SDG,@,BUF,W 37-17,3,14,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1967,1967-10-22,6,23.079,SDG,@,DEN,W 38-21,5,35,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1967,1967-12-03,11,23.121,SDG,,OAK,L 21-41,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1967,1967-12-10,12,23.128,SDG,@,MIA,L 24-41,13,50,3.85,1,1,6,6.00,0,0,0,,0,0,0,,0,0,,,3,51,17.00,0,0,0,,0,1,6
5,1968,1968-09-06,1,24.033,SDG,,CIN,W 29-13,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1968,1968-09-21,2,24.048,SDG,,HOU,W 30-14,2,16,8.00,0,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1968,1968-09-29,3,24.056,SDG,@,CIN,W 31-10,4,16,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
8,1968,1968-10-05,4,24.062,SDG,@,NYJ,L 20-23,2,2,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1968,1968-10-13,5,24.070,SDG,@,OAK,W 23-14,14,53,3.79,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,8,8.00,0,0,0
10,1968,1968-10-20,6,24.077,SDG,,DEN,W 55-24,7,30,4.29,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,9,4.50,0,0,0
11,1968,1968-10-27,7,24.084,SDG,@,KAN,L 20-27,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1968,1968-11-03,8,24.091,SDG,,MIA,W 34-28,10,62,6.20,1,2,36,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
13,1968,1968-11-10,9,24.098,SDG,@,BOS,W 27-17,13,93,7.15,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,2,12
14,1968,1968-11-17,10,24.105,SDG,@,BUF,W 21-6,12,9,0.75,0,1,4,4.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
15,1968,1968-11-24,11,24.112,SDG,,NYJ,L 15-37,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1968,1968-12-01,12,24.119,SDG,@,DEN,W 47-23,18,106,5.89,1,1,3,3.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,20,20.00,0,3,9,3.00,0,1,6
17,1968,1968-12-08,13,24.126,SDG,,KAN,L 3-40,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1968,1968-12-15,14,24.133,SDG,,OAK,L 27-34,1,0,0.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0
19,1969,1969-09-14,1,25.041,SDG,,KAN,L 9-27,5,9,1.80,0,3,24,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1969,1969-09-21,2,25.048,SDG,@,CIN,L 20-34,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,41,20.50,0,0,0,,0,0,0
21,1969,1969-09-28,3,25.055,SDG,,NYJ,W 34-27,10,28,2.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
