ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1995,1995-09-03,1,23.051,CAR,@,ATL,L 20-23,,0,0,0,,0,0.0%,
2,1995,1995-09-10,2,23.058,CAR,@,BUF,L 9-31,,,0,0,,0,0.0%,
3,1995,1995-09-17,3,23.065,CAR,,STL,L 10-31,,,0,0,,0,0.0%,
4,1995,1995-10-01,4,23.079,CAR,,TAM,L 13-20,,1,1,10,10.00,0,100.0%,10.00
5,1995,1995-10-08,5,23.086,CAR,@,CHI,L 27-31,,1,1,10,10.00,0,100.0%,10.00
6,1995,1995-10-15,6,23.093,CAR,,NYJ,W 26-15,,,0,0,,0,0.0%,
7,1995,1995-10-22,7,23.100,CAR,,NOR,W 20-3,,,0,0,,0,0.0%,
8,1995,1995-10-29,8,23.107,CAR,@,NWE,W 20-17,,,0,0,,0,0.0%,
9,1995,1995-11-26,12,23.135,CAR,@,NOR,L 26-34,,1,0,0,,0,0.0%,0.00
10,1995,1995-12-03,13,23.142,CAR,,IND,W 13-10,,2,1,12,12.00,0,50.0%,6.00
11,1996,1996-10-27,8,24.105,CAR,@,PHI,L 9-20,,,,,,,0.0%,
12,1996,1996-11-03,9,24.112,CAR,@,ATL,L 17-20,,,,,,,0.0%,
13,1996,1996-11-10,10,24.119,CAR,,NYG,W 27-17,,,,,,,0.0%,
14,1996,1996-11-17,11,24.126,CAR,@,STL,W 20-10,,,,,,,0.0%,
15,1996,1996-11-24,12,24.133,CAR,@,HOU,W 31-6,,,,,,,0.0%,
16,1996,1996-12-01,13,24.140,CAR,,TAM,W 24-0,,,,,,,0.0%,
17,1996,1996-12-08,14,24.147,CAR,@,SFO,W 30-24,,,,,,,0.0%,
18,1996,1996-12-15,15,24.154,KAN,,IND,L 19-24,,,,,,,0.0%,
19,1996,1996-12-22,16,24.161,CAR,,PIT,W 18-14,,,,,,,0.0%,
20,1997,1997-08-31,1,25.048,CAR,,WAS,L 10-24,,,,,,,0.0%,
21,1997,1997-09-07,2,25.055,CAR,@,ATL,W 9-6,,,,,,,0.0%,
22,1997,1997-09-14,3,25.062,CAR,@,SDG,W 26-7,,,,,,,0.0%,
23,1997,1997-09-21,4,25.069,CAR,,KAN,L 14-35,,,,,,,0.0%,
24,1997,1997-09-29,5,25.077,CAR,,SFO,L 21-34,,,,,,,0.0%,
25,1997,1997-10-12,6,25.090,CAR,@,MIN,L 14-21,,,,,,,0.0%,
26,1997,1997-10-19,7,25.097,CAR,@,NOR,W 13-0,,,,,,,0.0%,
27,1997,1997-10-26,8,25.104,CAR,,ATL,W 21-12,,,,,,,0.0%,
28,1997,1997-11-02,9,25.111,CAR,,OAK,W 38-14,,,,,,,0.0%,
29,1997,1997-11-09,10,25.118,CAR,@,DEN,L 0-34,,,,,,,0.0%,
30,1997,1997-11-16,11,25.125,CAR,@,SFO,L 19-27,,,,,,,0.0%,
31,1997,1997-11-23,12,25.132,CAR,@,STL,W 16-10,,,,,,,0.0%,
32,1997,1997-11-30,13,25.139,CAR,,NOR,L 13-16,,,,,,,0.0%,
33,1997,1997-12-08,14,25.147,CAR,@,DAL,W 23-13,,,,,,,0.0%,
34,1997,1997-12-14,15,25.153,CAR,,GNB,L 10-31,,,,,,,0.0%,
35,1997,1997-12-20,16,25.159,CAR,,STL,L 18-30,,,,,,,0.0%,
36,1998,1998-09-06,1,26.054,CAR,,ATL,L 14-19,,,,,,,0.0%,
37,1998,1998-09-13,2,26.061,CAR,@,NOR,L 14-19,,,,,,,0.0%,
38,1998,1998-09-27,3,26.075,CAR,,GNB,L 30-37,,,,,,,0.0%,
39,1998,1998-11-15,10,26.124,CAR,,MIA,L 9-13,,,,,,,0.0%,
40,1998,1998-11-22,11,26.131,CAR,@,STL,W 24-20,,,,,,,0.0%,
41,1998,1998-11-29,12,26.138,CAR,@,NYJ,L 21-48,,,,,,,0.0%,
42,1998,1998-12-06,13,26.145,CAR,,SFO,L 28-31,,,,,,,0.0%,
43,1998,1998-12-13,14,26.152,CAR,,WAS,L 25-28,,,,,,,0.0%,
44,1998,1998-12-20,15,26.159,CAR,,STL,W 20-13,,,,,,,0.0%,
45,1998,1998-12-27,16,26.166,CAR,@,IND,W 27-19,,,,,,,0.0%,
46,1999,1999-09-12,1,27.060,CAR,@,NOR,L 10-19,*,0,,,,,0.0%,
47,1999,1999-09-19,2,27.067,CAR,,JAX,L 20-22,*,0,,,,,0.0%,
48,1999,1999-09-26,3,27.074,CAR,,CIN,W 27-3,*,,,,,,0.0%,
49,1999,1999-10-03,4,27.081,CAR,@,WAS,L 36-38,*,,,,,,0.0%,
50,1999,1999-10-17,5,27.095,CAR,@,SFO,W 31-29,*,,,,,,0.0%,
51,1999,1999-12-05,12,27.144,CAR,,STL,L 21-34,*,0,,,,,0.0%,
52,1999,1999-12-12,13,27.151,CAR,@,GNB,W 33-31,*,,,,,,0.0%,
53,1999,1999-12-18,14,27.157,CAR,,SFO,W 41-24,*,,,,,,0.0%,
54,1999,1999-12-26,15,27.165,CAR,@,PIT,L 20-30,*,,,,,,0.0%,
55,1999,2000-01-02,16,27.172,CAR,,NOR,W 45-13,*,,,,,,0.0%,
56,2000,2000-09-03,1,28.051,CAR,@,WAS,L 17-20,*,0,,,,,0.0%,
57,2000,2000-09-10,2,28.058,CAR,@,SFO,W 38-22,*,0,,,,,0.0%,
58,2000,2000-09-17,3,28.065,CAR,,ATL,L 10-15,*,,,,,,0.0%,
59,2000,2000-10-01,4,28.079,CAR,,DAL,L 13-16,,,,,,,0.0%,
60,2000,2000-10-08,5,28.086,CAR,,SEA,W 26-3,,,,,,,0.0%,
61,2000,2000-10-15,6,28.093,CAR,@,NOR,L 6-24,,,,,,,0.0%,
62,2000,2000-10-22,7,28.100,CAR,,SFO,W 34-16,*,,,,,,0.0%,
63,2000,2000-10-29,8,28.107,CAR,@,ATL,L 12-13,*,,,,,,0.0%,
64,2000,2000-11-05,9,28.114,CAR,@,STL,W 27-24,*,,,,,,0.0%,
65,2000,2000-11-12,10,28.121,CAR,,NOR,L 10-20,*,0,,,,,0.0%,
66,2000,2000-11-19,11,28.128,CAR,@,MIN,L 17-31,,,,,,,0.0%,
67,2000,2000-11-27,12,28.136,CAR,,GNB,W 31-14,*,,,,,,0.0%,
68,2000,2000-12-03,13,28.142,CAR,,STL,W 16-3,,,,,,,0.0%,
69,2000,2000-12-10,14,28.149,CAR,@,KAN,L 14-15,*,0,,,,,0.0%,
70,2001,2001-09-09,1,29.057,WAS,@,SDG,L 3-30,,,,,,,0.0%,
71,2001,2001-09-24,2,29.072,WAS,@,GNB,L 0-37,*,0,,,,,0.0%,
72,2001,2001-09-30,3,29.078,WAS,,KAN,L 13-45,*,,,,,,0.0%,
73,2001,2001-10-07,4,29.085,WAS,@,NYG,L 9-23,*,0,,,,,0.0%,
74,2001,2001-10-15,5,29.093,WAS,@,DAL,L 7-9,*,,,,,,0.0%,
75,2001,2001-10-21,6,29.099,WAS,,CAR,W 17-14,,,,,,,0.0%,
76,2001,2001-10-28,7,29.106,WAS,,NYG,W 35-21,,,,,,,0.0%,
77,2001,2001-11-04,8,29.113,WAS,,SEA,W 27-14,,,,,,,0.0%,
78,2001,2001-11-18,9,29.127,WAS,@,DEN,W 17-10,,,,,,,0.0%,
79,2001,2001-12-30,15,29.169,WAS,@,NOR,W 40-10,*,1,,,,,0.0%,
80,2001,2002-01-06,16,29.176,WAS,,ARI,W 20-17,,,,,,,0.0%,
