ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2012,2012-12-02,12,25.361,SFO,@,STL,L 13-16,,0.0,0,0,0,0,0
2,2012,2012-12-09,13,26.002,SFO,,MIA,W 27-13,,0.0,0,0,0,0,0
3,2012,2012-12-16,14,26.009,SFO,@,NWE,W 41-34,,0.0,0,0,0,0,0
4,2012,2012-12-23,15,26.016,SFO,@,SEA,L 13-42,,0.0,0,0,0,0,0
5,2012,2012-12-30,16,26.023,SFO,,ARI,W 27-13,,0.0,1,0,0,0,0
6,2013,2013-09-08,1,26.275,SFO,,GNB,W 34-28,,,,,,,
7,2013,2013-09-15,2,26.282,SFO,@,SEA,L 3-29,,0.0,1,0,0,0,0
8,2013,2013-09-22,3,26.289,SFO,,IND,L 7-27,,0.0,1,0,0,0,0
9,2013,2013-09-26,4,26.293,SFO,@,STL,W 35-11,*,0.0,6,1,0,0,0
10,2013,2013-10-06,5,26.303,SFO,,HOU,W 34-3,*,0.0,13,0,0,0,0
11,2013,2013-10-13,6,26.310,SFO,,ARI,W 32-20,,0.0,0,1,0,0,0
12,2013,2013-10-20,7,26.317,SFO,@,TEN,W 31-17,,0.0,1,0,0,0,0
13,2013,2013-10-27,8,26.324,SFO,@,JAX,W 42-10,,0.0,1,0,0,0,0
14,2013,2013-11-10,9,26.338,SFO,,CAR,L 9-10,,0.0,2,0,0,0,0
15,2013,2013-11-17,10,26.345,SFO,@,NOR,L 20-23,,,,,,,
16,2013,2013-11-25,11,26.353,SFO,@,WAS,W 27-6,,0.0,1,0,0,0,0
17,2013,2013-12-01,12,26.359,SFO,,STL,W 23-13,,0.0,4,0,0,0,0
18,2013,2013-12-08,13,27.001,SFO,,SEA,W 19-17,,,,,,,
19,2013,2013-12-15,14,27.008,SFO,@,TAM,W 33-14,,0.0,1,0,0,0,0
20,2013,2013-12-23,15,27.016,SFO,,ATL,W 34-24,,0.0,1,0,0,0,0
21,2013,2013-12-29,16,27.022,SFO,@,ARI,W 23-20,,,,,,,
22,2014,2014-09-07,1,27.274,SFO,@,DAL,W 28-17,*,0.0,4,1,0,0,0
23,2014,2014-09-14,2,27.281,SFO,,CHI,L 20-28,*,0.0,2,1,0,0,0
24,2014,2014-09-21,3,27.288,SFO,@,ARI,L 14-23,*,0.0,5,1,0,0,0
25,2014,2014-09-28,4,27.295,SFO,,PHI,W 26-21,*,0.0,1,0,0,0,0
26,2014,2014-10-05,5,27.302,SFO,,KAN,W 22-17,*,0.0,3,2,0,0,0
27,2014,2014-10-13,6,27.310,SFO,@,STL,W 31-17,*,0.0,4,2,0,0,0
28,2014,2014-10-19,7,27.316,SFO,@,DEN,L 17-42,*,0.0,7,0,0,0,0
29,2014,2014-11-02,8,27.330,SFO,,STL,L 10-13,*,0.0,3,2,0,0,0
30,2014,2014-11-09,9,27.337,SFO,@,NOR,W 27-24,*,0.0,3,3,0,0,0
31,2014,2014-11-16,10,27.344,SFO,@,NYG,W 16-10,*,0.0,4,3,1,1,0
32,2014,2014-11-23,11,27.351,SFO,,WAS,W 17-13,*,0.0,4,0,0,0,0
33,2014,2014-11-27,12,27.355,SFO,,SEA,L 3-19,*,0.0,5,0,0,0,0
34,2014,2014-12-07,13,28.000,SFO,@,OAK,L 13-24,*,0.0,3,2,0,0,0
35,2014,2014-12-14,14,28.007,SFO,@,SEA,L 7-17,*,0.0,3,1,0,0,0
36,2014,2014-12-20,15,28.013,SFO,,SDG,L 35-38,*,0.0,8,1,0,0,0
37,2014,2014-12-28,16,28.021,SFO,,ARI,W 20-17,*,0.0,8,1,1,0,0
38,2015,2015-09-14,1,28.281,SFO,,MIN,W 20-3,*,0.0,3,0,0,0,0
39,2015,2015-09-20,2,28.287,SFO,@,PIT,L 18-43,*,0.0,5,0,0,0,0
40,2015,2015-09-27,3,28.294,SFO,@,ARI,L 7-47,*,0.0,3,1,0,0,0
41,2015,2015-10-04,4,28.301,SFO,,GNB,L 3-17,*,0.0,6,3,0,0,0
42,2015,2015-10-11,5,28.308,SFO,@,NYG,L 27-30,*,0.0,11,5,0,0,0
43,2015,2015-10-18,6,28.315,SFO,,BAL,W 25-20,*,0.0,11,2,1,0,0
