ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
26,2009,2009-11-23,10,23.279,TEN,@,HOU,W 20-17,,0,0,,0,4,176,44.00,0
27,2009,2009-11-29,11,23.285,TEN,,ARI,W 20-17,,0,0,,0,4,184,46.00,0
28,2009,2009-12-06,12,23.292,TEN,@,IND,L 17-27,,0,0,,0,2,78,39.00,0
29,2009,2009-12-13,13,23.299,TEN,,STL,W 47-7,,0,0,,0,3,115,38.33,0
30,2009,2009-12-20,14,23.306,TEN,,MIA,W 27-24,,0,0,,0,5,244,48.80,0
31,2009,2009-12-25,15,23.311,TEN,,SDG,L 17-42,,0,0,,0,3,125,41.67,0
32,2009,2010-01-03,16,23.320,TEN,@,SEA,W 17-13,,0,0,,0,4,214,53.50,0
33,2010,2010-09-12,1,24.207,TEN,,OAK,W 38-13,,0,0,,0,4,200,50.00,0
34,2010,2010-09-19,2,24.214,TEN,,PIT,L 11-19,,0,0,,0,5,244,48.80,0
35,2010,2010-09-26,3,24.221,TEN,@,NYG,W 29-10,,0,0,,0,5,214,42.80,0
36,2010,2010-10-03,4,24.228,TEN,,DEN,L 20-26,,0,0,,0,6,245,40.83,0
37,2010,2010-10-10,5,24.235,TEN,@,DAL,W 34-27,,0,0,,0,5,174,34.80,0
38,2010,2010-10-18,6,24.243,TEN,@,JAX,W 30-3,,0,0,,0,2,98,49.00,0
39,2010,2010-10-24,7,24.249,TEN,,PHI,W 37-19,,0,0,,0,4,192,48.00,0
40,2010,2010-10-31,8,24.256,TEN,@,SDG,L 25-33,,0,0,,0,6,279,46.50,0
41,2010,2010-11-14,9,24.270,TEN,@,MIA,L 17-29,,0,0,,0,5,209,41.80,0
42,2010,2010-11-21,10,24.277,TEN,,WAS,L 16-19,,0,0,,0,5,169,33.80,0
43,2010,2010-11-28,11,24.284,TEN,@,HOU,L 0-20,,0,0,,0,7,328,46.86,0
44,2010,2010-12-05,12,24.291,TEN,,JAX,L 6-17,,0,0,,0,2,72,36.00,0
45,2010,2010-12-09,13,24.295,TEN,,IND,L 28-30,,1,0,0.00,0,4,165,41.25,0
46,2010,2010-12-19,14,24.305,TEN,,HOU,W 31-17,,0,0,,0,4,150,37.50,0
47,2010,2010-12-26,15,24.312,TEN,@,KAN,L 14-34,,0,0,,0,8,352,44.00,0
48,2010,2011-01-02,16,24.319,TEN,@,IND,L 20-23,,0,0,,0,5,211,42.20,0
49,2011,2011-09-11,1,25.206,TEN,@,JAX,L 14-16,,0,0,,0,7,291,41.57,0
50,2011,2011-09-18,2,25.213,TEN,,BAL,W 26-13,,0,0,,0,3,119,39.67,0
51,2011,2011-09-25,3,25.220,TEN,,DEN,W 17-14,,1,21,21.00,0,4,176,44.00,0
52,2011,2011-10-02,4,25.227,TEN,@,CLE,W 31-13,,0,0,,0,6,237,39.50,0
53,2011,2011-10-09,5,25.234,TEN,@,PIT,L 17-38,,0,0,,0,4,169,42.25,0
54,2011,2011-10-23,6,25.248,TEN,,HOU,L 7-41,,0,0,,0,7,319,45.57,0
55,2011,2011-10-30,7,25.255,TEN,,IND,W 27-10,,0,0,,0,8,330,41.25,0
56,2011,2011-11-06,8,25.262,TEN,,CIN,L 17-24,,0,0,,0,7,320,45.71,0
57,2011,2011-11-13,9,25.269,TEN,@,CAR,W 30-3,,0,0,,0,5,221,44.20,0
58,2011,2011-11-20,10,25.276,TEN,@,ATL,L 17-23,,0,0,,0,5,225,45.00,0
59,2011,2011-11-27,11,25.283,TEN,,TAM,W 23-17,,0,0,,0,3,88,29.33,0
60,2011,2011-12-04,12,25.290,TEN,@,BUF,W 23-17,,0,0,,0,5,239,47.80,0
61,2011,2011-12-11,13,25.297,TEN,,NOR,L 17-22,,0,0,,0,5,226,45.20,0
62,2011,2011-12-18,14,25.304,TEN,@,IND,L 13-27,,0,0,,0,7,329,47.00,0
63,2011,2011-12-24,15,25.310,TEN,,JAX,W 23-17,,0,0,,0,4,172,43.00,0
64,2011,2012-01-01,16,25.318,TEN,@,HOU,W 23-22,,0,0,,0,6,286,47.67,0
65,2012,2012-09-09,1,26.205,TEN,,NWE,L 13-34,,0,0,,0,4,209,52.25,0
66,2012,2012-09-16,2,26.212,TEN,@,SDG,L 10-38,,0,0,,0,7,361,51.57,0
67,2012,2012-09-23,3,26.219,TEN,,DET,W 44-41,,0,0,,0,1,41,41.00,0
68,2012,2012-09-30,4,26.226,TEN,@,HOU,L 14-38,,0,0,,0,7,326,46.57,0
69,2012,2012-10-07,5,26.233,TEN,@,MIN,L 7-30,,0,0,,0,6,256,42.67,0
70,2012,2012-10-11,6,26.237,TEN,,PIT,W 26-23,,0,0,,0,5,261,52.20,0
71,2012,2012-10-21,7,26.247,TEN,@,BUF,W 35-34,,0,0,,0,3,124,41.33,0
72,2012,2012-10-28,8,26.254,TEN,,IND,L 13-19,,0,0,,0,3,130,43.33,0
73,2012,2012-11-04,9,26.261,TEN,,CHI,L 20-51,,0,0,,0,6,299,49.83,1
74,2012,2012-11-11,10,26.268,TEN,@,MIA,W 37-3,,0,0,,0,4,208,52.00,0
75,2012,2012-11-25,11,26.282,TEN,@,JAX,L 19-24,,0,0,,0,4,201,50.25,0
76,2012,2012-12-02,12,26.289,TEN,,HOU,L 10-24,,0,0,,0,6,303,50.50,0
77,2012,2012-12-09,13,26.296,TEN,@,IND,L 23-27,,0,0,,0,3,165,55.00,0
78,2012,2012-12-17,14,26.304,TEN,,NYJ,W 14-10,,0,0,,0,10,391,39.10,0
79,2012,2012-12-23,15,26.310,TEN,@,GNB,L 7-55,,0,0,,0,8,376,47.00,0
80,2012,2012-12-30,16,26.317,TEN,,JAX,W 38-20,,0,0,,0,4,204,51.00,1
81,2013,2013-09-08,1,27.203,TEN,@,PIT,W 16-9,,0,0,,0,5,208,41.60,0
82,2013,2013-09-15,2,27.210,TEN,@,HOU,L 24-30,,0,0,,0,8,382,47.75,0
83,2013,2013-09-22,3,27.217,TEN,,SDG,W 20-17,,1,0,0.00,0,3,140,46.67,0
84,2013,2013-09-29,4,27.224,TEN,,NYJ,W 38-13,,0,0,,0,7,293,41.86,0
85,2013,2013-10-06,5,27.231,TEN,,KAN,L 17-26,,0,0,,0,6,272,45.33,0
86,2013,2013-10-13,6,27.238,TEN,@,SEA,L 13-20,,1,0,0.00,0,4,140,35.00,0
87,2013,2013-10-20,7,27.245,TEN,,SFO,L 17-31,,0,0,,0,6,263,43.83,0
88,2013,2013-11-03,8,27.259,TEN,@,STL,W 28-21,,0,0,,0,5,228,45.60,0
89,2013,2013-11-10,9,27.266,TEN,,JAX,L 27-29,,0,0,,0,5,219,43.80,0
90,2013,2013-11-14,10,27.270,TEN,,IND,L 27-30,,0,0,,0,3,117,39.00,0
91,2013,2013-11-24,11,27.280,TEN,@,OAK,W 23-19,,0,0,,0,4,163,40.75,1
92,2013,2013-12-01,12,27.287,TEN,@,IND,L 14-22,,0,0,,0,6,222,37.00,0
93,2013,2013-12-08,13,27.294,TEN,@,DEN,L 28-51,,0,0,,0,4,201,50.25,0
94,2013,2013-12-15,14,27.301,TEN,,ARI,L 34-37,,0,0,,0,3,145,48.33,0
95,2013,2013-12-22,15,27.308,TEN,@,JAX,W 20-16,,0,0,,0,3,140,46.67,0
96,2013,2013-12-29,16,27.315,TEN,,HOU,W 16-10,,0,0,,0,6,253,42.17,0
97,2014,2014-09-07,1,28.202,TEN,@,KAN,W 26-10,,0,0,,0,6,304,50.67,0
98,2014,2014-09-14,2,28.209,TEN,,DAL,L 10-26,,0,0,,0,5,225,45.00,0
99,2014,2014-09-21,3,28.216,TEN,@,CIN,L 7-33,,0,0,,0,4,141,35.25,0
100,2014,2014-09-28,4,28.223,TEN,@,IND,L 17-41,,0,0,,0,6,265,44.17,0
101,2014,2014-10-05,5,28.230,TEN,,CLE,L 28-29,,0,0,,0,4,188,47.00,1
102,2014,2014-10-12,6,28.237,TEN,,JAX,W 16-14,,0,0,,0,5,249,49.80,0
103,2014,2014-10-19,7,28.244,TEN,@,WAS,L 17-19,,0,0,,0,5,196,39.20,0
104,2014,2014-10-26,8,28.251,TEN,,HOU,L 16-30,,0,0,,0,6,310,51.67,0
105,2014,2014-11-09,9,28.265,TEN,@,BAL,L 7-21,,0,0,,0,8,414,51.75,0
106,2014,2014-11-17,10,28.273,TEN,,PIT,L 24-27,,0,0,,0,4,141,35.25,0
107,2014,2014-11-23,11,28.279,TEN,@,PHI,L 24-43,,0,0,,0,6,294,49.00,0
108,2014,2014-11-30,12,28.286,TEN,@,HOU,L 21-45,,0,0,,0,5,226,45.20,0
109,2014,2014-12-07,13,28.293,TEN,,NYG,L 7-36,,0,0,,0,6,284,47.33,0
110,2014,2014-12-14,14,28.300,TEN,,NYJ,L 11-16,,0,0,,0,6,295,49.17,0
111,2014,2014-12-18,15,28.304,TEN,@,JAX,L 13-21,,0,0,,0,5,203,40.60,0
112,2014,2014-12-28,16,28.314,TEN,,IND,L 10-27,,0,0,,0,7,383,54.71,0
113,2015,2015-09-13,1,29.208,TEN,@,TAM,W 42-14,,0,0,,0,4,189,47.25,0
114,2015,2015-09-20,2,29.215,TEN,@,CLE,L 14-28,,0,0,,0,6,298,49.67,0
115,2015,2015-09-27,3,29.222,TEN,,IND,L 33-35,,0,0,,0,5,212,42.40,0
116,2015,2015-10-11,4,29.236,TEN,,BUF,L 13-14,,0,0,,0,6,251,41.83,0
117,2015,2015-10-18,5,29.243,TEN,,MIA,L 10-38,,0,0,,0,3,125,41.67,0
118,2015,2015-10-25,6,29.250,TEN,,ATL,L 7-10,,0,0,,0,7,305,43.57,0
119,2015,2015-11-01,7,29.257,TEN,@,HOU,L 6-20,,0,0,,0,7,349,49.86,0
120,2015,2015-11-08,8,29.264,TEN,@,NOR,W 34-28,,0,0,,0,5,253,50.60,0
121,2015,2015-11-15,9,29.271,TEN,,CAR,L 10-27,,0,0,,0,5,259,51.80,0
122,2015,2015-11-19,10,29.275,TEN,@,JAX,L 13-19,,0,0,,0,5,226,45.20,0
123,2015,2015-11-29,11,29.285,TEN,,OAK,L 21-24,,0,0,,0,6,287,47.83,0
124,2015,2015-12-06,12,29.292,TEN,,JAX,W 42-39,,0,0,,0,3,133,44.33,0
125,2015,2015-12-13,13,29.299,TEN,@,NYJ,L 8-30,,0,0,,0,6,289,48.17,0
126,2015,2015-12-20,14,29.306,TEN,@,NWE,L 16-33,,0,0,,0,5,272,54.40,0
127,2015,2015-12-27,15,29.313,TEN,,HOU,L 6-34,,0,0,,0,9,427,47.44,0
128,2015,2016-01-03,16,29.320,TEN,@,IND,L 24-30,,0,0,,0,6,300,50.00,0
129,2016,2016-09-11,1,30.207,TEN,,MIN,L 16-25,,0,0,,0,5,231,46.20,0
130,2016,2016-09-18,2,30.214,TEN,@,DET,W 16-15,,0,0,,0,3,142,47.33,0
131,2016,2016-09-25,3,30.221,TEN,,OAK,L 10-17,,0,0,,0,6,311,51.83,0
132,2016,2016-10-02,4,30.228,TEN,@,HOU,L 20-27,,0,0,,0,5,257,51.40,0
133,2016,2016-10-09,5,30.235,TEN,@,MIA,W 30-17,,0,0,,0,5,175,35.00,0
134,2016,2016-10-16,6,30.242,TEN,,CLE,W 28-26,,0,0,,0,5,225,45.00,0
135,2016,2016-10-23,7,30.249,TEN,,IND,L 26-34,,0,0,,0,4,188,47.00,0
136,2016,2016-10-27,8,30.253,TEN,,JAX,W 36-22,,0,0,,0,4,155,38.75,0
137,2016,2016-11-06,9,30.263,TEN,@,SDG,L 35-43,,0,0,,0,4,182,45.50,0
138,2016,2016-11-13,10,30.270,TEN,,GNB,W 47-25,,0,0,,0,4,166,41.50,0
139,2016,2016-11-20,11,30.277,TEN,@,IND,L 17-24,,0,0,,0,5,219,43.80,0
140,2016,2016-11-27,12,30.284,TEN,@,CHI,W 27-21,,0,0,,0,4,177,44.25,0
141,2016,2016-12-11,13,30.298,TEN,,DEN,W 13-10,,0,0,,0,7,308,44.00,0
142,2016,2016-12-18,14,30.305,TEN,@,KAN,W 19-17,,0,0,,0,4,142,35.50,0
143,2016,2016-12-24,15,30.311,TEN,@,JAX,L 17-38,,0,0,,0,7,313,44.71,0
144,2016,2017-01-01,16,30.319,TEN,,HOU,W 24-17,,0,0,,0,5,211,42.20,0
145,2017,2017-09-10,1,31.205,TEN,,OAK,L 16-26,,0,0,,0,4,188,47.00,0
146,2017,2017-09-17,2,31.212,TEN,@,JAX,W 37-16,,0,0,,0,3,125,41.67,0
147,2017,2017-09-24,3,31.219,TEN,,SEA,W 33-27,,0,0,,0,6,341,56.83,0
148,2017,2017-10-01,4,31.226,TEN,@,HOU,L 14-57,,0,0,,0,5,246,49.20,0
149,2017,2017-10-08,5,31.233,TEN,@,MIA,L 10-16,,0,0,,0,10,549,54.90,0
150,2017,2017-10-16,6,31.241,TEN,,IND,W 36-22,,0,0,,0,1,44,44.00,0
151,2017,2017-10-22,7,31.247,TEN,@,CLE,W 12-9,,0,0,,0,4,208,52.00,0
152,2017,2017-11-05,8,31.261,TEN,,BAL,W 23-20,,0,0,,0,5,256,51.20,0
153,2017,2017-11-12,9,31.268,TEN,,CIN,W 24-20,,0,0,,0,6,339,56.50,0
154,2017,2017-11-16,10,31.272,TEN,@,PIT,L 17-40,,0,0,,0,3,142,47.33,0
155,2017,2017-11-26,11,31.282,TEN,@,IND,W 20-16,,0,0,,0,3,139,46.33,0
156,2017,2017-12-03,12,31.289,TEN,,HOU,W 24-13,,0,0,,0,4,199,49.75,0
157,2017,2017-12-10,13,31.296,TEN,@,ARI,L 7-12,,0,0,,0,6,313,52.17,0
158,2017,2017-12-17,14,31.303,TEN,@,SFO,L 23-25,,0,0,,0,2,111,55.50,0
159,2017,2017-12-24,15,31.310,TEN,,LAR,L 23-27,,0,0,,0,4,145,36.25,0
160,2017,2017-12-31,16,31.317,TEN,,JAX,W 15-10,,0,0,,0,9,383,42.56,0
161,2018,2018-09-09,1,32.204,TEN,@,MIA,L 20-27,,0,0,,0,4,179,44.75,0
162,2018,2018-09-16,2,32.211,TEN,,HOU,W 20-17,,0,0,,0,5,261,52.20,0
163,2018,2018-09-23,3,32.218,TEN,@,JAX,W 9-6,,0,0,,0,6,280,46.67,0
