ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2008,2008-09-08,1,22.204,DEN,@,OAK,W 41-14,,0,0,,0,2,80,40.00,0
2,2008,2008-09-14,2,22.210,DEN,,SDG,W 39-38,,0,0,,0,3,161,53.67,0
3,2008,2008-09-21,3,22.217,DEN,,NOR,W 34-32,,0,0,,0,2,105,52.50,0
4,2008,2008-09-28,4,22.224,DEN,@,KAN,L 19-33,,0,0,,0,2,77,38.50,0
5,2008,2008-10-05,5,22.231,DEN,,TAM,W 16-13,,0,0,,0,5,248,49.60,0
6,2008,2008-10-12,6,22.238,DEN,,JAX,L 17-24,,0,0,,0,4,192,48.00,0
7,2008,2008-10-20,7,22.246,DEN,@,NWE,L 7-41,,0,0,,0,5,243,48.60,0
8,2008,2008-11-02,8,22.259,DEN,,MIA,L 17-26,,0,0,,0,4,185,46.25,0
9,2008,2008-11-06,9,22.263,DEN,@,CLE,W 34-30,,0,0,,0,1,29,29.00,0
10,2008,2008-11-16,10,22.273,DEN,@,ATL,W 24-20,,0,0,,0,3,127,42.33,0
11,2008,2008-11-23,11,22.280,DEN,,OAK,L 10-31,,0,0,,0,2,112,56.00,0
12,2008,2008-11-30,12,22.287,DEN,@,NYJ,W 34-17,,0,0,,0,5,214,42.80,0
13,2008,2008-12-07,13,22.294,DEN,,KAN,W 24-17,,0,0,,0,1,52,52.00,0
14,2008,2008-12-14,14,22.301,DEN,@,CAR,L 10-30,,0,0,,0,5,241,48.20,0
15,2008,2008-12-21,15,22.308,DEN,,BUF,L 23-30,,,,,,,,,
16,2008,2008-12-28,16,22.315,DEN,@,SDG,L 21-52,,0,0,,0,2,84,42.00,0
17,2009,2009-09-13,1,23.208,DEN,@,CIN,W 12-7,,0,0,,0,8,340,42.50,0
18,2009,2009-09-20,2,23.215,DEN,,CLE,W 27-6,,0,0,,0,2,109,54.50,0
19,2009,2009-09-27,3,23.222,DEN,@,OAK,W 23-3,,0,0,,0,2,81,40.50,0
20,2009,2009-10-04,4,23.229,DEN,,DAL,W 17-10,,0,0,,0,6,305,50.83,0
21,2009,2009-10-11,5,23.236,DEN,,NWE,W 20-17,,0,0,,0,5,231,46.20,0
22,2009,2009-10-19,6,23.244,DEN,@,SDG,W 34-23,,0,0,,0,4,179,44.75,0
23,2009,2009-11-01,7,23.257,TEN,,JAX,W 30-13,,0,0,,0,4,193,48.25,0
24,2009,2009-11-08,8,23.264,TEN,@,SFO,W 34-27,,0,0,,0,5,217,43.40,0
25,2009,2009-11-15,9,23.271,TEN,,BUF,W 41-17,,0,0,,0,3,119,39.67,0
