ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,22.259,KAN,@,SDG,L 14-21,0,0,,0,3,-2,-0.67,0,0,0,0,0,0
2,1971,1971-09-26,2,22.266,KAN,@,HOU,W 20-16,1,25,25.00,0,0,0,,0,0,0,0,0,0
3,1971,1971-10-10,4,22.280,KAN,,SDG,W 31-10,,,,,,,,,,,,,
4,1971,1971-10-18,5,22.288,KAN,,PIT,W 38-16,1,11,11.00,0,0,0,,0,0,0,0,0,0
5,1971,1971-10-24,6,22.294,KAN,,WAS,W 27-20,,,,,,,,,,,,,
6,1971,1971-10-31,7,22.301,KAN,@,OAK,T 20-20,0,0,,0,1,0,0.00,0,0,0,0,0,0
7,1971,1971-11-07,8,22.308,KAN,@,NYJ,L 10-13,2,35,17.50,0,1,0,0.00,0,0,0,0,0,0
8,1972,1972-09-17,1,23.258,KAN,,MIA,L 10-20,0,0,,0,0,0,,0,0,0,1,0,0
9,1972,1972-09-25,2,23.266,KAN,@,NOR,W 20-17,,,,,,,,,,,,,
10,1972,1972-10-01,3,23.272,KAN,@,DEN,W 45-24,0,0,,0,0,0,,0,0,0,1,0,0
11,1972,1972-10-08,4,23.279,KAN,@,CLE,W 31-7,0,0,,0,0,0,,0,0,0,2,35,0
12,1972,1972-10-15,5,23.286,KAN,,CIN,L 16-23,,,,,,,,,,,,,
13,1972,1972-10-22,6,23.293,KAN,,PHI,L 20-21,0,0,,0,0,0,,0,0,0,1,0,0
14,1972,1972-10-29,7,23.300,KAN,@,SDG,W 26-14,,,,,,,,,,,,,
15,1972,1972-11-05,8,23.307,KAN,,OAK,W 27-14,,,,,,,,,,,,,
16,1972,1972-11-12,9,23.314,KAN,@,PIT,L 7-16,0,0,,0,0,0,,0,0,0,1,12,0
17,1972,1972-11-19,10,23.321,KAN,,SDG,L 17-27,,,,,,,,,,,,,
18,1972,1972-11-26,11,23.328,KAN,@,OAK,L 3-26,,,,,,,,,,,,,
19,1972,1972-12-03,12,23.335,KAN,,DEN,W 24-21,,,,,,,,,,,,,
20,1972,1972-12-10,13,23.342,KAN,,BAL,W 24-10,0,0,,0,0,0,,0,0,0,1,18,0
21,1972,1972-12-17,14,23.349,KAN,@,ATL,W 17-14,0,0,,0,0,0,,0,0,0,1,0,0
22,1973,1973-09-16,1,24.256,KAN,,RAM,L 13-23,,,,,,,,,,,,,
23,1973,1973-09-23,2,24.263,KAN,@,NWE,W 10-7,,,,,,,,,,,0,19,0
24,1973,1973-09-30,3,24.270,KAN,,OAK,W 16-3,0,0,,0,0,0,,0,0,0,1,12,0
25,1973,1973-10-07,4,24.277,KAN,,DEN,W 16-14,,,,,,,,,,,,,
26,1973,1973-10-14,5,24.284,KAN,@,GNB,T 10-10,,,,,,,,,,,,,
27,1973,1973-10-21,6,24.291,KAN,@,CIN,L 6-14,,,,,,,,,,,,,
28,1973,1973-10-29,7,24.299,KAN,@,BUF,L 14-23,,,,,,,,,,,,,
29,1973,1973-11-04,8,24.305,KAN,@,SDG,W 19-0,,,,,,,,,,,,,
30,1973,1973-11-12,9,24.313,KAN,,CHI,W 19-7,,,,,,,,,,,,,
31,1973,1973-11-18,10,24.319,KAN,,HOU,W 38-14,,,,,,,,,,,,,
32,1973,1973-11-25,11,24.326,KAN,@,DEN,L 10-14,0,0,,0,0,0,,0,0,0,1,27,0
33,1973,1973-12-02,12,24.333,KAN,,CLE,T 20-20,0,0,,0,0,0,,0,0,0,1,0,0
34,1973,1973-12-08,13,24.339,KAN,@,OAK,L 7-37,,,,,,,,,,,,,
35,1973,1973-12-16,14,24.347,KAN,,SDG,W 33-6,,,,,,,,,,,,,
36,1974,1974-09-15,1,25.255,KAN,,NYJ,W 24-16,0,0,,0,0,0,,0,0,0,1,6,0
37,1974,1974-09-22,2,25.262,KAN,@,OAK,L 7-27,,,,,,,,,,,,,
38,1974,1974-09-29,3,25.269,KAN,@,HOU,W 17-7,,,,,,,,,,,,,
