ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-05,1,22.157,DAL,@,WAS,W 31-30,,,,,,
2,1983,1983-09-11,2,22.163,DAL,@,STL,W 34-17,,,,,,
3,1983,1983-09-18,3,22.170,DAL,,NYG,W 28-13,,,,,,
4,1983,1983-09-25,4,22.177,DAL,,NOR,W 21-20,,,,,,
5,1983,1983-10-02,5,22.184,DAL,@,MIN,W 37-24,,,,,,
6,1983,1983-10-09,6,22.191,DAL,,TAM,W 27-24,,,,,,
7,1983,1983-10-16,7,22.198,DAL,,PHI,W 37-7,,,,,,
8,1983,1983-10-23,8,22.205,DAL,,RAI,L 38-40,,,,,,
9,1983,1983-10-30,9,22.212,DAL,@,NYG,W 38-20,,,,,,
10,1983,1983-11-06,10,22.219,DAL,@,PHI,W 27-20,,,,,,
11,1983,1983-11-13,11,22.226,DAL,@,SDG,L 23-24,,,,,,
12,1983,1983-11-20,12,22.233,DAL,,KAN,W 41-21,0,0,2.0,0,0,0
13,1983,1983-11-24,13,22.237,DAL,,STL,W 35-17,,,,,,
14,1983,1983-12-04,14,22.247,DAL,@,SEA,W 35-10,,,,,,
15,1983,1983-12-11,15,22.254,DAL,,WAS,L 10-31,,,,,,
16,1983,1983-12-19,16,22.262,DAL,@,SFO,L 17-42,,,,,,
17,1984,1984-09-03,1,23.155,DAL,@,RAM,W 20-13,0,0,1.0,0,0,0
18,1984,1984-09-09,2,23.161,DAL,@,NYG,L 7-28,0,0,1.0,0,0,0
19,1984,1984-09-16,3,23.168,DAL,,PHI,W 23-17,,,,,,
20,1984,1984-09-23,4,23.175,DAL,,GNB,W 20-6,0,0,1.0,0,0,0
21,1984,1984-09-30,5,23.182,DAL,@,CHI,W 23-14,0,0,1.0,0,0,0
22,1984,1984-10-07,6,23.189,DAL,,STL,L 20-31,0,0,1.0,0,0,0
23,1984,1984-10-14,7,23.196,DAL,@,WAS,L 14-34,,,,,,
24,1984,1984-10-21,8,23.203,DAL,,NOR,W 30-27,,,,,,
25,1984,1984-10-28,9,23.210,DAL,,IND,W 22-3,,,,,,
26,1984,1984-11-04,10,23.217,DAL,,NYG,L 7-19,,,,,,
27,1984,1984-11-11,11,23.224,DAL,@,STL,W 24-17,0,0,1.0,0,0,0
28,1984,1984-11-18,12,23.231,DAL,@,BUF,L 3-14,0,0,1.0,0,0,0
29,1984,1984-11-22,13,23.235,DAL,,NWE,W 20-17,,,,,,
30,1984,1984-12-02,14,23.245,DAL,@,PHI,W 26-10,0,0,2.0,0,0,0
31,1984,1984-12-09,15,23.252,DAL,,WAS,L 28-30,0,0,2.5,0,0,0
32,1984,1984-12-17,16,23.260,DAL,@,MIA,L 21-28,,,,,,
33,1985,1985-09-09,1,24.161,DAL,,WAS,W 44-14,,,,,,
34,1985,1985-09-15,2,24.167,DAL,@,DET,L 21-26,0,0,1.0,0,0,0
35,1985,1985-09-22,3,24.174,DAL,,CLE,W 20-7,,,,,,
36,1985,1985-09-29,4,24.181,DAL,@,HOU,W 17-10,0,0,0.5,0,0,0
37,1985,1985-10-06,5,24.188,DAL,@,NYG,W 30-29,,,,,,
38,1985,1985-10-13,6,24.195,DAL,,PIT,W 27-13,,,,,,
39,1985,1985-10-20,7,24.202,DAL,@,PHI,L 14-16,0,0,1.0,0,0,0
40,1985,1985-10-27,8,24.209,DAL,,ATL,W 24-10,0,0,1.0,0,0,0
41,1985,1985-11-04,9,24.217,DAL,@,STL,L 10-21,,,,,,
42,1985,1985-11-10,10,24.223,DAL,@,WAS,W 13-7,0,0,5.0,0,0,0
43,1985,1985-11-17,11,24.230,DAL,,CHI,L 0-44,0,0,0.5,0,0,0
44,1985,1985-11-24,12,24.237,DAL,,PHI,W 34-17,,,,,,
45,1985,1985-11-28,13,24.241,DAL,,STL,W 35-17,,,,,,
46,1985,1985-12-08,14,24.251,DAL,@,CIN,L 24-50,,,,,,
47,1985,1985-12-15,15,24.258,DAL,,NYG,W 28-21,1,6,2.0,1,65,1
48,1985,1985-12-22,16,24.265,DAL,@,SFO,L 16-31,0,0,1.0,0,0,0
49,1986,1986-09-08,1,25.160,DAL,,NYG,W 31-28,0,0,1.0,0,0,0
50,1986,1986-09-14,2,25.166,DAL,@,DET,W 31-7,0,0,2.0,0,0,0
51,1986,1986-09-21,3,25.173,DAL,,ATL,L 35-37,,,,,,
52,1986,1986-09-29,4,25.181,DAL,@,STL,W 31-7,0,0,1.0,0,0,0
53,1986,1986-10-05,5,25.187,DAL,@,DEN,L 14-29,,,,,,
54,1986,1986-10-12,6,25.194,DAL,,WAS,W 30-6,0,0,1.0,0,0,0
55,1986,1986-10-19,7,25.201,DAL,@,PHI,W 17-14,0,0,3.5,0,0,0
56,1986,1986-10-26,8,25.208,DAL,,STL,W 37-6,,,,,,
57,1986,1986-11-02,9,25.215,DAL,@,NYG,L 14-17,,,,,,
58,1986,1986-11-09,10,25.222,DAL,,RAI,L 13-17,,,,,,
59,1986,1986-11-16,11,25.229,DAL,@,SDG,W 24-21,0,0,1.0,0,0,0
60,1986,1986-11-23,12,25.236,DAL,@,WAS,L 14-41,,,,,,
61,1986,1986-11-27,13,25.240,DAL,,SEA,L 14-31,,,,,,
62,1986,1986-12-07,14,25.250,DAL,@,RAM,L 10-29,0,0,1.0,0,0,0
63,1986,1986-12-14,15,25.257,DAL,,PHI,L 21-23,0,0,2.5,0,0,0
64,1986,1986-12-21,16,25.264,DAL,,CHI,L 10-24,0,0,1.0,0,0,0
65,1987,1987-09-13,1,26.165,DAL,@,STL,L 13-24,0,0,1.0,0,0,0
66,1987,1987-09-20,2,26.172,DAL,@,NYG,W 16-14,,,,,,
67,1987,1987-10-25,6,26.207,DAL,@,PHI,L 20-37,,,,,,
68,1987,1987-11-02,7,26.215,DAL,,NYG,W 33-24,1,6,0.0,1,26,1
69,1987,1987-11-08,8,26.221,DAL,@,DET,L 17-27,,,,,,
70,1987,1987-11-15,9,26.228,DAL,@,NWE,W 23-17,0,0,1.0,0,0,0
71,1987,1987-11-22,10,26.235,DAL,,MIA,L 14-20,,,,,,
72,1987,1987-11-26,11,26.239,DAL,,MIN,L 38-44,,,,,,
73,1987,1987-12-06,12,26.249,DAL,,ATL,L 10-21,,,,,,
74,1987,1987-12-13,13,26.256,DAL,@,WAS,L 20-24,,,,,,
75,1987,1987-12-21,14,26.264,DAL,@,RAM,W 29-21,0,0,1.0,0,0,0
76,1987,1987-12-27,15,26.270,DAL,,STL,W 21-16,0,0,2.0,0,0,0
77,1988,1988-09-04,1,27.156,DAL,@,PIT,L 21-24,,,,,,
78,1988,1988-09-12,2,27.164,DAL,@,PHO,W 17-14,0,0,1.0,0,0,0
79,1988,1988-09-18,3,27.170,DAL,,NYG,L 10-12,0,0,0.5,0,0,0
80,1988,1988-09-25,4,27.177,DAL,,ATL,W 26-20,0,0,0.5,0,0,0
81,1988,1988-10-03,5,27.185,DAL,@,NOR,L 17-20,,,,,,
82,1988,1988-10-09,6,27.191,DAL,,WAS,L 17-35,0,0,1.0,0,0,0
83,1988,1988-10-16,7,27.198,DAL,@,CHI,L 7-17,0,0,1.0,0,0,0
84,1988,1988-10-23,8,27.205,DAL,@,PHI,L 23-24,,,,,,
85,1988,1988-10-30,9,27.212,DAL,,PHO,L 10-16,,,,,,
86,1988,1988-11-06,10,27.219,DAL,@,NYG,L 21-29,0,0,0.5,0,0,0
87,1988,1988-11-13,11,27.226,DAL,,MIN,L 3-43,,,,,,
88,1988,1988-11-20,12,27.233,DAL,,CIN,L 24-38,0,0,1.0,0,0,0
89,1988,1988-11-24,13,27.237,DAL,,HOU,L 17-25,0,0,1.0,0,0,0
90,1988,1988-12-04,14,27.247,DAL,@,CLE,L 21-24,,,,,,
91,1988,1988-12-11,15,27.254,DAL,@,WAS,W 24-17,,,,,,
92,1988,1988-12-18,16,27.261,DAL,,PHI,L 7-23,,,,,,
93,1989,1989-09-10,1,28.162,DAL,@,NOR,L 0-28,0,0,1.0,0,0,0
94,1989,1989-09-17,2,28.169,DAL,@,ATL,L 21-27,,,,,,
95,1989,1989-09-24,3,28.176,DAL,,WAS,L 7-30,,,,,,
96,1989,1989-10-01,4,28.183,DAL,,NYG,L 13-30,0,0,0.5,0,0,0
97,1989,1989-10-08,5,28.190,DAL,@,GNB,L 13-31,,,,,,
98,1989,1989-10-15,6,28.197,DAL,,SFO,L 14-31,,,,,,
99,1989,1989-10-22,7,28.204,DAL,@,KAN,L 28-36,,,,,,
100,1989,1989-10-29,8,28.211,DAL,,PHO,L 10-19,0,0,2.0,0,0,0
101,1989,1989-11-05,9,28.218,DAL,@,WAS,W 13-3,,,,,,
102,1989,1989-11-12,10,28.225,DAL,@,PHO,L 20-24,0,0,1.0,0,0,0
103,1989,1989-11-19,11,28.232,DAL,,MIA,L 14-17,0,0,1.5,0,0,0
104,1989,1989-11-23,12,28.236,DAL,,PHI,L 0-27,,,,,,
105,1989,1989-12-03,13,28.246,DAL,,RAM,L 31-35,0,0,0.5,0,0,0
106,1989,1989-12-10,14,28.253,DAL,@,PHI,L 10-20,0,0,2.0,0,0,0
107,1989,1989-12-16,15,28.259,DAL,@,NYG,L 0-15,,,,,,
108,1989,1989-12-24,16,28.267,DAL,,GNB,L 10-20,0,0,3.0,0,0,0
109,1990,1990-09-09,1,29.161,DAL,,SDG,W 17-14,0,0,0.5,0,0,0
110,1990,1990-09-16,2,29.168,DAL,,NYG,L 7-28,,,,,,
111,1990,1990-09-23,3,29.175,DAL,@,WAS,L 15-19,,,,,,
112,1990,1990-09-30,4,29.182,DAL,@,NYG,L 17-31,0,0,1.0,0,0,0
113,1990,1990-10-07,5,29.189,DAL,,TAM,W 14-10,,,,,,
114,1990,1990-10-14,6,29.196,DAL,@,PHO,L 3-20,,,,,,
115,1990,1990-10-21,7,29.203,DAL,@,TAM,W 17-13,0,0,1.0,0,0,0
116,1990,1990-10-28,8,29.210,DAL,,PHI,L 20-21,,,,,,
117,1990,1990-11-04,9,29.217,DAL,@,NYJ,L 9-24,,,,,,
118,1990,1990-11-11,10,29.224,DAL,,SFO,L 6-24,,,,,,
119,1990,1990-11-18,11,29.231,DAL,@,RAM,W 24-21,0,0,1.0,0,0,0
120,1990,1990-11-22,12,29.235,DAL,,WAS,W 27-17,,,,,,
121,1990,1990-12-02,13,29.245,DAL,,NOR,W 17-13,,,,,,
122,1990,1990-12-16,14,29.259,DAL,,PHO,W 41-10,,,,,,
123,1990,1990-12-23,15,29.266,DAL,@,PHI,L 3-17,,,,,,
124,1990,1990-12-30,16,29.273,DAL,@,ATL,L 7-26,,,,,,
125,1991,1991-09-01,1,30.153,DAL,@,CLE,W 26-14,,,,,,
126,1991,1991-09-09,2,30.161,DAL,,WAS,L 31-33,,,,,,
127,1991,1991-09-15,3,30.167,DAL,,PHI,L 0-24,,,,,,
128,1991,1991-09-22,4,30.174,DAL,@,PHO,W 17-9,0,0,1.0,0,0,0
129,1991,1991-09-29,5,30.181,DAL,,NYG,W 21-16,,,,,,
130,1991,1991-10-06,6,30.188,DAL,@,GNB,W 20-17,0,0,1.0,0,0,0
131,1991,1991-10-13,7,30.195,DAL,,CIN,W 35-23,,,,,,
132,1991,1991-10-27,8,30.209,DAL,@,DET,L 10-34,,,,,,
133,1991,1991-11-03,9,30.216,DAL,,PHO,W 27-7,,,,,,
134,1991,1991-11-10,10,30.223,DAL,@,HOU,L 23-26,,,,,,
135,1991,1991-11-17,11,30.230,DAL,@,NYG,L 9-22,0,0,1.0,0,0,0
136,1991,1991-11-24,12,30.237,DAL,@,WAS,W 24-21,,,,,,
137,1991,1991-11-28,13,30.241,DAL,,PIT,W 20-10,,,,,,
138,1991,1991-12-08,14,30.251,DAL,,NOR,W 23-14,0,0,1.0,0,0,0
139,1991,1991-12-15,15,30.258,DAL,@,PHI,W 25-13,,,,,,
140,1991,1991-12-22,16,30.265,DAL,,ATL,W 31-27,,,,,,
141,1992,1992-09-07,1,31.159,DAL,,WAS,W 23-10,,,,,,
142,1992,1992-09-13,2,31.165,DAL,@,NYG,W 34-28,,,,,,
143,1992,1992-09-20,3,31.172,DAL,,PHO,W 31-20,,,,,,
144,1992,1992-10-05,4,31.187,DAL,@,PHI,L 7-31,,,,,,
145,1992,1992-10-11,5,31.193,DAL,,SEA,W 27-0,0,0,2.0,0,0,0
146,1992,1992-10-18,6,31.200,DAL,,KAN,W 17-10,,,,,,
