ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-03,1,23.222,SFO,@,CLE,L 7-24,,,,
2,1978,1978-09-10,2,23.229,SFO,,CHI,L 13-16,,,,
3,1978,1978-09-17,3,23.236,SFO,@,HOU,L 19-20,,,,
4,1978,1978-09-24,4,23.243,SFO,@,NYG,L 10-27,,,,
5,1978,1978-10-01,5,23.250,SFO,,CIN,W 28-12,,,,
6,1978,1978-10-08,6,23.257,SFO,@,RAM,L 10-27,1,4,4.00,0
7,1978,1978-10-15,7,23.264,SFO,,NOR,L 7-14,2,33,16.50,0
8,1978,1978-10-22,8,23.271,SFO,,ATL,L 17-20,,,,
9,1978,1978-10-29,9,23.278,SFO,@,WAS,L 20-38,,,,
10,1978,1978-11-05,10,23.285,SFO,@,ATL,L 10-21,,,,
11,1978,1978-11-12,11,23.292,SFO,,STL,L 10-16,,,,
12,1978,1978-11-19,12,23.299,SFO,,RAM,L 28-31,1,16,16.00,0
13,1978,1978-11-27,13,23.307,SFO,,PIT,L 7-24,,,,
14,1978,1978-12-10,15,23.320,SFO,,TAM,W 6-3,,,,
15,1978,1978-12-17,16,23.327,SFO,@,DET,L 14-33,,,,
16,1980,1980-10-19,7,25.269,SFO,,RAM,L 17-31,,,,
17,1980,1980-10-26,8,25.276,SFO,,TAM,L 23-24,,,,
18,1980,1980-11-02,9,25.283,SFO,@,DET,L 13-17,1,10,10.00,0
19,1981,1981-09-06,1,26.225,NYG,,PHI,L 10-24,,,,
20,1981,1981-09-13,2,26.232,NYG,@,WAS,W 17-7,,,,
21,1981,1981-09-20,3,26.239,NYG,,NOR,W 20-7,,,,
22,1981,1981-09-27,4,26.246,NYG,@,DAL,L 10-18,,,,
23,1981,1981-10-04,5,26.253,NYG,,GNB,L 14-27,,,,
24,1981,1981-10-11,6,26.260,NYG,,STL,W 34-14,,,,
25,1981,1981-10-18,7,26.267,NYG,@,SEA,W 32-0,,,,
26,1981,1981-10-25,8,26.274,NYG,@,ATL,W 27-24,,,,
27,1981,1981-11-01,9,26.281,NYG,,NYJ,L 7-26,,,,
28,1981,1981-11-08,10,26.288,NYG,@,GNB,L 24-26,,,,
29,1982,1982-09-12,1,27.231,NYG,,ATL,L 14-16,,,,
30,1982,1982-09-20,2,27.239,NYG,,GNB,L 19-27,,,,
31,1982,1982-11-21,3,27.301,NYG,,WAS,L 17-27,,,,
32,1982,1982-12-05,5,27.315,NYG,,HOU,W 17-14,,,,
33,1982,1982-12-11,6,27.321,NYG,,PHI,W 23-7,,,,
34,1983,1983-09-11,2,28.230,NYG,@,ATL,W 16-13,,,,
35,1983,1983-09-26,4,28.245,NYG,,GNB,W 27-3,,,,
36,1983,1983-10-02,5,28.251,NYG,,SDG,L 34-41,,,,
37,1983,1983-10-16,7,28.265,NYG,@,KAN,L 17-38,,,,
38,1983,1983-10-24,8,28.273,NYG,@,STL,T 20-20,,,,
39,1983,1983-11-07,10,28.287,NYG,@,DET,L 9-15,,,,
40,1983,1983-11-13,11,28.293,NYG,,WAS,L 17-33,,,,
41,1983,1983-11-20,12,28.300,NYG,@,PHI,W 23-0,,,,
42,1983,1983-11-27,13,28.307,NYG,@,RAI,L 12-27,,,,
43,1983,1983-12-04,14,28.314,NYG,,STL,L 6-10,,,,
44,1983,1983-12-11,15,28.321,NYG,,SEA,L 12-17,,,,
45,1983,1983-12-17,16,28.327,NYG,@,WAS,L 22-31,,,,
