ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1953,1953-10-03,2,24.137,PIT,,NYG,W 24-14,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
2,1953,1953-10-17,4,24.151,PIT,@,PHI,L 7-23,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00
3,1953,1953-10-24,5,24.158,PIT,,GNB,W 31-14,14,29,2.07,2,0,0,,0,0,0,,0,0,,,,,,
4,1953,1953-11-01,6,24.166,PIT,,PHI,L 7-35,4,11,2.75,0,0,0,,0,0,0,,0,0,,,,,,
5,1953,1953-11-08,7,24.173,PIT,@,CLE,L 16-34,3,11,3.67,0,0,0,,0,0,0,,0,0,,,,,,
6,1953,1953-11-29,10,24.194,PIT,,WAS,L 9-17,1,6,6.00,0,1,11,11.00,0,0,0,,0,0,,,,,,
7,1953,1953-12-06,11,24.201,PIT,@,CRD,W 21-17,9,27,3.00,1,0,0,,0,0,0,,0,0,,,,,,
8,1953,1953-12-13,12,24.208,PIT,@,WAS,W 14-13,10,20,2.00,0,0,0,,0,0,0,,0,0,,,,,,
9,1954,1954-10-02,2,25.136,PIT,,WAS,W 37-7,6,43,7.17,1,1,9,9.00,0,0,0,,0,0,,,,,,
10,1954,1954-10-09,3,25.143,PIT,@,PHI,L 22-24,2,2,1.00,0,0,0,,0,0,0,,0,0,,,,,,
11,1954,1954-10-17,4,25.151,PIT,,CLE,W 55-27,2,10,5.00,0,0,0,,0,0,0,,0,0,,,,,,
12,1954,1954-10-23,5,25.157,PIT,,PHI,W 17-7,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,,,,
13,1954,1954-10-31,6,25.165,PIT,@,CRD,L 14-17,1,1,1.00,0,0,0,,0,0,0,,0,0,,,,,,
14,1954,1954-12-05,11,25.200,PIT,@,NYG,L 3-24,1,8,8.00,0,0,0,,0,0,0,,0,0,,,,,,
15,1954,1954-12-12,12,25.207,PIT,@,CLE,L 7-42,6,23,3.83,0,0,0,,0,0,0,,0,0,,,,,,
