ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1993,1993-09-05,1,22.128,DET,,ATL,W 30-13,,,0,0,,0,0.0%,,,,,,0,0,,0,,
2,1993,1993-09-12,2,22.135,DET,@,NWE,W 19-16,,,0,0,,0,0.0%,,,,,,0,0,,0,,
3,1993,1993-09-19,3,22.142,DET,@,NOR,L 3-14,,,0,0,,0,0.0%,,,,,,0,0,,0,,
4,1993,1993-09-26,4,22.149,DET,,PHO,W 26-20,,,0,0,,0,0.0%,,,,,,0,0,,0,,
5,1993,1993-10-03,5,22.156,DET,@,TAM,L 10-27,,,0,0,,0,0.0%,,,,,,0,0,,0,,
6,1993,1993-10-17,6,22.170,DET,,SEA,W 30-10,,,0,0,,0,0.0%,,,,,,0,0,,0,,
7,1993,1993-10-24,7,22.177,DET,@,RAM,W 16-13,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0
8,1993,1993-10-31,8,22.184,DET,@,MIN,W 30-27,,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
9,1993,1993-11-07,9,22.191,DET,,TAM,W 23-0,,,0,0,,0,0.0%,,,,,,0,0,,0,,
10,1993,1993-11-21,10,22.205,DET,@,GNB,L 17-26,,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
11,1993,1993-11-25,11,22.209,DET,,CHI,L 6-10,,,0,0,,0,0.0%,,,,,,0,0,,0,,
12,1993,1993-12-05,12,22.219,DET,,MIN,L 0-13,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
13,1993,1993-12-12,13,22.226,DET,@,PHO,W 21-14,,,0,0,,0,0.0%,,,,,,0,0,,0,,
14,1993,1993-12-19,14,22.233,DET,,SFO,L 17-55,,,0,0,,0,0.0%,,,,,,0,0,,0,,
15,1993,1993-12-26,15,22.240,DET,@,CHI,W 20-14,,2,2,10,5.00,1,100.0%,5.00,0,0,,0,1,11,11.00,0,1,6
16,1993,1994-01-02,16,22.247,DET,,GNB,W 30-20,,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
