ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-10,1,22.321,CHI,,ATL,L 17-23,,0,0,0,,0,0.0%,,0,0
2,2017,2017-09-17,2,22.328,CHI,@,TAM,L 7-29,,0,0,0,,0,0.0%,,0,0
3,2017,2017-09-24,3,22.335,CHI,,PIT,W 23-17,*,1,1,2,2.00,1,100.0%,2.00,1,6
4,2017,2017-09-28,4,22.339,CHI,@,GNB,L 14-35,,0,0,0,,0,0.0%,,0,0
5,2017,2017-10-09,5,22.350,CHI,,MIN,L 17-20,*,0,0,0,,0,0.0%,,0,0
6,2017,2017-10-15,6,22.356,CHI,@,BAL,W 27-24,*,0,0,0,,0,0.0%,,0,0
7,2017,2017-10-22,7,22.363,CHI,,CAR,W 17-3,,0,0,0,,0,0.0%,,0,0
8,2017,2017-10-29,8,23.005,CHI,@,NOR,L 12-20,*,1,0,0,,0,0.0%,0.00,0,0
9,2017,2017-11-12,9,23.019,CHI,,GNB,L 16-23,*,2,2,39,19.50,0,100.0%,19.50,0,0
10,2017,2017-11-19,10,23.026,CHI,,DET,L 24-27,*,4,4,41,10.25,1,100.0%,10.25,1,6
11,2017,2017-11-26,11,23.033,CHI,@,PHI,L 3-31,*,1,1,1,1.00,0,100.0%,1.00,0,0
12,2017,2017-12-03,12,23.040,CHI,,SFO,L 14-15,,0,0,0,,0,0.0%,,0,0
13,2017,2017-12-10,13,23.047,CHI,@,CIN,W 33-7,,5,4,44,11.00,1,80.0%,8.80,1,6
