ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2002,2002-09-15,2,23.298,NYG,@,STL,W 26-21,
2,2002,2002-09-22,3,23.305,NYG,,SEA,W 9-6,
3,2002,2002-09-29,4,23.312,NYG,@,ARI,L 7-21,
4,2002,2002-10-06,5,23.319,NYG,@,DAL,W 21-17,
5,2002,2002-10-13,6,23.326,NYG,,ATL,L 10-17,
6,2002,2002-10-28,7,23.341,NYG,@,PHI,L 3-17,
7,2002,2002-11-03,8,23.347,NYG,,JAX,W 24-17,
8,2002,2002-11-10,9,23.354,NYG,@,MIN,W 27-20,
9,2002,2002-11-17,10,23.361,NYG,,WAS,W 19-17,
10,2002,2002-11-24,11,24.003,NYG,@,HOU,L 14-16,
11,2002,2002-12-01,12,24.010,NYG,,TEN,L 29-32,
12,2002,2002-12-08,13,24.017,NYG,@,WAS,W 27-21,
13,2002,2002-12-15,14,24.024,NYG,,DAL,W 37-7,
14,2002,2002-12-22,15,24.031,NYG,@,IND,W 44-27,
15,2002,2002-12-28,16,24.037,NYG,,PHI,W 10-7,
16,2003,2003-09-07,1,24.290,NYG,,STL,W 23-13,
17,2003,2003-09-15,2,24.298,NYG,,DAL,L 32-35,
18,2003,2003-09-21,3,24.304,NYG,@,WAS,W 24-21,
19,2003,2003-10-05,4,24.318,NYG,,MIA,L 10-23,
20,2003,2003-10-12,5,24.325,NYG,@,NWE,L 6-17,
21,2003,2003-10-19,6,24.332,NYG,,PHI,L 10-14,
22,2003,2003-10-26,7,24.339,NYG,@,MIN,W 29-17,
23,2003,2003-11-02,8,24.346,NYG,@,NYJ,W 31-28,
24,2003,2003-11-09,9,24.353,NYG,,ATL,L 7-27,
25,2003,2003-11-16,10,24.360,NYG,@,PHI,L 10-28,
26,2003,2003-11-24,11,25.003,NYG,@,TAM,L 13-19,
27,2003,2003-11-30,12,25.009,NYG,,BUF,L 7-24,
28,2003,2003-12-07,13,25.016,NYG,,WAS,L 7-20,
29,2003,2003-12-14,14,25.023,NYG,@,NOR,L 7-45,
30,2003,2003-12-21,15,25.030,NYG,@,DAL,L 3-19,
31,2004,2004-09-12,1,25.296,NYG,@,PHI,L 17-31,
32,2004,2004-09-19,2,25.303,NYG,,WAS,W 20-14,
33,2004,2004-09-26,3,25.310,NYG,,CLE,W 27-10,
34,2004,2004-10-03,4,25.317,NYG,@,GNB,W 14-7,
35,2005,2005-09-08,1,26.291,NWE,,OAK,W 30-20,
36,2005,2005-09-18,2,26.301,NWE,@,CAR,L 17-27,
37,2005,2005-10-16,6,26.329,NWE,@,DEN,L 20-28,
38,2005,2005-11-20,10,26.364,TAM,@,ATL,W 30-27,
39,2005,2005-12-04,12,27.013,TAM,@,NOR,W 10-3,
40,2005,2005-12-11,13,27.020,TAM,@,CAR,W 20-10,
41,2005,2005-12-17,14,27.026,TAM,@,NWE,L 0-28,
42,2005,2005-12-24,15,27.033,TAM,,ATL,W 27-24,
43,2005,2006-01-01,16,27.041,TAM,,NOR,W 27-13,
44,2006,2006-09-10,1,27.293,TAM,,BAL,L 0-27,
45,2006,2006-09-17,2,27.300,TAM,@,ATL,L 3-14,
46,2006,2006-09-24,3,27.307,TAM,,CAR,L 24-26,
47,2006,2006-10-08,4,27.321,TAM,@,NOR,L 21-24,
48,2006,2006-10-15,5,27.328,TAM,,CIN,W 14-13,
49,2006,2006-10-22,6,27.335,TAM,,PHI,W 23-21,
50,2006,2006-10-29,7,27.342,TAM,@,NYG,L 3-17,
51,2006,2006-11-05,8,27.349,TAM,,NOR,L 14-31,
52,2006,2006-11-13,9,27.357,TAM,@,CAR,L 10-24,
53,2006,2006-11-19,10,27.363,TAM,,WAS,W 20-17,
54,2006,2006-11-23,11,28.002,TAM,@,DAL,L 10-38,
55,2006,2006-12-03,12,28.012,TAM,@,PIT,L 3-20,
56,2006,2006-12-10,13,28.019,TAM,,ATL,L 6-17,
57,2006,2006-12-17,14,28.026,TAM,@,CHI,L 31-34,
58,2006,2006-12-24,15,28.033,TAM,@,CLE,W 22-7,
59,2006,2006-12-31,16,28.040,TAM,,SEA,L 7-23,
