ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2014,2014-10-05,5,22.080,JAX,,PIT,L 9-17,,4,27,6.75,0,0,0,0,,0,0.0%,,0,0
2,2014,2014-10-12,6,22.087,JAX,@,TEN,L 14-16,*,10,21,2.10,1,1,1,-4,-4.00,0,100.0%,-4.00,1,6
3,2014,2014-10-19,7,22.094,JAX,,CLE,W 24-6,,6,16,2.67,1,0,0,0,,0,0.0%,,1,6
4,2014,2014-12-14,14,22.150,JAX,@,BAL,L 12-20,,6,19,3.17,0,0,0,0,,0,0.0%,,0,0
5,2014,2014-12-18,15,22.154,JAX,,TEN,W 21-13,,3,3,1.00,0,0,0,0,,0,0.0%,,0,0
6,2014,2014-12-28,16,22.164,JAX,@,HOU,L 17-23,,,,,,,,,,,0.0%,,,
