ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-09-12,1,22.043,CLE,,PIT,L 0-43,,0,3,0.00,0,0,1,0.0,1,7,0.00,-15.00,0,0,,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-09-19,2,22.050,CLE,@,TEN,L 9-26,*,12,24,50.00,134,1,0,80.9,7,44,5.58,6.42,5,40,8.00,0,0,0,0,,0,0.0%,,0,0
3,1999,1999-09-26,3,22.057,CLE,@,BAL,L 10-17,*,13,32,40.63,123,1,1,49.3,4,34,3.84,3.06,6,49,8.17,0,0,0,0,,0,0.0%,,0,0
4,1999,1999-10-03,4,22.064,CLE,,NWE,L 7-19,*,13,28,46.43,201,1,0,82.6,4,21,7.18,7.89,3,11,3.67,0,0,0,0,,0,0.0%,,0,0
5,1999,1999-10-10,5,22.071,CLE,,CIN,L 17-18,*,15,27,55.56,164,0,1,58.3,3,20,6.07,4.41,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
6,1999,1999-10-17,6,22.078,CLE,@,JAX,L 7-24,*,18,23,78.26,161,1,0,110.3,4,31,7.00,7.87,2,36,18.00,0,0,0,0,,0,0.0%,,0,0
7,1999,1999-10-24,7,22.085,CLE,@,STL,L 3-34,*,22,40,55.00,185,0,2,46.4,1,7,4.63,2.38,2,50,25.00,0,0,0,0,,0,0.0%,,0,0
8,1999,1999-10-31,8,22.092,CLE,@,NOR,W 21-16,*,11,19,57.89,193,3,0,132.2,2,12,10.16,13.32,2,5,2.50,0,0,0,0,,0,0.0%,,0,0
9,1999,1999-11-07,9,22.099,CLE,,BAL,L 9-41,*,9,21,42.86,57,0,1,30.5,3,24,2.71,0.57,4,7,1.75,0,0,0,0,,0,0.0%,,0,0
10,1999,1999-11-14,10,22.106,CLE,@,PIT,W 16-15,*,18,28,64.29,199,2,1,94.2,6,38,7.11,6.93,2,15,7.50,0,0,0,0,,0,0.0%,,0,0
