ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1983,1983-09-03,1,22.049,PHI,@,SFO,W 22-17,6,10,1.67,0,1,9,9.00,0,0,0,,0
2,1983,1983-09-11,2,22.057,PHI,,WAS,L 13-23,3,4,1.33,0,0,0,,0,0,0,,0
3,1983,1983-09-18,3,22.064,PHI,@,DEN,W 13-10,0,0,,0,0,0,,0,0,0,,0
4,1983,1983-09-25,4,22.071,PHI,,STL,L 11-14,0,0,,0,0,0,,0,0,0,,0
5,1983,1983-10-02,5,22.078,PHI,@,ATL,W 28-24,10,53,5.30,0,1,0,0.00,0,3,59,19.67,0
6,1983,1983-10-09,6,22.085,PHI,@,NYG,W 17-13,17,59,3.47,0,1,12,12.00,0,0,0,,0
7,1983,1983-10-16,7,22.092,PHI,@,DAL,L 7-37,7,27,3.86,0,4,61,15.25,0,0,0,,0
8,1983,1983-10-23,8,22.099,PHI,,CHI,L 6-7,9,42,4.67,0,3,16,5.33,0,0,0,,0
9,1983,1983-11-06,10,22.113,PHI,,DAL,L 20-27,17,90,5.29,0,1,4,4.00,0,0,0,,0
10,1983,1983-11-13,11,22.120,PHI,@,CHI,L 14-17,9,27,3.00,0,0,0,,0,0,0,,0
11,1983,1983-11-20,12,22.127,PHI,,NYG,L 0-23,3,3,1.00,0,0,0,,0,0,0,,0
12,1983,1983-11-27,13,22.134,PHI,@,WAS,L 24-28,2,-2,-1.00,0,0,0,,0,0,0,,0
13,1983,1983-12-04,14,22.141,PHI,,RAM,W 13-9,7,31,4.43,0,4,37,9.25,0,0,0,,0
14,1983,1983-12-11,15,22.148,PHI,,NOR,L 17-20,10,46,4.60,0,2,3,1.50,0,0,0,,0
15,1983,1983-12-18,16,22.155,PHI,@,STL,L 7-31,3,-5,-1.67,0,0,0,,0,0,0,,0
16,1984,1984-09-02,1,23.048,PHI,@,NYG,L 27-28,0,0,,0,0,0,,0,,,,
17,1984,1984-09-09,2,23.055,PHI,,MIN,W 19-17,0,0,,0,0,0,,0,,,,
18,1984,1984-09-16,3,23.062,PHI,@,DAL,L 17-23,0,0,,0,0,0,,0,,,,
19,1984,1984-09-23,4,23.069,PHI,,SFO,L 9-21,0,0,,0,0,0,,0,,,,
20,1984,1984-09-30,5,23.076,PHI,@,WAS,L 0-20,0,0,,0,0,0,,0,,,,
21,1984,1984-10-07,6,23.083,PHI,@,BUF,W 27-17,8,17,2.13,0,1,9,9.00,0,0,0,,0
22,1984,1984-10-14,7,23.090,PHI,,IND,W 16-7,10,15,1.50,0,3,16,5.33,0,0,0,,0
23,1984,1984-10-21,8,23.097,PHI,,NYG,W 24-10,1,2,2.00,0,0,0,,0,0,0,,0
24,1984,1984-10-28,9,23.104,PHI,,STL,L 14-34,0,0,,0,0,0,,0,,,,
25,1984,1984-11-04,10,23.111,PHI,@,DET,T 23-23,0,0,,0,0,0,,0,,,,
26,1984,1984-11-11,11,23.118,PHI,@,MIA,L 23-24,7,27,3.86,0,0,0,,0,0,0,,0
27,1984,1984-11-18,12,23.125,PHI,,WAS,W 16-10,6,19,3.17,0,1,15,15.00,0,0,0,,0
28,1984,1984-11-25,13,23.132,PHI,@,STL,L 16-17,1,3,3.00,0,1,2,2.00,0,0,0,,0
29,1984,1984-12-02,14,23.139,PHI,,DAL,L 10-26,0,0,,0,1,5,5.00,0,0,0,,0
30,1984,1984-12-09,15,23.146,PHI,,NWE,W 27-17,0,0,,0,0,0,,0,,,,
31,1984,1984-12-16,16,23.153,PHI,@,ATL,L 10-26,0,0,,0,0,0,,0,,,,
32,1987,1987-10-04,3,26.080,ATL,,PIT,L 12-28,13,49,3.77,0,9,70,7.78,0,0,0,,0
33,1987,1987-10-11,4,26.087,ATL,,SFO,L 17-25,1,0,0.00,0,0,0,,0,2,15,7.50,0
34,1987,1987-10-18,5,26.094,ATL,,RAM,W 24-20,0,0,,0,0,0,,0,0,0,,0
