ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
89,2010,2010-09-12,1,28.081,JAX,,DEN,W 24-17,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
90,2010,2010-09-19,2,28.088,JAX,@,SDG,L 13-38,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
91,2010,2010-09-26,3,28.095,JAX,,PHI,L 3-28,,,,,1,1,100.0,0,3,0.0,0,0
92,2010,2010-10-03,4,28.102,JAX,,IND,W 31-28,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
93,2010,2010-10-10,5,28.109,JAX,@,BUF,W 36-26,,3,3,100.0,5,5,100.0,0,18,0.0,0,0
94,2010,2010-10-18,6,28.117,JAX,,TEN,L 3-30,,,,,1,1,100.0,0,3,0.0,0,0
95,2010,2010-10-24,7,28.123,JAX,@,KAN,L 20-42,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
96,2010,2010-10-31,8,28.130,JAX,@,DAL,W 35-17,,5,5,100.0,,,,0,5,0.0,0,0
97,2010,2010-11-14,9,28.144,JAX,,HOU,W 31-24,,4,4,100.0,1,3,33.3,0,7,0.0,0,0
98,2010,2010-11-21,10,28.151,JAX,,CLE,W 24-20,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
99,2010,2010-11-28,11,28.158,JAX,@,NYG,L 20-24,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
100,2010,2010-12-05,12,28.165,JAX,@,TEN,W 17-6,,2,2,100.0,1,3,33.3,0,5,0.0,0,0
101,2010,2010-12-12,13,28.172,JAX,,OAK,W 38-31,,5,5,100.0,1,1,100.0,0,8,0.0,0,0
102,2010,2010-12-19,14,28.179,JAX,@,IND,L 24-34,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
103,2010,2010-12-26,15,28.186,JAX,,WAS,L 17-20,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
104,2010,2011-01-02,16,28.193,JAX,@,HOU,L 17-34,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
105,2011,2011-09-11,1,29.080,JAX,,TEN,W 16-14,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
106,2011,2011-09-18,2,29.087,JAX,@,NYJ,L 3-32,,,,,1,1,100.0,0,3,0.0,0,0
107,2011,2011-09-25,3,29.094,JAX,@,CAR,L 10-16,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
108,2011,2011-10-02,4,29.101,JAX,,NOR,L 10-23,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
109,2011,2011-10-09,5,29.108,JAX,,CIN,L 20-30,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
110,2011,2011-10-16,6,29.115,JAX,@,PIT,L 13-17,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
111,2011,2011-10-24,7,29.123,JAX,,BAL,W 12-7,,,,,4,4,100.0,0,12,0.0,0,0
112,2011,2011-10-30,8,29.129,JAX,@,HOU,L 14-24,,2,2,100.0,,,,0,2,0.0,0,0
113,2011,2011-11-13,9,29.143,JAX,@,IND,W 17-3,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
114,2011,2011-11-20,10,29.150,JAX,@,CLE,L 10-14,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
115,2011,2011-11-27,11,29.157,JAX,,HOU,L 13-20,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
116,2011,2011-12-05,12,29.165,JAX,,SDG,L 14-38,,2,2,100.0,,,,0,2,0.0,0,0
117,2011,2011-12-11,13,29.171,JAX,,TAM,W 41-14,,5,5,100.0,,,,0,5,0.0,0,0
118,2011,2011-12-15,14,29.175,JAX,@,ATL,L 14-41,,2,2,100.0,,,,0,2,0.0,0,0
119,2011,2011-12-24,15,29.184,JAX,@,TEN,L 17-23,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
120,2011,2012-01-01,16,29.192,JAX,,IND,W 19-13,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
121,2012,2012-09-09,1,30.078,JAX,@,MIN,L 23-26,,,1,0.0,3,3,100.0,0,9,0.0,0,0
122,2012,2012-09-16,2,30.085,JAX,,HOU,L 7-27,,1,1,100.0,,,,0,1,0.0,0,0
123,2012,2012-09-23,3,30.092,JAX,@,IND,W 22-17,,1,1,100.0,3,3,100.0,0,10,0.0,0,0
124,2012,2012-09-30,4,30.099,JAX,,CIN,L 10-27,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
125,2012,2012-10-07,5,30.106,JAX,,CHI,L 3-41,,,,,1,1,100.0,0,3,0.0,0,0
126,2012,2012-10-21,6,30.120,JAX,@,OAK,L 23-26,,2,2,100.0,3,3,100.0,0,11,0.0,0,0
127,2012,2012-10-28,7,30.127,JAX,@,GNB,L 15-24,,,,,3,3,100.0,0,9,0.0,0,0
128,2012,2012-11-04,8,30.134,JAX,,DET,L 14-31,,,,,,,,,,,,
129,2012,2012-11-08,9,30.138,JAX,,IND,L 10-27,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
130,2012,2012-11-18,10,30.148,JAX,@,HOU,L 37-43,,4,4,100.0,3,3,100.0,0,13,0.0,0,0
131,2012,2012-11-25,11,30.155,JAX,,TEN,W 24-19,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
132,2012,2012-12-02,12,30.162,JAX,@,BUF,L 18-34,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
133,2012,2012-12-09,13,30.169,JAX,,NYJ,L 10-17,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
134,2012,2012-12-16,14,30.176,JAX,@,MIA,L 3-24,,,,,1,1,100.0,0,3,0.0,0,0
135,2012,2012-12-23,15,30.183,JAX,,NWE,L 16-23,,1,1,100.0,3,4,75.0,0,10,0.0,0,0
136,2012,2012-12-30,16,30.190,JAX,@,TEN,L 20-38,,2,2,100.0,,,,0,2,0.0,0,0
137,2013,2013-09-08,1,31.077,JAX,,KAN,L 2-28,,,,,,,,,,,,
138,2013,2013-09-15,2,31.084,JAX,@,OAK,L 9-19,,,,,1,1,100.0,0,3,0.0,0,0
139,2013,2013-09-22,3,31.091,JAX,@,SEA,L 17-45,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
140,2013,2013-09-29,4,31.098,JAX,,IND,L 3-37,,,,,1,1,100.0,0,3,0.0,0,0
141,2013,2013-10-06,5,31.105,JAX,@,STL,L 20-34,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
142,2013,2013-10-13,6,31.112,JAX,@,DEN,L 19-35,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
143,2013,2013-10-20,7,31.119,JAX,,SDG,L 6-24,,,,,2,2,100.0,0,6,0.0,0,0
144,2013,2013-10-27,8,31.126,JAX,,SFO,L 10-42,,1,1,100.0,1,1,100.0,0,4,0.0,1,0
145,2013,2013-11-10,9,31.140,JAX,@,TEN,W 29-27,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
146,2013,2013-11-17,10,31.147,JAX,,ARI,L 14-27,,2,2,100.0,,1,0.0,0,2,0.0,0,0
147,2013,2013-11-24,11,31.154,JAX,@,HOU,W 13-6,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
148,2013,2013-12-01,12,31.161,JAX,@,CLE,W 32-28,,3,3,100.0,3,3,100.0,0,12,0.0,0,0
149,2013,2013-12-05,13,31.165,JAX,,HOU,W 27-20,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
150,2013,2013-12-15,14,31.175,JAX,,BUF,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
151,2013,2013-12-22,15,31.182,JAX,,TEN,L 16-20,,1,2,50.0,1,1,100.0,0,4,0.0,0,0
152,2013,2013-12-29,16,31.189,JAX,@,IND,L 10-30,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
153,2014,2014-09-07,1,32.076,JAX,@,PHI,L 17-34,,2,2,100.0,1,3,33.3,0,5,0.0,0,0
154,2014,2014-09-14,2,32.083,JAX,@,WAS,L 10-41,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
155,2014,2014-09-21,3,32.090,JAX,,IND,L 17-44,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
156,2014,2014-09-28,4,32.097,JAX,@,SDG,L 14-33,,2,2,100.0,,,,0,2,0.0,0,0
157,2014,2014-10-05,5,32.104,JAX,,PIT,L 9-17,,,,,3,3,100.0,0,9,0.0,0,0
158,2014,2014-10-12,6,32.111,JAX,@,TEN,L 14-16,,2,2,100.0,,1,0.0,0,2,0.0,0,0
159,2014,2014-10-19,7,32.118,JAX,,CLE,W 24-6,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
160,2014,2014-10-26,8,32.125,JAX,,MIA,L 13-27,,1,1,100.0,2,3,66.7,0,7,0.0,0,0
161,2014,2014-11-02,9,32.132,JAX,@,CIN,L 23-33,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
162,2014,2014-11-09,10,32.139,JAX,,DAL,L 17-31,,1,1,100.0,,,,0,1,0.0,0,0
163,2014,2014-11-23,11,32.153,JAX,@,IND,L 3-23,,,,,1,1,100.0,0,3,0.0,0,0
164,2014,2014-11-30,12,32.160,JAX,,NYG,W 25-24,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
165,2014,2014-12-07,13,32.167,JAX,,HOU,L 13-27,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
166,2014,2014-12-14,14,32.174,JAX,@,BAL,L 12-20,,,,,4,5,80.0,0,12,0.0,0,0
167,2014,2014-12-18,15,32.178,JAX,,TEN,W 21-13,,3,3,100.0,,,,0,3,0.0,0,0
168,2014,2014-12-28,16,32.188,JAX,@,HOU,L 17-23,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
169,2015,2015-09-10,1,33.079,PIT,@,NWE,L 21-28,,1,1,100.0,2,4,50.0,0,7,0.0,0,0
170,2015,2015-09-20,2,33.089,PIT,,SFO,W 43-18,,3,4,75.0,,,,0,3,0.0,0,0
171,2015,2015-09-27,3,33.096,PIT,@,STL,W 12-6,,,,,2,2,100.0,0,6,0.0,0,0
172,2015,2015-10-01,4,33.100,PIT,,BAL,L 20-23,,2,2,100.0,2,4,50.0,0,8,0.0,0,0
