ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.309,BUF,,MIA,L 10-15,,6,3,22,7.33,0,50.0%,3.67,0,0,0.0,0,0
2,2010,2010-09-19,2,23.316,BUF,@,GNB,L 7-34,,1,,,,,0.0%,,,,,,
3,2010,2010-09-26,3,23.323,BUF,@,NWE,L 30-38,,2,0,0,,0,0.0%,0.00,0,0,0.0,1,0
4,2010,2010-10-03,4,23.330,BUF,,NYJ,L 14-38,,4,4,75,18.75,0,100.0%,18.75,0,0,0.0,0,0
5,2010,2010-10-10,5,23.337,BUF,,JAX,L 26-36,,3,3,23,7.67,0,100.0%,7.67,0,0,0.0,0,0
6,2010,2010-10-24,6,23.351,BUF,@,BAL,L 34-37,,4,2,25,12.50,0,50.0%,6.25,0,0,0.0,0,0
7,2010,2010-10-31,7,23.358,BUF,@,KAN,L 10-13,,5,3,25,8.33,0,60.0%,5.00,0,0,0.0,0,0
8,2010,2010-11-07,8,24.000,BUF,,CHI,L 19-22,,5,2,19,9.50,0,40.0%,3.80,0,0,0.0,0,0
9,2010,2010-11-14,9,24.007,BUF,,DET,W 14-12,,,,,,,0.0%,,,,,,
10,2010,2010-11-21,10,24.014,BUF,@,CIN,W 49-31,,1,,,,,0.0%,,,,,,
11,2010,2010-11-28,11,24.021,BUF,,PIT,L 16-19,*,7,6,58,9.67,0,85.7%,8.29,0,0,0.0,0,0
12,2010,2010-12-05,12,24.028,BUF,@,MIN,L 14-38,,4,4,34,8.50,1,100.0%,8.50,1,6,0.0,0,0
13,2010,2010-12-12,13,24.035,BUF,,CLE,W 13-6,,1,1,11,11.00,1,100.0%,11.00,1,6,0.0,0,0
14,2010,2010-12-19,14,24.042,BUF,@,MIA,W 17-14,*,3,3,61,20.33,1,100.0%,20.33,1,6,0.0,0,0
15,2010,2010-12-26,15,24.049,BUF,,NWE,L 3-34,*,1,,,,,0.0%,,,,,,
16,2011,2011-09-11,1,24.308,BUF,@,KAN,W 41-7,*,6,4,66,16.50,0,66.7%,11.00,0,0,0.0,0,0
17,2011,2011-09-18,2,24.315,BUF,,OAK,W 38-35,*,13,10,83,8.30,1,76.9%,6.38,1,6,0.0,0,0
18,2011,2011-09-25,3,24.322,BUF,,NWE,W 34-31,*,8,6,84,14.00,0,75.0%,10.50,0,0,0.0,0,0
19,2011,2011-10-02,4,24.329,BUF,@,CIN,L 20-23,*,3,2,18,9.00,0,66.7%,6.00,0,0,0.0,0,0
20,2011,2011-10-09,5,24.336,BUF,,PHI,W 31-24,*,2,1,6,6.00,1,50.0%,3.00,1,6,0.0,0,0
21,2011,2011-10-16,6,24.343,BUF,@,NYG,L 24-27,*,6,4,62,15.50,0,66.7%,10.33,0,0,0.0,0,0
22,2011,2011-10-30,7,24.357,BUF,,WAS,W 23-0,*,5,4,47,11.75,0,80.0%,9.40,0,0,0.0,0,0
23,2011,2011-11-06,8,24.364,BUF,,NYJ,L 11-27,*,7,4,36,9.00,1,57.1%,5.14,1,6,0.0,1,0
24,2011,2011-11-13,9,25.006,BUF,@,DAL,L 7-44,*,5,4,31,7.75,1,80.0%,6.20,1,6,0.0,0,0
