ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-11-05,9,22.213,SEA,@,KAN,L 10-20,0,0,,0,,0,0,,0,,,,,,,0,
2,1989,1989-11-19,11,22.227,SEA,@,NYG,L 3-15,3,13,4.33,0,,2,17,8.50,0,,,0,0,,0,0,0
3,1989,1989-11-26,12,22.234,SEA,@,DEN,L 14-41,8,28,3.50,1,,1,6,6.00,0,,,0,0,,0,1,6
4,1989,1989-12-10,14,22.248,SEA,@,CIN,W 24-17,0,0,,0,,0,0,,0,,,,,,,0,
5,1989,1989-12-17,15,22.255,SEA,,RAI,W 23-17,0,0,,0,,0,0,,0,,,,,,,0,
6,1990,1990-09-09,1,23.156,SEA,@,CHI,L 0-17,2,9,4.50,0,,1,2,2.00,0,,,0,0,,0,0,0
7,1990,1990-09-16,2,23.163,SEA,,RAI,L 13-17,13,32,2.46,0,,2,24,12.00,0,,,0,0,,0,0,0
8,1990,1990-09-23,3,23.170,SEA,@,DEN,L 31-34,22,144,6.55,3,,1,-1,-1.00,0,,,0,0,,0,3,18
9,1990,1990-10-01,4,23.178,SEA,,CIN,W 31-16,16,60,3.75,2,,1,2,2.00,1,,,0,0,,0,3,18
10,1990,1990-10-07,5,23.184,SEA,@,NWE,W 33-20,19,77,4.05,2,,4,15,3.75,0,,,0,0,,0,2,12
11,1990,1990-10-14,6,23.191,SEA,@,RAI,L 17-24,10,35,3.50,0,,5,85,17.00,0,,,0,0,,0,0,0
12,1990,1990-10-21,7,23.198,SEA,,KAN,W 19-7,15,75,5.00,0,,0,0,,0,,,0,0,,0,0,0
13,1990,1990-11-04,8,23.212,SEA,,SDG,L 14-31,8,25,3.13,0,,0,0,,0,,,0,0,,0,0,0
14,1990,1990-11-11,9,23.219,SEA,@,KAN,W 17-16,8,20,2.50,0,,2,9,4.50,0,,,0,0,,0,0,0
15,1990,1990-11-18,10,23.226,SEA,,MIN,L 21-24,15,54,3.60,1,,0,0,,0,,,0,0,,0,1,6
16,1990,1990-11-25,11,23.233,SEA,@,SDG,W 13-10,11,25,2.27,1,,0,0,,0,,,0,0,,0,1,6
17,1990,1990-12-02,12,23.240,SEA,,HOU,W 13-10,14,51,3.64,0,,0,0,,0,,,0,0,,0,0,0
18,1990,1990-12-09,13,23.247,SEA,@,GNB,W 20-14,20,112,5.60,1,,1,7,7.00,0,,,0,0,,0,1,6
19,1990,1990-12-16,14,23.254,SEA,@,MIA,L 17-24,11,15,1.36,1,,0,0,,0,,,0,0,,0,1,6
20,1990,1990-12-23,15,23.261,SEA,,DEN,W 17-12,13,50,3.85,1,,0,0,,0,,,0,0,,0,1,6
21,1990,1990-12-30,16,23.268,SEA,,DET,W 30-10,18,75,4.17,2,,0,0,,0,,,0,0,,0,2,12
22,1991,1991-09-01,1,24.148,SEA,@,NOR,L 24-27,7,11,1.57,0,,2,12,6.00,0,,,0,0,,0,0,0
23,1991,1991-09-08,2,24.155,SEA,,NYJ,W 20-13,14,34,2.43,0,,3,25,8.33,0,,,0,0,,0,0,0
24,1991,1991-09-15,3,24.162,SEA,@,DEN,L 10-16,6,15,2.50,1,,2,16,8.00,0,,,0,0,,0,1,6
25,1991,1991-09-22,4,24.169,SEA,@,KAN,L 13-20,15,76,5.07,1,,1,4,4.00,0,,,0,0,,0,1,6
26,1991,1991-09-29,5,24.176,SEA,,IND,W 31-3,18,69,3.83,1,,0,0,,0,,,0,0,,0,1,6
27,1991,1991-10-06,6,24.183,SEA,@,CIN,W 13-7,11,16,1.45,0,,1,7,7.00,0,,,0,0,,0,0,0
28,1991,1991-10-13,7,24.190,SEA,,RAI,L 20-23,11,36,3.27,0,,0,0,,0,,,0,0,,0,0,0
29,1991,1991-10-27,9,24.204,SEA,,SDG,W 20-9,5,6,1.20,1,,1,6,6.00,0,,,0,0,,0,1,6
30,1991,1991-11-17,11,24.225,SEA,@,RAI,L 7-31,0,0,,0,,1,2,2.00,0,,,0,0,,0,0,0
31,1991,1991-11-24,12,24.232,SEA,,DEN,W 13-10,3,1,0.33,0,,0,0,,0,,,0,0,,0,0,0
32,1991,1991-12-01,13,24.239,SEA,,KAN,L 6-19,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0
33,1992,1992-09-06,1,25.153,CIN,@,SEA,W 21-3,9,32,3.56,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0
34,1992,1992-09-13,2,25.160,CIN,,RAI,W 24-21,17,70,4.12,0,2,1,9,9.00,1,50.0%,4.50,0,0,,0,1,6
35,1992,1992-09-20,3,25.167,CIN,@,GNB,L 23-24,14,52,3.71,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
36,1992,1992-09-27,4,25.174,CIN,,MIN,L 7-42,7,29,4.14,1,,0,0,,0,0.0%,,0,0,,0,1,6
37,1992,1992-10-11,5,25.188,CIN,,HOU,L 24-38,3,39,13.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
38,1992,1992-10-19,6,25.196,CIN,@,PIT,L 0-20,6,4,0.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
39,1992,1992-10-25,7,25.202,CIN,@,HOU,L 10-26,4,20,5.00,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
40,1992,1992-11-01,8,25.209,CIN,,CLE,W 30-10,9,31,3.44,0,,0,0,,0,0.0%,,0,0,,0,0,0
41,1992,1992-11-08,9,25.216,CIN,@,CHI,W 31-28,5,11,2.20,1,,0,0,,0,0.0%,,0,0,,0,1,6
42,1992,1992-11-15,10,25.223,CIN,@,NYJ,L 14-17,8,92,11.50,2,3,2,12,6.00,0,66.7%,4.00,2,38,19.00,0,2,12
43,1992,1992-11-22,11,25.230,CIN,,DET,L 13-19,4,15,3.75,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
44,1992,1992-11-29,12,25.237,CIN,,PIT,L 9-21,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
45,1992,1992-12-06,13,25.244,CIN,@,CLE,L 21-37,3,23,7.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
46,1992,1992-12-13,14,25.251,CIN,@,SDG,L 10-27,1,-5,-5.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
47,1992,1992-12-20,15,25.258,CIN,,NWE,W 20-10,5,8,1.60,1,,0,0,,0,0.0%,,0,0,,0,1,6
48,1992,1992-12-27,16,25.265,CIN,,IND,L 17-21,17,79,4.65,2,1,1,0,0.00,0,100.0%,0.00,0,0,,0,2,12
49,1993,1993-09-05,1,26.152,CIN,@,CLE,L 14-27,13,41,3.15,0,10,9,64,7.11,0,90.0%,6.40,0,0,,0,0,0
