ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1970,1970-10-18,5,22.268,BUF,,MIA,L 14-33
2,1970,1970-10-25,6,22.275,BUF,@,NYJ,W 10-6
3,1970,1970-11-01,7,22.282,BUF,@,BOS,W 45-10
4,1970,1970-11-08,8,22.289,BUF,,CIN,L 14-43
5,1970,1970-11-15,9,22.296,BUF,@,BAL,T 17-17
6,1970,1970-11-22,10,22.303,BUF,@,CHI,L 13-31
7,1970,1970-11-29,11,22.310,BUF,,BOS,L 10-14
8,1970,1970-12-06,12,22.317,BUF,@,NYG,L 6-20
9,1970,1970-12-13,13,22.324,BUF,,BAL,L 14-20
10,1970,1970-12-20,14,22.331,BUF,@,MIA,L 7-45
