ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1972,1972-10-29,7,23.273,MIN,@,GNB,W 27-13,,,
2,1972,1972-11-05,8,23.280,MIN,,NOR,W 37-6,,,
3,1972,1972-11-19,10,23.294,MIN,@,RAM,W 45-41,,,
4,1972,1972-12-10,13,23.315,MIN,,GNB,L 7-23,,,
5,1972,1972-12-16,14,23.321,MIN,@,SFO,L 17-20,,,
6,1973,1973-09-16,1,24.229,MIN,,OAK,W 24-16,,,
7,1973,1973-09-23,2,24.236,MIN,@,CHI,W 22-13,,,
8,1973,1973-09-30,3,24.243,MIN,,GNB,W 11-3,,,
9,1973,1973-10-07,4,24.250,MIN,@,DET,W 23-9,,,
10,1973,1973-10-14,5,24.257,MIN,@,SFO,W 17-13,,,
11,1973,1973-10-21,6,24.264,MIN,,PHI,W 28-21,,,
12,1973,1973-10-28,7,24.271,MIN,,RAM,W 10-9,,,
13,1973,1973-11-04,8,24.278,MIN,,CLE,W 26-3,,,
14,1973,1973-11-11,9,24.285,MIN,,DET,W 28-7,,,
15,1973,1973-11-19,10,24.293,MIN,@,ATL,L 14-20,,,
16,1973,1973-11-25,11,24.299,MIN,,CHI,W 31-13,,,
17,1973,1973-12-02,12,24.306,MIN,@,CIN,L 0-27,,,
18,1973,1973-12-08,13,24.312,MIN,@,GNB,W 31-7,,,
19,1973,1973-12-16,14,24.320,MIN,@,NYG,W 31-7,,,
20,1974,1974-09-15,1,25.228,MIN,@,GNB,W 32-17,,,
21,1974,1974-09-22,2,25.235,MIN,@,DET,W 7-6,,,
22,1974,1974-09-29,3,25.242,MIN,,CHI,W 11-7,,,
23,1974,1974-10-06,4,25.249,MIN,@,DAL,W 23-21,1,11,0
24,1974,1974-10-13,5,25.256,MIN,,HOU,W 51-10,1,28,0
25,1974,1974-10-20,6,25.263,MIN,,DET,L 16-20,,,
26,1974,1974-10-27,7,25.270,MIN,,NWE,L 14-17,1,0,0
27,1974,1974-11-03,8,25.277,MIN,@,CHI,W 17-0,,,
28,1974,1974-11-11,9,25.285,MIN,@,STL,W 28-24,,,
29,1974,1974-11-17,10,25.291,MIN,,GNB,L 7-19,,,
30,1974,1974-11-24,11,25.298,MIN,@,RAM,L 17-20,,,
31,1974,1974-12-01,12,25.305,MIN,,NOR,W 29-9,,,
32,1974,1974-12-07,13,25.311,MIN,,ATL,W 23-10,,,
33,1974,1974-12-14,14,25.318,MIN,@,KAN,W 35-15,,,
34,1975,1975-09-21,1,26.234,MIN,,SFO,W 27-17,,,
35,1975,1975-09-28,2,26.241,MIN,@,CLE,W 42-10,,,
36,1975,1975-10-05,3,26.248,MIN,,CHI,W 28-3,,,
37,1975,1975-10-12,4,26.255,MIN,,NYJ,W 29-21,,,
38,1975,1975-10-19,5,26.262,MIN,,DET,W 25-19,,,
39,1976,1976-09-12,1,27.226,MIN,@,NOR,W 40-9,,,
40,1976,1976-09-19,2,27.233,MIN,,RAM,T 10-10,,,
41,1976,1976-09-26,3,27.240,MIN,@,DET,W 10-9,,,
42,1976,1976-10-04,4,27.248,MIN,,PIT,W 17-6,,,
43,1976,1976-10-10,5,27.254,MIN,,CHI,W 20-19,,,
44,1976,1976-10-17,6,27.261,MIN,,NYG,W 24-7,,,
45,1976,1976-10-24,7,27.268,MIN,@,PHI,W 31-12,,,
46,1976,1976-10-31,8,27.275,MIN,@,CHI,L 13-14,,,
47,1976,1976-11-07,9,27.282,MIN,,DET,W 31-23,,,
48,1976,1976-11-14,10,27.289,MIN,,SEA,W 27-21,,,
49,1976,1976-11-21,11,27.296,MIN,@,GNB,W 17-10,,,
50,1976,1976-11-29,12,27.304,MIN,@,SFO,L 16-20,,,
51,1976,1976-12-05,13,27.310,MIN,,GNB,W 20-9,,,
52,1976,1976-12-11,14,27.316,MIN,@,MIA,W 29-7,,,
53,1977,1977-09-18,1,28.231,SEA,,BAL,L 14-29,,,
54,1977,1977-09-25,2,28.238,SEA,@,CIN,L 20-42,,,
