ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1991,1991-09-01,1,22.316,MIA,@,BUF,L 31-35,,0,0,,0,,,,,,,0,0,,0,,
2,1991,1991-09-08,2,22.323,MIA,,IND,W 17-6,,0,0,,0,,,0,0,,0,4,43,10.75,0,0,0
3,1991,1991-09-15,3,22.330,MIA,@,DET,L 13-17,,1,12,12.00,0,,,0,0,,0,1,14,14.00,0,0,0
4,1991,1991-09-22,4,22.337,MIA,,GNB,W 16-13,,0,0,,0,,,0,0,,0,4,29,7.25,0,0,0
5,1991,1991-09-29,5,22.344,MIA,@,NYJ,L 23-41,,1,11,11.00,0,,,0,0,,0,2,-1,-0.50,0,0,0
6,1991,1991-10-06,6,22.351,MIA,@,NWE,W 20-10,,0,0,,0,,,0,0,,0,1,7,7.00,0,0,0
7,1991,1991-10-13,7,22.358,MIA,@,KAN,L 7-42,,0,0,,0,,,0,0,,0,1,12,12.00,0,0,0
8,1991,1991-10-20,8,23.000,MIA,,HOU,L 13-17,,0,0,,0,,,0,0,,0,2,27,13.50,0,0,0
9,1991,1991-11-03,9,23.014,MIA,@,IND,W 10-6,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
10,1991,1991-11-10,10,23.021,MIA,,NWE,W 30-20,,0,0,,0,,,0,0,,0,1,9,9.00,0,0,0
11,1991,1991-11-18,11,23.029,MIA,,BUF,L 27-41,,0,0,,0,,,0,0,,0,1,0,0.00,0,0,0
12,1991,1991-11-24,12,23.035,MIA,@,CHI,W 16-13,,0,0,,0,,,,,,,0,0,,0,,
13,1991,1991-12-01,13,23.042,MIA,,TAM,W 33-14,,0,0,,0,,,0,0,,0,5,51,10.20,0,0,0
14,1991,1991-12-09,14,23.050,MIA,,CIN,W 37-13,,1,11,11.00,0,,,0,0,,0,3,24,8.00,0,0,0
15,1991,1991-12-15,15,23.056,MIA,@,SDG,L 30-38,,1,15,15.00,0,,,0,0,,0,2,33,16.50,0,0,0
16,1991,1991-12-22,16,23.063,MIA,,NYJ,L 20-23,,0,0,,0,,,,,,,0,0,,0,,
17,1992,1992-09-14,1,23.330,MIA,@,CLE,W 27-23,,0,0,,0,0.0%,,0,0,,0,1,10,10.00,0,0,0
18,1992,1992-09-20,2,23.336,MIA,,RAM,W 26-10,,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,0,0
19,1992,1992-09-27,3,23.343,MIA,@,SEA,W 19-17,,0,0,,0,0.0%,,0,0,,0,2,18,9.00,0,0,0
20,1992,1992-10-04,4,23.350,MIA,@,BUF,W 37-10,,0,0,,0,0.0%,,0,0,,0,1,14,14.00,0,0,0
21,1992,1992-10-11,5,23.357,MIA,,ATL,W 21-17,,0,0,,0,0.0%,,0,0,,0,2,14,7.00,0,0,0
22,1992,1992-10-18,6,23.364,MIA,,NWE,W 38-17,,0,0,,0,0.0%,,0,0,,0,6,49,8.17,0,0,0
23,1992,1992-11-01,8,24.012,MIA,@,NYJ,L 14-26,,0,0,,0,0.0%,,0,0,,0,1,5,5.00,0,0,0
24,1992,1992-11-08,9,24.019,MIA,@,IND,W 28-0,,0,0,,0,0.0%,,0,0,,0,2,5,2.50,0,0,0
25,1992,1992-11-16,10,24.027,MIA,,BUF,L 20-26,,,,,,0.0%,,,,,,0,0,,0,,
26,1992,1992-11-22,11,24.033,MIA,,HOU,W 19-16,,0,0,,0,0.0%,,0,0,,0,1,2,2.00,0,0,0
27,1992,1992-11-29,12,24.040,MIA,@,NOR,L 13-24,,0,0,,0,0.0%,,0,0,,0,1,1,1.00,0,0,0
28,1992,1992-12-06,13,24.047,MIA,@,SFO,L 3-27,,,,,,0.0%,,,,,,0,0,,0,,
29,1992,1992-12-14,14,24.055,MIA,,RAI,W 20-7,,0,0,,0,0.0%,,0,0,,0,3,28,9.33,0,0,0
30,1992,1992-12-20,15,24.061,MIA,,NYJ,W 19-17,,0,0,,0,0.0%,,0,0,,0,1,5,5.00,0,0,0
31,1992,1992-12-27,16,24.068,MIA,@,NWE,W 16-13,,0,0,,0,0.0%,,0,0,,0,2,5,2.50,0,0,0
32,1993,1993-10-31,7,25.011,MIA,,KAN,W 30-10,,0,0,,0,0.0%,,0,0,,0,,,,,,
33,1993,1993-11-07,8,25.018,MIA,@,NYJ,L 10-27,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
34,1993,1993-12-27,15,25.068,MIA,@,SDG,L 20-45,,0,0,,0,0.0%,,2,22,11.00,0,0,0,,0,0,0
35,1994,1994-09-04,1,25.319,MIA,,NWE,W 39-35,3,3,55,18.33,0,100.0%,18.33,1,13,13.00,0,1,13,13.00,0,0,0
36,1994,1994-09-11,2,25.326,MIA,@,GNB,W 24-14,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
37,1994,1994-09-18,3,25.333,MIA,,NYJ,W 28-14,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
38,1994,1994-10-09,6,25.354,MIA,@,BUF,L 11-21,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
39,1994,1994-10-16,7,25.361,MIA,,RAI,W 20-17,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
40,1994,1994-11-20,11,26.031,MIA,@,PIT,L 13-16,2,1,27,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,0,0
41,1994,1994-12-04,13,26.045,MIA,,BUF,L 31-42,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
42,1994,1994-12-12,14,26.053,MIA,,KAN,W 45-28,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
43,1994,1994-12-25,16,26.066,MIA,,DET,W 27-20,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,
44,1996,1996-09-01,1,27.317,MIA,,NWE,W 24-10,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0
45,1996,1996-09-08,2,27.324,MIA,@,ARI,W 38-10,2,2,38,19.00,0,100.0%,19.00,0,0,,0,1,15,15.00,0,0,0
46,1996,1996-09-15,3,27.331,MIA,,NYJ,W 36-27,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0
47,1996,1996-09-23,4,27.339,MIA,@,IND,L 6-10,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0
48,1996,1996-10-06,5,27.352,MIA,,SEA,L 15-22,2,2,38,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0
49,1996,1996-10-13,6,27.359,MIA,@,BUF,W 21-7,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
50,1996,1996-10-20,7,28.000,MIA,@,PHI,L 28-35,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
51,1996,1996-10-27,8,28.007,MIA,,DAL,L 10-29,,0,0,,0,0.0%,,,,,,0,0,,0,,
52,1996,1996-11-03,9,28.014,MIA,@,NWE,L 23-42,,0,0,,0,0.0%,,,,,,0,0,,0,,
53,1996,1996-11-10,10,28.021,MIA,,IND,W 37-13,,0,0,,0,0.0%,,,,,,0,0,,0,,
54,1996,1996-11-17,11,28.028,MIA,@,HOU,W 23-20,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
55,1996,1996-11-25,12,28.036,MIA,,PIT,L 17-24,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
