ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,23.330,NYJ,,DAL,L 24-38,4,103,25.75,0
2,1987,1987-10-11,4,23.337,NYJ,@,IND,L 0-6,8,315,39.38,0
3,1987,1987-10-18,5,23.344,NYJ,,MIA,W 37-31,6,184,30.67,0
