ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1987,1987-09-21,2,23.344,NYJ,,NWE,W 43-24,,,,,,,,,,
2,1987,1987-10-25,6,24.013,NYJ,@,WAS,L 16-17,,,,,,,,,,
3,1987,1987-11-01,7,24.020,NYJ,,IND,L 14-19,,,,,,,,,,
4,1987,1987-11-15,9,24.034,NYJ,@,KAN,W 16-9,,,,,,,,,,
5,1987,1987-11-22,10,24.041,NYJ,,BUF,L 14-17,0,0,,0,0,0,1.0,0,0,0
6,1987,1987-11-29,11,24.048,NYJ,,CIN,W 27-20,,,,,,,,,,
7,1987,1987-12-07,12,24.056,NYJ,@,MIA,L 28-37,,,,,,,,,,
8,1987,1987-12-13,13,24.062,NYJ,@,NWE,L 20-42,,,,,,,,,,
9,1987,1987-12-20,14,24.069,NYJ,,PHI,L 27-38,,,,,,,,,,
10,1987,1987-12-27,15,24.076,NYJ,@,NYG,L 7-20,,,,,,,,,,
11,1988,1988-09-04,1,24.328,NYJ,@,NWE,L 3-28,,,,,,,,,,
12,1988,1988-09-11,2,24.335,NYJ,@,CLE,W 23-3,,,,,,,,,,
13,1988,1988-09-18,3,24.342,NYJ,,HOU,W 45-3,0,0,,0,1,6,0.0,1,35,1
14,1988,1988-09-25,4,24.349,NYJ,@,DET,W 17-10,,,,,,,,,,
15,1988,1988-10-02,5,24.356,NYJ,,KAN,T 17-17,,,,,,,,,,
16,1988,1988-10-09,6,24.363,NYJ,@,CIN,L 19-36,,,,,,,,,,
17,1988,1988-10-17,7,25.005,NYJ,,BUF,L 14-37,,,,,,,,,,
18,1988,1988-10-23,8,25.011,NYJ,@,MIA,W 44-30,,,,,,,,,,
19,1988,1988-10-30,9,25.018,NYJ,,PIT,W 24-20,,,,,,,,,,
20,1988,1988-11-06,10,25.025,NYJ,@,IND,L 14-38,,,,,,,,,,
21,1988,1988-11-13,11,25.032,NYJ,,NWE,L 13-14,,,,,,,,,,
22,1988,1988-11-20,12,25.039,NYJ,@,BUF,L 6-9,,,,,,,,,,
23,1988,1988-11-27,13,25.046,NYJ,,MIA,W 38-34,,,,,,,,,,
24,1988,1988-12-04,14,25.053,NYJ,@,KAN,L 34-38,,,,,,,,,,
25,1988,1988-12-10,15,25.059,NYJ,,IND,W 34-16,,,,,,,,,,
26,1988,1988-12-18,16,25.067,NYJ,,NYG,W 27-21,,,,,,,,,,
27,1989,1989-09-10,1,25.333,PHO,@,DET,W 16-13,,,,,,,,,,
28,1989,1989-09-17,2,25.340,PHO,@,SEA,W 34-24,,,,,,,,,,
29,1989,1989-09-24,3,25.347,PHO,@,NYG,L 7-35,0,0,,0,0,0,1.0,0,0,0
30,1989,1989-10-01,4,25.354,PHO,,SDG,L 13-24,,,,,,,,,,
