ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-09-12,1,22.156,BAL,,NWE,L 13-24,1,18,18.00,0,0,0
2,1982,1982-09-19,2,22.163,BAL,@,MIA,L 20-24,1,18,18.00,0,0,0
3,1982,1982-12-12,6,22.247,BAL,@,MIN,L 10-13,0,0,,0,,
4,1982,1982-12-19,7,22.254,BAL,,GNB,T 20-20,1,8,8.00,0,0,0
5,1982,1982-12-26,8,22.261,BAL,@,SDG,L 26-44,4,66,16.50,0,0,0
6,1982,1983-01-02,9,22.268,BAL,,MIA,L 7-34,0,0,,0,,
7,1983,1983-09-04,1,23.148,BAL,@,NWE,W 29-23,4,46,11.50,2,2,12
8,1983,1983-09-11,2,23.155,BAL,,DEN,L 10-17,3,43,14.33,0,0,0
9,1983,1983-09-18,3,23.162,BAL,@,BUF,L 23-28,3,36,12.00,0,0,0
10,1983,1983-09-25,4,23.169,BAL,,CHI,W 22-19,5,52,10.40,1,1,6
11,1983,1983-10-02,5,23.176,BAL,@,CIN,W 34-31,2,13,6.50,0,0,0
12,1983,1983-10-09,6,23.183,BAL,,NWE,W 12-7,2,10,5.00,0,0,0
13,1983,1983-10-16,7,23.190,BAL,,BUF,L 7-30,0,0,,0,,
14,1983,1983-10-23,8,23.197,BAL,,MIA,L 7-21,1,10,10.00,0,0,0
15,1983,1983-10-30,9,23.204,BAL,@,PHI,W 22-21,0,0,,0,,
16,1983,1983-11-13,11,23.218,BAL,,PIT,L 13-24,0,0,,0,,
17,1983,1983-11-20,12,23.225,BAL,@,MIA,L 0-37,0,0,,0,,
18,1983,1983-11-27,13,23.232,BAL,@,CLE,L 23-41,0,0,,0,,
19,1983,1983-12-04,14,23.239,BAL,,NYJ,L 6-10,1,24,24.00,0,0,0
20,1983,1983-12-11,15,23.246,BAL,@,DEN,L 19-21,8,169,21.13,1,1,6
21,1983,1983-12-18,16,23.253,BAL,,HOU,W 20-10,1,13,13.00,0,0,0
22,1984,1984-09-02,1,24.146,IND,,NYJ,L 14-23,0,0,,0,,
23,1984,1984-09-09,2,24.153,IND,@,HOU,W 35-21,0,0,,0,,
24,1984,1984-09-16,3,24.160,IND,,STL,L 33-34,0,0,,0,,
25,1984,1984-09-30,5,24.174,IND,,BUF,W 31-17,0,0,,0,,
26,1984,1984-10-07,6,24.181,IND,,WAS,L 7-35,0,0,,0,,
27,1984,1984-10-21,8,24.195,IND,,PIT,W 17-16,2,35,17.50,0,0,0
28,1984,1984-10-28,9,24.202,IND,@,DAL,L 3-22,0,0,,0,,
29,1984,1984-11-04,10,24.209,IND,,SDG,L 10-38,1,7,7.00,0,0,0
30,1984,1984-11-11,11,24.216,IND,@,NYJ,W 9-5,0,0,,0,,
31,1984,1984-11-18,12,24.223,IND,,NWE,L 17-50,2,26,13.00,1,1,6
32,1984,1984-11-25,13,24.230,IND,@,RAI,L 7-21,0,0,,0,,
33,1984,1984-12-02,14,24.237,IND,@,BUF,L 15-21,2,20,10.00,0,0,0
34,1984,1984-12-09,15,24.244,IND,,MIA,L 17-35,0,0,,0,,
35,1984,1984-12-16,16,24.251,IND,@,NWE,L 10-16,4,51,12.75,1,1,6
36,1985,1985-09-08,1,25.152,IND,@,PIT,L 3-45,2,31,15.50,0,0,0
37,1987,1987-10-04,3,27.178,RAM,@,NOR,L 10-37,1,13,13.00,0,0,0
38,1987,1987-10-11,4,27.185,RAM,,PIT,W 31-21,0,0,,0,,
39,1987,1987-10-18,5,27.192,RAM,@,ATL,L 20-24,0,0,,0,,
