ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1996,1996-09-08,2,22.170,CHI,@,WAS,L 3-10,,0,0,,0,0.0%,
2,1996,1996-09-15,3,22.177,CHI,,MIN,L 14-20,,0,0,,0,0.0%,
3,1996,1996-09-29,5,22.191,CHI,,OAK,W 19-17,1,1,12,12.00,0,100.0%,12.00
4,1996,1996-10-06,6,22.198,CHI,,GNB,L 6-37,,0,0,,0,0.0%,
5,1996,1996-10-13,7,22.205,CHI,@,NOR,L 24-27,,0,0,,0,0.0%,
6,1996,1996-11-03,9,22.226,CHI,,TAM,W 13-10,,0,0,,0,0.0%,
7,1996,1996-11-10,10,22.233,CHI,@,DEN,L 12-17,1,0,0,,0,0.0%,0.00
8,1996,1996-11-17,11,22.240,CHI,@,KAN,L 10-14,6,5,55,11.00,0,83.3%,9.17
9,1996,1996-11-24,12,22.247,CHI,,DET,W 31-14,1,1,13,13.00,0,100.0%,13.00
10,1996,1996-12-01,13,22.254,CHI,@,GNB,L 17-28,2,2,12,6.00,0,100.0%,6.00
11,1996,1996-12-08,14,22.261,CHI,,STL,W 35-9,2,0,0,,0,0.0%,0.00
