ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1988,1988-09-11,2,23.253,SFO,@,NYG,W 20-17,0,0,,0,0,0,,0,0,0,,,,,,4,156,39.00,0
2,1988,1988-09-18,3,23.260,SFO,,ATL,L 17-34,0,0,,0,0,0,,0,0,0,,,,,,4,166,41.50,0
3,1988,1988-09-25,4,23.267,SFO,@,SEA,W 38-7,0,0,,0,0,0,,0,0,0,,,,,,3,112,37.33,0
4,1988,1988-10-02,5,23.274,SFO,,DET,W 20-13,0,0,,0,0,0,,0,0,0,,,,,,6,221,36.83,0
5,1988,1988-10-09,6,23.281,SFO,,DEN,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,4,173,43.25,0
6,1988,1988-10-16,7,23.288,SFO,@,RAM,W 24-21,0,0,,0,0,0,,0,0,0,,,,,,7,240,34.29,0
7,1988,1988-10-24,8,23.296,SFO,@,CHI,L 9-10,0,0,,0,0,0,,0,0,0,,,,,,8,298,37.25,0
8,1988,1988-10-30,9,23.302,SFO,,MIN,W 24-21,0,0,,0,0,0,,0,0,0,,,,,,7,305,43.57,0
9,1988,1988-11-06,10,23.309,SFO,@,PHO,L 23-24,0,0,,0,0,0,,0,0,0,,,,,,7,326,46.57,0
10,1988,1988-11-13,11,23.316,SFO,,RAI,L 3-9,0,0,,0,0,0,,0,0,0,,,,,,8,306,38.25,0
11,1988,1988-11-21,12,23.324,SFO,,WAS,W 37-21,0,0,,0,0,0,,0,0,0,,,,,,5,183,36.60,0
12,1988,1988-11-27,13,23.330,SFO,@,SDG,W 48-10,0,0,,0,0,0,,0,0,0,,,,,,3,127,42.33,0
13,1988,1988-12-04,14,23.337,SFO,@,ATL,W 13-3,0,0,,0,0,0,,0,0,0,,,,,,3,134,44.67,0
14,1988,1988-12-11,15,23.344,SFO,,NOR,W 30-17,0,0,,0,0,0,,0,0,0,,,,,,3,110,36.67,1
15,1988,1988-12-18,16,23.351,SFO,,RAM,L 16-38,1,0,0.00,0,0,0,,0,0,0,,,,,,6,212,35.33,0
16,1989,1989-09-10,1,24.251,SFO,@,IND,W 30-24,0,0,,0,0,0,,0,0,0,,,,,,3,127,42.33,1
17,1989,1989-09-17,2,24.258,SFO,@,TAM,W 20-16,0,0,,0,0,0,,0,0,0,,,,,,6,266,44.33,0
18,1989,1989-09-24,3,24.265,SFO,@,PHI,W 38-28,1,0,0.00,0,0,0,,0,0,0,,,,,,4,177,44.25,0
19,1989,1989-10-01,4,24.272,SFO,,RAM,L 12-13,0,0,,0,0,0,,0,0,0,,,,,,3,138,46.00,0
20,1989,1989-10-08,5,24.279,SFO,@,NOR,W 24-20,0,0,,0,0,0,,0,0,0,,,,,,6,244,40.67,0
21,1989,1989-10-15,6,24.286,SFO,@,DAL,W 31-14,0,0,,0,0,0,,0,0,0,,,,,,2,80,40.00,0
22,1989,1989-10-22,7,24.293,SFO,,NWE,W 37-20,0,0,,0,0,0,,0,0,0,,,,,,1,43,43.00,0
23,1989,1989-10-29,8,24.300,SFO,@,NYJ,W 23-10,0,0,,0,0,0,,0,0,0,,,,,,3,121,40.33,0
24,1989,1989-11-06,9,24.308,SFO,,NOR,W 31-13,0,0,,0,0,0,,0,0,0,,,,,,4,158,39.50,0
25,1989,1989-11-12,10,24.314,SFO,,ATL,W 45-3,0,0,,0,0,0,,0,0,0,,,,,,1,38,38.00,0
26,1989,1989-11-19,11,24.321,SFO,,GNB,L 17-21,0,0,,0,0,0,,0,0,0,,,,,,2,91,45.50,0
27,1989,1989-11-27,12,24.329,SFO,,NYG,W 34-24,0,0,,0,0,0,,0,0,0,,,,,,3,126,42.00,0
