ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
34,2002,2002-09-29,4,27.263,DAL,@,STL,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,229,38.17,0
35,2002,2002-10-06,5,27.270,DAL,,NYG,L 17-21,,1,-10,-10.00,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,212,42.40,0
36,2002,2002-10-13,6,27.277,DAL,,CAR,W 14-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,307,43.86,0
37,2002,2002-10-20,7,27.284,DAL,@,ARI,L 6-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,274,39.14,0
38,2002,2002-11-11,9,27.306,DEN,,OAK,L 10-34,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,113,37.67,0
39,2002,2002-11-17,10,27.312,DEN,@,SEA,W 31-9,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,107,35.67,0
40,2002,2002-11-24,11,27.319,DEN,,IND,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,113,37.67,0
41,2002,2002-12-01,12,27.326,DEN,@,SDG,L 27-30,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,183,36.60,0
42,2002,2002-12-08,13,27.333,DEN,@,NYJ,L 13-19,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,44,44.00,0
43,2002,2002-12-15,14,27.340,DEN,,KAN,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,124,41.33,0
44,2002,2002-12-22,15,27.347,DEN,@,OAK,L 16-28,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,174,34.80,0
45,2002,2002-12-29,16,27.354,DEN,,ARI,W 37-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,1,48,48.00,0
46,2003,2003-09-07,1,28.241,DEN,@,CIN,W 30-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,235,47.00,0
47,2003,2003-09-14,2,28.248,DEN,@,SDG,W 37-13,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,134,44.67,0
48,2003,2003-09-22,3,28.256,DEN,,OAK,W 31-10,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,188,47.00,1
49,2003,2003-09-28,4,28.262,DEN,,DET,W 20-16,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,4,182,45.50,0
50,2003,2003-10-05,5,28.269,DEN,@,KAN,L 23-24,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,198,39.60,0
51,2003,2003-10-12,6,28.276,DEN,,PIT,W 17-14,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,6,317,52.83,0
52,2003,2003-10-19,7,28.283,DEN,@,MIN,L 20-28,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,3,129,43.00,0
53,2003,2003-10-26,8,28.290,DEN,@,BAL,L 6-26,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,190,38.00,0
54,2003,2003-11-03,9,28.298,DEN,,NWE,L 26-30,,0,0,,0,0,0,,0,0,0,,0,,,,2,2,100.0,,,,0,2,8,336,42.00,0
55,2003,2003-11-16,10,28.311,DEN,,SDG,W 37-8,,0,0,,0,0,0,,0,0,0,,0,,,,,,,1,1,100.0,0,3,0,0,,0
56,2003,2003-11-23,11,28.318,DEN,,CHI,L 10-19,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,0,0,5,193,38.60,0
57,2003,2003-11-30,12,28.325,DEN,@,OAK,W 22-8,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,223,44.60,1
58,2003,2003-12-07,13,28.332,DEN,,KAN,W 45-27,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,2,73,36.50,0
59,2003,2003-12-14,14,28.339,DEN,,CLE,W 23-20,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,5,208,41.60,0
60,2003,2003-12-21,15,28.346,DEN,@,IND,W 31-17,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,1,34,34.00,0
61,2003,2003-12-28,16,28.353,DEN,@,GNB,L 3-31,,0,0,,0,0,0,,0,0,0,,0,,,,,,,,,,0,0,7,297,42.43,0
62,2004,2004-09-12,1,29.247,DEN,,KAN,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,113,56.50,0
63,2004,2004-09-19,2,29.254,DEN,@,JAX,L 6-7,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,290,41.43,0
64,2004,2004-09-26,3,29.261,DEN,,SDG,W 23-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,4,212,53.00,0
65,2004,2004-10-03,4,29.268,DEN,@,TAM,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,189,37.80,0
66,2004,2004-10-10,5,29.275,DEN,,CAR,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,153,51.00,0
67,2004,2004-10-17,6,29.282,DEN,@,OAK,W 31-3,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,2,64,32.00,0
68,2004,2004-10-25,7,29.290,DEN,@,CIN,L 10-23,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,205,41.00,0
69,2004,2004-10-31,8,29.296,DEN,,ATL,L 28-41,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,3,111,37.00,0
70,2004,2004-11-07,9,29.303,DEN,,HOU,W 31-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,207,41.40,1
71,2004,2004-11-21,10,29.317,DEN,@,NOR,W 34-13,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,6,245,40.83,0
72,2004,2004-11-28,11,29.324,DEN,,OAK,L 24-25,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,7,252,36.00,0
73,2004,2004-12-05,12,29.331,DEN,@,SDG,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,,,,,,,0,0,5,202,40.40,0
