ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1986,1986-09-14,2,23.113,RAM,,SFO,W 16-13,0,0,,0
2,1986,1986-09-21,3,23.120,RAM,@,IND,W 24-7,0,0,,0
3,1986,1986-09-28,4,23.127,RAM,@,PHI,L 20-34,3,39,13.00,0
4,1986,1986-10-05,5,23.134,RAM,,TAM,W 26-20,0,0,,0
5,1986,1986-10-12,6,23.141,RAM,@,ATL,L 14-26,2,37,18.50,0
6,1986,1986-10-19,7,23.148,RAM,,DET,W 14-10,0,0,,0
7,1986,1986-10-26,8,23.155,RAM,,ATL,W 14-7,0,0,,0
8,1986,1986-11-03,9,23.163,RAM,@,CHI,W 20-17,0,0,,0
9,1986,1986-11-09,10,23.169,RAM,@,NOR,L 0-6,0,0,,0
10,1987,1987-10-11,4,24.140,DAL,,PHI,W 41-22,1,11,11.00,0
11,1987,1987-10-19,5,24.148,DAL,,WAS,L 7-13,0,0,,0
