ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-02,1,23.024,NYG,,SFO,W 16-14,0,0,,0,,1,2,2.00,0,,,0,0,,0,0,0
2,1991,1991-09-08,2,23.030,NYG,,RAM,L 13-19,0,0,,0,,0,0,,0,,,,,,,0,
3,1991,1991-09-15,3,23.037,NYG,@,CHI,L 17-20,0,0,,0,,0,0,,0,,,,,,,0,
4,1991,1991-09-22,4,23.044,NYG,,CLE,W 13-10,0,0,,0,,0,0,,0,,,,,,,0,
5,1991,1991-09-29,5,23.051,NYG,@,DAL,L 16-21,0,0,,0,,1,6,6.00,0,,,0,0,,0,0,0
6,1991,1991-10-06,6,23.058,NYG,,PHO,W 20-9,0,0,,0,,0,0,,0,,,,,,,0,
7,1991,1991-10-14,7,23.066,NYG,@,PIT,W 23-20,0,0,,0,,0,0,,0,,,,,,,0,
8,1991,1991-10-27,8,23.079,NYG,,WAS,L 13-17,0,0,,0,,0,0,,0,,,,,,,0,
9,1991,1991-11-04,9,23.087,NYG,@,PHI,L 7-30,0,0,,0,,0,0,,0,,,,,,,0,
10,1991,1991-11-10,10,23.093,NYG,@,PHO,W 21-14,0,0,,0,,0,0,,0,,,,,,,0,
11,1991,1991-11-17,11,23.100,NYG,,DAL,W 22-9,0,0,,0,,0,0,,0,,,,,,,0,
12,1991,1991-11-24,12,23.107,NYG,@,TAM,W 21-14,0,0,,0,,0,0,,0,,,,,,,0,
13,1991,1991-12-01,13,23.114,NYG,@,CIN,L 24-27,0,0,,0,,0,0,,0,,,,,,,0,
14,1991,1991-12-08,14,23.121,NYG,,PHI,L 14-19,0,0,,0,,0,0,,0,,,,,,,0,
15,1991,1991-12-15,15,23.128,NYG,@,WAS,L 17-34,0,0,,0,,0,0,,0,,,,,,,0,
16,1991,1991-12-21,16,23.134,NYG,,HOU,W 24-20,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
17,1992,1992-09-06,1,24.028,NYG,,SFO,L 14-31,4,47,11.75,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
18,1992,1992-09-13,2,24.035,NYG,,DAL,L 28-34,0,0,,0,2,2,7,3.50,1,100.0%,3.50,0,0,,0,1,6
