ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.146,HOU,,PIT,L 24-29,,,,,,,
2,1992,1992-09-13,2,22.153,HOU,@,IND,W 20-10,,,,,,,
3,1992,1992-09-20,3,22.160,HOU,,KAN,W 23-20,,,,,,,
4,1992,1992-09-27,4,22.167,HOU,,SDG,W 27-0,,,,,,,
5,1992,1992-10-11,5,22.181,HOU,@,CIN,W 38-24,,,,,,,
6,1992,1992-10-18,6,22.188,HOU,@,DEN,L 21-27,,,,,,,
7,1992,1992-10-25,7,22.195,HOU,,CIN,W 26-10,,,,,,,
8,1992,1992-11-01,8,22.202,HOU,@,PIT,L 20-21,,,,,,,
9,1992,1992-11-08,9,22.209,HOU,,CLE,L 14-24,,,,,,,
10,1992,1992-11-15,10,22.216,HOU,@,MIN,W 17-13,,,,,,,
11,1992,1992-11-22,11,22.223,HOU,@,MIA,L 16-19,,,,,,,
12,1992,1992-11-26,12,22.227,HOU,@,DET,W 24-21,,,,,,,
13,1992,1992-12-07,13,22.238,HOU,,CHI,W 24-7,,0,0,1.0,0,0,0
14,1992,1992-12-13,14,22.244,HOU,,GNB,L 14-16,,,,,,,
15,1992,1992-12-20,15,22.251,HOU,@,CLE,W 17-14,,,,,,,
16,1992,1992-12-27,16,22.258,HOU,,BUF,W 27-3,,,,,,,
17,1993,1993-09-05,1,23.145,HOU,@,NOR,L 21-33,,0,0,1.0,0,0,0
18,1993,1993-09-12,2,23.152,HOU,,KAN,W 30-0,,,,,,,
19,1993,1993-09-19,3,23.159,HOU,@,SDG,L 17-18,,,,,,,
20,1993,1993-09-26,4,23.166,HOU,,RAM,L 13-28,,,,,,,
21,1993,1993-10-11,5,23.181,HOU,@,BUF,L 7-35,,,,,,,
22,1993,1993-10-17,6,23.187,HOU,@,NWE,W 28-14,,,,,,,
23,1993,1993-10-24,7,23.194,HOU,,CIN,W 28-12,,,,,,,
24,1993,1993-11-07,8,23.208,HOU,,SEA,W 24-14,,,,,,,
25,1993,1993-11-14,9,23.215,HOU,@,CIN,W 38-3,,,,,,,
26,1993,1993-11-21,10,23.222,HOU,@,CLE,W 27-20,,,,,,,
27,1993,1993-11-28,11,23.229,HOU,,PIT,W 23-3,,,,,,,
28,1993,1993-12-05,12,23.236,HOU,,ATL,W 33-17,,,,,,,
29,1993,1993-12-12,13,23.243,HOU,,CLE,W 19-17,,,,,,,
30,1993,1993-12-19,14,23.250,HOU,@,PIT,W 26-17,,,,,,,
31,1993,1993-12-25,15,23.256,HOU,@,SFO,W 10-7,,,,,,,
32,1993,1994-01-02,16,23.264,HOU,,NYJ,W 24-0,,,,,,,
33,1994,1994-09-04,1,24.144,HOU,@,IND,L 21-45,,,,,,,
34,1994,1994-09-11,2,24.151,HOU,@,DAL,L 17-20,,,,,,,
35,1994,1994-09-18,3,24.158,HOU,,BUF,L 7-15,,,,,,,
36,1994,1994-10-03,5,24.173,HOU,@,PIT,L 14-30,,,,,,,
37,1994,1994-10-13,6,24.183,HOU,,CLE,L 8-11,,,,,,,
38,1994,1994-10-24,7,24.194,HOU,@,PHI,L 6-21,,,,,,,
39,1994,1994-10-30,8,24.200,HOU,@,RAI,L 14-17,,,,,,,
40,1994,1994-11-06,9,24.207,HOU,,PIT,L 9-12,,,,,,,
41,1994,1994-11-13,10,24.214,HOU,@,CIN,L 31-34,,,,,,,
42,1994,1994-11-21,11,24.222,HOU,,NYG,L 10-13,,,,,,,
43,1994,1994-11-27,12,24.228,HOU,@,CLE,L 10-34,,,,,,,
44,1994,1994-12-04,13,24.235,HOU,,ARI,L 12-30,,,,,,,
45,1994,1994-12-11,14,24.242,HOU,,SEA,L 14-16,,,,,,,
46,1994,1994-12-18,15,24.249,HOU,@,KAN,L 9-31,,,,,,,
47,1994,1994-12-24,16,24.255,HOU,,NYJ,W 24-10,,,,,,,
48,1995,1995-09-03,1,25.143,HOU,@,JAX,W 10-3,,,,,,,
49,1995,1995-09-10,2,25.150,HOU,,PIT,L 17-34,,,,,,,
50,1995,1995-09-17,3,25.157,HOU,,CLE,L 7-14,,,,,,,
51,1995,1995-09-24,4,25.164,HOU,@,CIN,W 38-28,,,,,,,
52,1995,1995-10-01,5,25.171,HOU,,JAX,L 16-17,,,,,,,
53,1995,1995-10-08,6,25.178,HOU,@,MIN,L 17-23,,,,,,,
54,1995,1995-10-22,7,25.192,HOU,@,CHI,L 32-35,,,,,,,
55,1995,1995-10-29,8,25.199,HOU,,TAM,W 19-7,,0,0,0.5,0,0,0
56,1995,1995-11-05,9,25.206,HOU,@,CLE,W 37-10,,0,0,2.0,0,0,0
57,1995,1995-11-12,10,25.213,HOU,,CIN,L 25-32,,1,6,0.0,1,49,1
58,1995,1995-11-19,11,25.220,HOU,@,KAN,L 13-20,,,,,,,
59,1995,1995-11-26,12,25.227,HOU,,DEN,W 42-33,,,,,,,
60,1995,1995-12-03,13,25.234,HOU,@,PIT,L 7-21,,,,,,,
61,1995,1995-12-10,14,25.241,HOU,,DET,L 17-24,,0,0,1.0,0,0,0
62,1995,1995-12-17,15,25.248,HOU,,NYJ,W 23-6,,,,,,,
63,1995,1995-12-24,16,25.255,HOU,@,BUF,W 28-17,,,,,,,
64,1996,1996-09-01,1,26.141,JAX,,PIT,W 24-9,,,,,,,
65,1996,1996-09-08,2,26.148,JAX,,HOU,L 27-34,,,,,,,
66,1996,1996-09-15,3,26.155,JAX,@,OAK,L 3-17,,,,,,,
67,1996,1996-09-22,4,26.162,JAX,@,NWE,L 25-28,,,,,,,
68,1996,1996-09-29,5,26.169,JAX,,CAR,W 24-14,,0,0,1.0,0,0,0
69,1996,1996-10-06,6,26.176,JAX,@,NOR,L 13-17,,,,,,,
70,1996,1996-10-13,7,26.183,JAX,,NYJ,W 21-17,,,,,,,
71,1996,1996-10-20,8,26.190,JAX,@,STL,L 14-17,,,,,,,
72,1996,1996-10-27,9,26.197,JAX,@,CIN,L 21-28,,,,,,,
73,1996,1996-11-10,10,26.211,MIA,,IND,W 37-13,,,,,,,
74,1996,1996-11-17,11,26.218,JAX,@,PIT,L 3-28,,,,,,,
75,1996,1996-11-24,12,26.225,NWE,,IND,W 27-13,,,,,,,
76,1996,1996-12-01,13,26.232,JAX,,CIN,W 30-27,,,,,,,
77,1996,1996-12-08,14,26.239,JAX,@,HOU,W 23-17,,,,,,,
78,1996,1996-12-15,15,26.246,JAX,,SEA,W 20-13,,,,,,,
79,1996,1996-12-22,16,26.253,JAX,,ATL,W 19-17,,,,,,,
80,1997,1997-08-31,1,27.140,JAX,@,BAL,W 28-27,,0,0,1.0,0,0,0
81,1997,1997-08-31,1,27.140,MIA,,IND,W 16-10,,,,,,,
82,1997,1997-09-07,2,27.147,JAX,,NYG,W 40-13,,,,,,,
83,1997,1997-09-22,3,27.162,JAX,,PIT,W 30-21,,,,,,,
84,1997,1997-09-28,4,27.168,JAX,@,WAS,L 12-24,,,,,,,
85,1997,1997-10-05,5,27.175,JAX,,CIN,W 21-13,,,,,,,
86,1997,1997-10-12,6,27.182,JAX,,PHI,W 38-21,,,,,,,
87,1997,1997-10-19,7,27.189,JAX,@,DAL,L 22-26,,,,,,,
88,1997,1997-10-26,8,27.196,JAX,@,PIT,L 17-23,,,,,,,
89,1997,1997-11-02,9,27.203,JAX,@,TEN,W 30-24,,,,,,,
90,1997,1997-11-09,10,27.210,JAX,,KAN,W 24-10,,,,,,,
91,1997,1997-11-16,11,27.217,JAX,,TEN,W 17-9,,0,0,0.0,1,0,0
92,1997,1997-11-23,12,27.224,JAX,@,CIN,L 26-31,,,,,,,
93,1997,1997-11-30,13,27.231,NWE,,IND,W 20-17,,,,,,,
94,1997,1997-12-07,14,27.238,JAX,,NWE,L 20-26,,,,,,,
95,1997,1997-12-14,15,27.245,JAX,@,BUF,W 20-14,,0,0,1.0,0,0,0
96,1997,1997-12-21,16,27.252,JAX,@,OAK,W 20-9,,,,,,,
97,1998,1998-09-06,1,28.146,TEN,@,CIN,W 23-14,,0,0,0.5,0,0,0
98,1998,1998-09-13,2,28.153,TEN,,SDG,L 7-13,,,,,,,
99,1998,1998-09-20,3,28.160,TEN,@,NWE,L 16-27,,,,,,,
100,1998,1998-09-27,4,28.167,TEN,,JAX,L 22-27,,0,0,1.0,1,11,0
101,1998,1998-10-18,6,28.188,TEN,,CIN,W 44-14,,,,,,,
102,1998,1998-10-25,7,28.195,TEN,,CHI,L 20-23,,,,,,,
103,1998,1998-11-01,8,28.202,TEN,@,PIT,W 41-31,,,,,,,
104,1998,1998-11-08,9,28.209,TEN,@,TAM,W 31-22,,,,,,,
105,1998,1998-11-15,10,28.216,TEN,,PIT,W 23-14,,,,,,,
106,1998,1998-11-22,11,28.223,TEN,,NYJ,L 3-24,,,,,,,
107,1998,1998-11-29,12,28.230,TEN,@,SEA,L 18-20,,0,0,1.0,0,0,0
108,1998,1998-12-13,14,28.244,TEN,@,JAX,W 16-13,,0,0,1.0,0,0,0
109,1998,1998-12-20,15,28.251,TEN,@,GNB,L 22-30,,,,,,,
110,1998,1998-12-26,16,28.257,TEN,,MIN,L 16-26,,,,,,,
111,1999,1999-09-12,1,29.152,TEN,,CIN,W 36-35,*,,,,,,
112,1999,1999-09-19,2,29.159,TEN,,CLE,W 26-9,*,0,0,0.5,0,0,0
113,1999,1999-09-26,3,29.166,TEN,@,JAX,W 20-19,*,,,,,,
114,1999,1999-10-03,4,29.173,TEN,@,SFO,L 22-24,*,,,,,,
115,1999,1999-10-10,5,29.180,TEN,,BAL,W 14-11,*,,,,,,
116,1999,1999-10-17,6,29.187,TEN,@,NOR,W 24-21,*,,,,,,
117,1999,1999-10-31,7,29.201,TEN,,STL,W 24-21,*,0,0,1.0,0,0,0
118,1999,1999-11-07,8,29.208,TEN,@,MIA,L 0-17,*,,,,,,
119,1999,1999-11-14,9,29.215,TEN,@,CIN,W 24-14,*,0,0,1.0,0,0,0
120,1999,1999-11-21,10,29.222,TEN,,PIT,W 16-10,*,0,0,1.5,0,0,0
121,1999,1999-11-28,11,29.229,TEN,@,CLE,W 33-21,*,,,,,,
122,1999,1999-12-05,12,29.236,TEN,@,BAL,L 14-41,*,,,,,,
123,1999,1999-12-09,13,29.240,TEN,,OAK,W 21-14,*,0,0,2.0,0,0,0
124,1999,1999-12-19,14,29.250,TEN,,ATL,W 30-17,*,,,,,,
125,1999,1999-12-26,15,29.257,TEN,,JAX,W 41-14,*,,,,,,
126,1999,2000-01-02,16,29.264,TEN,@,PIT,W 47-36,*,,,,,,
127,2000,2000-09-03,1,30.143,TEN,@,BUF,L 13-16,*,0,0,0.5,0,0,0
128,2000,2000-09-10,2,30.150,TEN,,KAN,W 17-14,*,,,,,,
129,2000,2000-09-24,3,30.164,TEN,@,PIT,W 23-20,*,,,,,,
130,2000,2000-10-01,4,30.171,TEN,,NYG,W 28-14,*,,,,,,
131,2000,2000-10-08,5,30.178,TEN,@,CIN,W 23-14,,,,,,,
132,2000,2000-10-16,6,30.186,TEN,,JAX,W 27-13,*,0,0,1.0,0,0,0
133,2000,2000-10-22,7,30.192,TEN,@,BAL,W 14-6,*,,,,,,
134,2000,2000-10-30,8,30.200,TEN,@,WAS,W 27-21,*,0,0,1.0,0,0,0
135,2000,2000-11-05,9,30.206,TEN,,PIT,W 9-7,,0,0,0.5,0,0,0
136,2000,2000-11-12,10,30.213,TEN,,BAL,L 23-24,*,,,,,,
137,2000,2000-11-19,11,30.220,TEN,,CLE,W 24-10,*,0,0,1.0,0,0,0
138,2000,2000-11-26,12,30.227,TEN,@,JAX,L 13-16,*,,,,,,
139,2000,2000-12-03,13,30.234,TEN,@,PHI,W 15-13,,,,,,,
140,2000,2000-12-10,14,30.241,TEN,,CIN,W 35-3,*,,,,,,
