ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1975,1975-09-21,1,22.075,DAL,,RAM,W 18-7,1,13,13.00,0,0,0,,0,0,0,,0,0,,,4,166,41.50,0
2,1975,1975-09-28,2,22.082,DAL,,STL,W 37-31,0,0,,0,0,0,,0,0,0,,0,0,,,5,206,41.20,0
3,1975,1975-10-06,3,22.090,DAL,@,DET,W 36-10,0,0,,0,0,0,,0,0,0,,0,0,,,5,163,32.60,1
4,1975,1975-10-12,4,22.096,DAL,@,NYG,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,,,8,303,37.88,0
5,1975,1975-10-19,5,22.103,DAL,,GNB,L 17-19,0,0,,0,0,0,,0,0,0,,0,0,,,5,209,41.80,0
6,1975,1975-10-26,6,22.110,DAL,@,PHI,W 20-17,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,5,151,30.20,0
7,1975,1975-11-02,7,22.117,DAL,@,WAS,L 24-30,0,0,,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,5,195,39.00,0
8,1975,1975-11-10,8,22.125,DAL,,KAN,L 31-34,0,0,,0,0,0,,0,0,0,,0,0,,,4,171,42.75,0
9,1975,1975-11-16,9,22.131,DAL,@,NWE,W 34-31,0,0,,0,0,0,,0,0,0,,0,0,,,8,357,44.63,0
10,1975,1975-11-23,10,22.138,DAL,,PHI,W 27-17,0,0,,0,0,0,,0,0,0,,0,0,,,2,88,44.00,0
11,1975,1975-11-30,11,22.145,DAL,,NYG,W 14-3,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,158,39.50,0
12,1975,1975-12-07,12,22.152,DAL,@,STL,L 17-31,0,0,,0,0,0,,0,0,0,,0,0,,,1,36,36.00,0
13,1975,1975-12-13,13,22.158,DAL,,WAS,W 31-10,0,0,,0,0,0,,0,0,0,,0,0,,,7,323,46.14,0
14,1975,1975-12-21,14,22.166,DAL,@,NYJ,W 31-21,0,0,,0,0,0,,0,0,0,,0,0,,,5,150,30.00,0
15,1976,1976-09-12,1,23.066,SDG,@,KAN,W 30-16,0,0,,0,0,0,,0,0,0,,0,0,,,3,139,46.33,1
16,1976,1976-09-19,2,23.073,SDG,@,TAM,W 23-0,0,0,,0,0,0,,0,0,0,,0,0,,,5,197,39.40,0
17,1976,1976-09-26,3,23.080,SDG,,STL,W 43-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,141,35.25,0
18,1976,1976-10-03,4,23.087,SDG,@,DEN,L 0-26,0,0,,0,0,0,,0,0,0,,0,0,,,6,264,44.00,1
19,1976,1976-10-10,5,23.094,SDG,,OAK,L 17-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,270,45.00,0
20,1976,1976-10-17,6,23.101,SDG,,HOU,W 30-27,1,10,10.00,0,0,0,,0,0,0,,0,0,,,3,98,32.67,0
21,1976,1976-10-24,7,23.108,SDG,@,CLE,L 17-21,0,0,,0,0,0,,0,0,0,,0,0,,,4,142,35.50,0
22,1976,1976-10-31,8,23.115,SDG,@,PIT,L 0-23,1,0,0.00,0,0,0,,0,0,0,,0,0,,,10,339,33.90,0
23,1976,1976-11-07,9,23.122,SDG,,BAL,L 21-37,0,0,,0,0,0,,0,0,0,,0,0,,,1,38,38.00,0
24,1976,1976-11-14,10,23.129,HOU,@,CIN,L 27-31,0,0,,0,0,0,,0,0,0,,0,0,,,7,221,31.57,0
25,1977,1977-09-18,1,24.072,DET,@,CHI,L 20-30,0,0,,0,0,0,,0,0,0,,0,0,,,6,235,39.17,1
