ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,28.079,SFO,@,PIT,L 17-30,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,18,18.00,0,0,0
2,1987,1987-09-20,2,28.086,SFO,@,CIN,W 27-26,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,3,75,25.00,0,0,0
3,1987,1987-10-11,4,28.107,SFO,@,ATL,W 25-17,4,11,2.75,0,,1,3,3.00,0,,,0,0,,0,0,0,,0,,,,2,38,19.00,0,0,0
4,1987,1987-10-18,5,28.114,SFO,,STL,W 34-28,3,7,2.33,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
5,1987,1987-10-25,6,28.121,SFO,@,NOR,W 24-22,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,22,22.00,0,0,0
6,1987,1987-11-01,7,28.128,SFO,@,RAM,W 31-10,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
7,1987,1987-11-08,8,28.135,SFO,,HOU,W 27-20,3,26,8.67,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
8,1987,1987-11-15,9,28.142,SFO,,NOR,L 24-26,1,4,4.00,0,,0,0,,0,,,1,1,100.00,50,1,0,158.3,0,0,50.00,70.00,1,24,24.00,0,0,0
9,1987,1987-11-22,10,28.149,SFO,@,TAM,W 24-10,5,27,5.40,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
10,1987,1987-11-29,11,28.156,SFO,,CLE,W 38-24,2,2,1.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,2,41,20.50,0,0,0
11,1987,1987-12-06,12,28.163,SFO,@,GNB,W 23-12,2,-2,-1.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,2,2.00,0,0,0
12,1987,1987-12-14,13,28.171,SFO,,CHI,W 41-0,4,14,3.50,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
13,1987,1987-12-20,14,28.177,SFO,,ATL,W 35-7,1,11,11.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
14,1987,1987-12-27,15,28.184,SFO,,RAM,W 48-0,3,23,7.67,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,1,23,23.00,0,0,0
15,1988,1988-09-04,1,29.070,SFO,@,NOR,W 34-33,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
16,1988,1988-09-11,2,29.077,SFO,@,NYG,W 20-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
17,1988,1988-09-18,3,29.084,SFO,,ATL,L 17-34,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
18,1988,1988-09-25,4,29.091,SFO,@,SEA,W 38-7,3,16,5.33,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
19,1988,1988-10-02,5,29.098,SFO,,DET,W 20-13,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
20,1988,1988-10-09,6,29.105,SFO,,DEN,L 13-16,0,0,,0,,0,0,,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
21,1988,1988-10-16,7,29.112,SFO,@,RAM,W 24-21,1,13,13.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
22,1988,1988-10-24,8,29.120,SFO,@,CHI,L 9-10,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
23,1988,1988-10-30,9,29.126,SFO,,MIN,W 24-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
24,1988,1988-11-06,10,29.133,SFO,@,PHO,L 23-24,1,8,8.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
25,1988,1988-11-13,11,29.140,SFO,,RAI,L 3-9,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
26,1988,1988-11-21,12,29.148,SFO,,WAS,W 37-21,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
27,1988,1988-11-27,13,29.154,SFO,@,SDG,W 48-10,3,13,4.33,0,,1,9,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
28,1988,1988-12-04,14,29.161,SFO,@,ATL,W 13-3,1,0,0.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
29,1988,1988-12-11,15,29.168,SFO,,NOR,W 30-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,
