ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,22.217,ATL,@,DET,L 17-31,,,,,,,,,,,
2,1988,1988-09-11,2,22.224,ATL,,NOR,L 21-29,,,,,,,,,,,
3,1988,1988-09-18,3,22.231,ATL,@,SFO,W 34-17,,,,,,,,,,,
4,1988,1988-09-25,4,22.238,ATL,@,DAL,L 20-26,,,,,,,,,,,
5,1988,1988-10-02,5,22.245,ATL,,SEA,L 20-31,,,,,,,,,,,
6,1988,1988-10-09,6,22.252,ATL,,RAM,L 0-33,,,,,,,,,,,
7,1988,1988-10-16,7,22.259,ATL,@,DEN,L 14-30,,,,,,,,,,,
8,1988,1988-10-23,8,22.266,ATL,,NYG,L 16-23,,,,,,,,,,,
9,1988,1988-10-30,9,22.273,ATL,@,PHI,W 27-24,,,,,,,,,,,
10,1988,1988-11-06,10,22.280,ATL,,GNB,W 20-0,,,,,,,,,,,
11,1988,1988-11-13,11,22.287,ATL,,SDG,L 7-10,,,,,,,,,,,
12,1988,1988-11-20,12,22.294,ATL,@,RAI,W 12-6,,,,,,,,,,,
13,1988,1988-11-27,13,22.301,ATL,,TAM,W 17-10,,,,,,,,,,,
14,1988,1988-12-04,14,22.308,ATL,,SFO,L 3-13,,,,,,,,,,,
15,1988,1988-12-11,15,22.315,ATL,@,RAM,L 7-22,,,,,,,,,,,
16,1988,1988-12-18,16,22.322,ATL,@,NOR,L 9-10,,,,,,,,,,,
17,1989,1989-09-10,1,23.222,ATL,,RAM,L 21-31,,,,,,,,,,,
18,1989,1989-09-17,2,23.229,ATL,,DAL,W 27-21,,,,,,,,,,,
19,1989,1989-09-24,3,23.236,ATL,@,IND,L 9-13,,,,,,,,,,,
20,1989,1989-10-01,4,23.243,ATL,@,GNB,L 21-23,,,,,,,,,,,
21,1989,1989-10-08,5,23.250,ATL,@,RAM,L 14-26,,,,,,,,,,,
22,1989,1989-10-15,6,23.257,ATL,,NWE,W 16-15,,,,,,,,,,,
23,1989,1989-10-22,7,23.264,ATL,@,PHO,L 20-34,,,,,,,,,,,
