ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2017,2017-09-10,1,22.257,NYG,@,DAL,L 3-19,,0.0,0,0
2,2017,2017-09-18,2,22.265,NYG,,DET,L 10-24,*,1.0,6,1
3,2017,2017-09-24,3,22.271,NYG,@,PHI,L 24-27,*,0.0,1,2
4,2017,2017-10-01,4,22.278,NYG,@,TAM,L 23-25,,0.0,0,0
5,2017,2017-10-08,5,22.285,NYG,,LAC,L 22-27,,0.0,0,0
6,2017,2017-10-15,6,22.292,NYG,@,DEN,W 23-10,,0.0,2,0
7,2017,2017-11-05,8,22.313,NYG,,LAR,L 17-51,,0.0,3,3
8,2017,2017-11-12,9,22.320,NYG,@,SFO,L 21-31,,0.0,4,2
9,2017,2017-11-19,10,22.327,NYG,,KAN,W 12-9,*,0.0,8,4
10,2017,2017-12-03,12,22.341,NYG,@,OAK,L 17-24,,1.0,2,3
11,2017,2017-12-10,13,22.348,NYG,,DAL,L 10-30,*,0.0,5,4
12,2017,2017-12-17,14,22.355,NYG,,PHI,L 29-34,,0.0,1,0
13,2017,2017-12-24,15,22.362,NYG,@,ARI,L 0-23,,0.0,3,0
14,2017,2017-12-31,16,23.004,NYG,,WAS,W 18-10,*,0.0,0,1
